,building,walkMbta,numCraigslistHouse,walkUniversity,house,numCraigslistRoom,sky,lake,crime,person,walkSchool,car,walkPark,grass,sidewalk,road
3437,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3438,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3439,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3440,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3441,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3442,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3443,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3444,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3445,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3446,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3447,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3448,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3449,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3450,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3451,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3452,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3453,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3454,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3455,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3456,1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478
3457,0.038,3,0,45,1.451,0,44.24,17.87,3,5.868,54,5.868,20,0,3.61,2.974
3458,0,1,0,27,1.118,0,26.81,3.259,1,0.996,51,0.996,23,0,1.01,0.808
3459,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3460,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3461,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3462,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3463,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3464,0,3,0,26,0,0,0,0,5,0,50,0,19,0,0,0
3465,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3466,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3467,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3468,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3469,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3470,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3471,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3472,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3473,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3474,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3475,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3476,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3477,1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478
3478,0.61,2,0,27,2.911,0,22.14,50.93,1,3.121,52,3.121,22,0,2.87,1.655
3479,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3480,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3481,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3482,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3483,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3484,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3485,0,2,0,54,4.631,1,7.87,54.55,17,0.938,16,0.938,23,0,2.609,8.97
3486,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3487,0,1,0,28,0,0,0,0,9,0,52,0,19,0,0,0
3488,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3489,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3490,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3491,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3492,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3493,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3494,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3495,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3496,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3497,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3498,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3499,0,2,0,54,4.631,1,7.87,54.55,17,0.938,16,0.938,23,0,2.609,8.97
3500,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3501,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3502,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3503,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3504,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3505,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3506,0,1,0,28,0,0,0,0,9,0,52,0,19,0,0,0
3507,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3508,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3509,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3510,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3511,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3512,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3513,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3514,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3515,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3516,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3517,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3518,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3519,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3520,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3521,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3522,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3523,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3524,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3525,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3526,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3527,1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478
3528,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3529,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3530,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3531,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3532,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3533,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3534,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3535,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3536,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3537,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3538,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3539,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3540,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3541,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3542,0,2,0,54,4.631,1,7.87,54.55,17,0.938,16,0.938,23,0,2.609,8.97
3543,0,2,0,54,4.631,1,7.87,54.55,17,0.938,16,0.938,23,0,2.609,8.97
3544,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3545,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3546,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3547,1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478
3548,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3549,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3550,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3551,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3552,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3553,1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478
3554,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3555,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3556,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3557,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3558,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3559,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3560,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3561,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3562,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3563,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3564,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3565,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3566,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3567,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3568,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3569,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3570,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3571,0,2,0,54,4.631,1,7.87,54.55,17,0.938,16,0.938,23,0,2.609,8.97
3572,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3573,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3574,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3575,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3576,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3577,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3578,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3579,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3580,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3581,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3582,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3583,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3584,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3585,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3586,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3587,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3588,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3589,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3590,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3591,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3592,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3593,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3594,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3595,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3596,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3597,0,1,0,28,0,0,0,0,9,0,52,0,19,0,0,0
3598,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3599,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3600,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3601,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3602,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3603,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3604,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3605,0.038,3,0,45,1.451,0,44.24,17.87,3,5.868,54,5.868,20,0,3.61,2.974
3606,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3607,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3608,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3609,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3610,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3611,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3612,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3613,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3614,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3615,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3616,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3617,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3618,0.038,3,0,45,1.451,0,44.24,17.87,3,5.868,54,5.868,20,0,3.61,2.974
3619,0,3,0,26,0,0,0,0,5,0,50,0,19,0,0,0
3620,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3621,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3622,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3623,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3624,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3625,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3626,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3627,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3628,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3629,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3630,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3631,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3632,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3633,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3634,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3635,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3636,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3637,0,3,0,26,0,0,0,0,5,0,50,0,19,0,0,0
3638,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3639,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3640,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3641,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3642,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3643,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3644,0,1,0,27,1.118,0,26.81,3.259,1,0.996,51,0.996,23,0,1.01,0.808
3645,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3646,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3647,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3648,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3649,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3650,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3651,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3652,0.61,2,0,27,2.911,0,22.14,50.93,1,3.121,52,3.121,22,0,2.87,1.655
3653,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3654,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3655,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3656,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3657,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3658,1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478
3659,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3660,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3661,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3662,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3663,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3664,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3665,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3666,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3667,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3668,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3669,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3670,1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478
3671,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3672,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3673,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3674,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3675,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3676,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3677,1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478
3678,1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478
3679,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3680,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3681,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3682,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3683,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3684,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3685,0,2,0,54,4.631,1,7.87,54.55,17,0.938,16,0.938,23,0,2.609,8.97
3686,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3687,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3688,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3689,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3690,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3691,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3692,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3693,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3694,0,0,0,27,1.708,0,11.7,42.35,0,1.663,56,1.663,19,0,7.954,7.309
3695,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3696,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3697,0,2,0,28,0.243,0,15.25,64.64,5,8.028,52,8.028,20,0,2.328,2.192
3698,4.001,0,0,27,2.66,0,4.604,73.14,5,0.768,55,0.768,21,0,1.822,3.211
3699,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3700,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3701,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3702,1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478
3703,0,2,0,61,0,1,0,0,21,0,16,0,22,0,0,0
3704,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3705,0,3,0,63,4.76,1,15.18,25.44,4,2.17,55,2.17,21,0,5.419,5.098
3706,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3707,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3708,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3709,0,2,0,28,0.38,0,5.519,75.08,2,3.275,53,3.275,19,0,1.945,3.14
3710,0,2,0,28,2.876,0,22.33,51.39,7,3.785,52,3.785,18,0,0.756,4.326
3711,0.092,2,0,28,2.403,0,39.01,13.98,5,11.27,53,11.27,21,0,2.305,3.524
3712,0,1,0,28,0,0,0,0,9,0,52,0,19,0,0,0
3713,0,2,0,39,1.412,0,15.98,57.69,3,1.625,55,1.625,22,0,3.498,3.421
3714,0,1,0,28,0,2,0,0,5,0,53,0,19,0,0,0
3715,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3716,0.193,2,0,24,4.047,0,24.14,18.26,5,2.633,49,2.633,17,0,2.773,10
3717,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
3718,6.373,0,0,0,0.427,0,14.1,33.41,1,0.133,9,0.133,13,0,2.606,3.639
3719,0,0,0,0,2.03,0,5.694,66.43,6,4.684,7,4.684,17,0,1.941,2.125
3720,0,0,0,0,2.03,0,5.694,66.43,6,4.684,7,4.684,17,0,1.941,2.125
3721,0.146,0,0,1,2.343,2,7.126,66.59,1,1.137,15,1.137,14,0,1.901,3.338
3722,0,0,0,0,2.03,0,5.694,66.43,6,4.684,7,4.684,17,0,1.941,2.125
3723,0,0,0,0,2.03,0,5.694,66.43,6,4.684,7,4.684,17,0,1.941,2.125
3724,0,0,0,0,2.03,0,5.694,66.43,6,4.684,7,4.684,17,0,1.941,2.125
3725,0,0,0,0,2.03,0,5.694,66.43,6,4.684,7,4.684,17,0,1.941,2.125
3726,0,0,0,0,2.03,0,5.694,66.43,6,4.684,7,4.684,17,0,1.941,2.125
3727,0,0,0,0,0,0,0,0,3,0,8,0,10,0,0,0
3728,0,0,0,0,2.03,0,5.694,66.43,6,4.684,7,4.684,17,0,1.941,2.125
3729,4.912,0,0,0,1.124,0,23.21,24.43,5,6.959,12,6.959,17,0,1.685,6.217
3730,0.229,0,0,0,1.29,0,16.75,53.51,12,7.096,13,7.096,23,0,1.421,2.075
3731,0,0,0,0,2.03,0,5.694,66.43,6,4.684,7,4.684,17,0,1.941,2.125
