,index,pixelPlant,pixelPole,pixelLake,pixelRoad,pixelGrass,pixelWall,pixelCar,propertiesAsses,pixelSea,numCraigslistHouse,pixelRiver,pixelBus,pixelCeiling,pixelPath,pixelBuilding,crime,pixelFence,walkSchool,walkMbta,energySiteEUI,pixelPerson,pixelTree,pixelVan,walkPark,walkUniversity,pixelSidewalk,pixelGround,pixelMountain,pixelPalmTree,pixelHouse,pixelBridge,pixelSign,pixelRailing,pixelField,pixelWindow,pixelGrandstand,numCraigslistRoom,pixelSky,Latitude,Longitude,Address,Zip,RoomType,Bathrooms,SQFT,SQM,Price,PricePerSQM
1498,4347.0,0.0,0.0,24.93,5.143,0.0,0.185,2.899,24376646.0,0.0,0.0,0.0,0.0,0.0,0.0,6.301,10.0,0.0,6.0,1.0,120.8,2.899,2.394,0.0,5.0,0.0,7.495,0.0,0.0,0.0,3.554,0.0,0.246,0.0,0.0,0.0,0.0,1.0,15.43,42.33928,-71.04972,854,2127.0,3.0,2.0,1800.0,167.2254,3800.0,22.7238206636
1499,4348.0,0.0,0.0,63.78,3.326,0.0,0.0,2.519,33116124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,3.0,0.0,6.0,0.0,0.0,2.519,0.267,0.0,4.0,1.0,3.682,0.0,0.0,0.045,2.689,0.0,0.063,0.0,0.0,0.0,0.0,0.0,10.48,42.333416,-71.031746,2343,2127.0,1.0,1.0,650.0,60.38695,2100.0,34.77572555
1500,4353.0,0.0,0.0,50.29,2.134,0.0,1.408,2.875,58274305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,11.0,0.0,8.0,1.0,0.0,2.875,0.394,0.0,9.0,0.0,1.675,0.0,0.163,0.0,0.671,0.015,0.167,0.679,0.021,0.0,0.0,0.0,18.53,42.331516,-71.04798,2370,2127.0,2.0,1.0,800.0,74.3224,2000.0,26.909787628
1501,4355.0,0.0,0.063,36.87,7.424,0.0,2.586,0.572,32757103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,186.5,0.572,0.0,1.834,7.0,1.0,4.461,0.0,0.022,0.588,0.747,0.0,0.528,0.281,0.0,0.0,0.0,0.0,14.76,42.336075,-71.03726,1008,2127.0,1.0,1.0,600.0,55.7418,1690.0,30.3183607275
1502,4361.0,0.0,0.002,25.47,6.478,0.0,0.119,5.895,27440840.0,0.0,0.0,0.0,0.0,0.0,0.218,1.85,3.0,0.0,6.0,0.0,63.1,5.895,6.137,0.001,4.0,1.0,2.714,0.0,0.0,0.0,3.008,0.0,0.79,0.001,0.0,0.0,0.0,0.0,17.88,42.33171,-71.03077,2416,2127.0,3.0,1.0,1200.0,111.4836,3300.0,29.6007663908
1503,4362.0,0.0,0.033,73.57,2.528,0.0,0.002,0.044,39016769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,124.7,0.044,0.0,0.003,7.0,0.0,3.691,0.0,0.0,0.0,0.367,0.063,0.274,0.0,0.0,0.0,0.0,0.0,3.47,42.33729,-71.04897,1655,2127.0,3.0,1.0,1200.0,111.4836,3750.0,33.6372345349
1504,4363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41822540.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.334007,-71.05156,248,2127.0,2.0,1.0,984.0,91.416552,2800.0,30.6290265684
1505,4365.0,0.0,0.0,44.1,6.154,0.0,0.067,6.862,33613292.0,0.0,0.0,0.0,0.0,0.0,0.001,0.903,1.0,0.0,8.0,0.0,0.0,6.862,0.425,0.0,4.0,1.0,4.472,0.0,0.0,0.027,2.765,0.0,0.084,0.0,0.0,0.0,0.0,0.0,15.82,42.332664,-71.03512,591,2127.0,2.0,1.5,1001.0,92.995903,2850.0,30.6465113845
1506,4366.0,0.0,0.0,24.93,5.143,0.0,0.185,2.899,24376646.0,0.0,0.0,0.0,0.0,0.0,0.0,6.301,10.0,0.0,6.0,1.0,120.8,2.899,2.394,0.0,5.0,0.0,7.495,0.0,0.0,0.0,3.554,0.0,0.246,0.0,0.0,0.0,0.0,1.0,15.43,42.337574,-71.04983,1423,2127.0,2.0,1.5,1300.0,120.7739,2600.0,21.5278301024
1507,4367.0,0.0,0.033,73.57,2.528,0.0,0.002,0.044,39016769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,124.7,0.044,0.0,0.003,7.0,0.0,3.691,0.0,0.0,0.0,0.367,0.063,0.274,0.0,0.0,0.0,0.0,0.0,3.47,42.336502,-71.048416,388,2127.0,2.0,2.0,1200.0,111.4836,2600.0,23.3218159442
1508,4376.0,0.0,0.0,63.78,3.326,0.0,0.0,2.519,33116124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,3.0,0.0,6.0,0.0,0.0,2.519,0.267,0.0,4.0,1.0,3.682,0.0,0.0,0.045,2.689,0.0,0.063,0.0,0.0,0.0,0.0,0.0,10.48,42.33448,-71.0327,2432,2127.0,3.0,3.0,1600.0,148.6448,4600.0,30.9462557721
1509,4382.0,0.0,0.04,68.56,4.284,0.0,0.48,1.999,21243268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,2.0,0.0,1.999,0.0,0.294,16.0,0.0,5.126,0.0,0.0,0.0,0.321,0.0,0.161,0.0,0.0,0.0,0.0,0.0,6.808,42.32919,-71.0567,2187,2127.0,3.0,1.0,1100.0,102.1933,2900.0,28.3775942258
1510,4383.0,0.0,0.001,65.85,3.513,0.0,0.261,0.145,13225718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,0.0,0.145,0.009,0.0,3.0,3.0,2.474,0.0,0.0,0.159,3.309,0.006,0.223,0.0,0.0,0.055,0.0,0.0,4.787,42.341522,-71.05665,550,2127.0,2.0,2.0,1626.0,151.060278,4950.0,32.7683760783
1511,4384.0,0.0,0.04,68.56,4.284,0.0,0.48,1.999,21243268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,2.0,0.0,1.999,0.0,0.294,16.0,0.0,5.126,0.0,0.0,0.0,0.321,0.0,0.161,0.0,0.0,0.0,0.0,0.0,6.808,42.3296,-71.0567,1922,2127.0,2.0,2.0,1100.0,102.1933,3500.0,34.2488206174
1512,4388.0,0.0,0.033,73.57,2.528,0.0,0.002,0.044,39016769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,124.7,0.044,0.0,0.003,7.0,0.0,3.691,0.0,0.0,0.0,0.367,0.063,0.274,0.0,0.0,0.0,0.0,0.0,3.47,42.336502,-71.048416,2807,2127.0,2.0,2.0,1200.0,111.4836,2600.0,23.3218159442
1513,4389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25051963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.33692,-71.050575,2807,2127.0,1.0,1.0,700.0,65.0321,1850.0,28.4474897781
1514,4390.0,0.0,0.012,60.23,6.681,0.0,0.332,1.252,45729854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,1.252,0.0,0.19,4.0,0.0,5.024,0.0,0.0,0.0,1.03,0.0,0.16,0.0,0.0,0.0,0.0,0.0,5.077,42.340786,-71.05053,2807,2127.0,2.0,1.0,900.0,83.6127,2950.0,35.2817215567
1515,4391.0,0.0,0.012,60.23,6.681,0.0,0.332,1.252,45729854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,1.252,0.0,0.19,4.0,0.0,5.024,0.0,0.0,0.0,1.03,0.0,0.16,0.0,0.0,0.0,0.0,0.0,5.077,42.340786,-71.05053,2807,2127.0,2.0,1.0,1000.0,92.903,3250.0,34.9827239163
1516,4392.0,0.0,0.0,63.19,1.854,0.0,0.429,2.639,15196885.0,0.0,0.0,0.0,0.0,0.0,0.168,0.0,1.0,0.0,6.0,2.0,0.0,2.639,1.528,0.0,4.0,0.0,1.832,0.0,0.0,1.81,3.124,0.0,0.174,0.0,0.0,0.0,0.0,0.0,13.01,42.33629,-71.054276,2807,2127.0,2.0,2.5,1850.0,171.87055,3300.0,19.2004971183
1517,4394.0,0.0,0.0,57.34,5.454,0.0,0.472,3.811,16717638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,3.0,56.1,3.811,0.036,0.0,7.0,6.0,5.365,0.0,0.0,3.544,2.452,0.0,0.154,0.0,0.0,0.0,0.0,0.0,7.799,42.342697,-71.05659,2807,2127.0,2.0,2.0,1174.0,109.068122,3400.0,31.1731781721
1518,4401.0,0.0,0.0,47.98,4.28,0.0,0.857,1.343,53313885.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,7.0,0.0,6.0,1.0,0.0,1.343,3.17,0.0,7.0,0.0,2.293,0.0,0.0,0.0,6.009,0.0,0.187,0.0,0.0,0.0,0.0,0.0,21.18,42.33238,-71.052025,1050,2127.0,2.0,2.5,1800.0,167.2254,3995.0,23.8899114608
1519,4402.0,0.0,0.0,47.98,4.28,0.0,0.857,1.343,53313885.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,7.0,0.0,6.0,1.0,0.0,1.343,3.17,0.0,7.0,0.0,2.293,0.0,0.0,0.0,6.009,0.0,0.187,0.0,0.0,0.0,0.0,0.0,21.18,42.33238,-71.052025,1048,2127.0,2.0,2.5,1800.0,167.2254,3950.0,23.6208135845
1520,4403.0,0.0,0.028,23.62,7.018,0.0,0.548,0.125,9788127.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,0.125,0.61,0.26,5.0,0.0,1.281,0.0,0.004,0.0,3.242,0.933,0.643,0.05,0.0,0.0,0.0,0.0,9.581,42.340626,-71.0493,2807,2127.0,2.0,2.0,1152.0,107.024256,3449.0,32.2263394197
1521,4404.0,0.0,0.0,50.29,2.134,0.0,1.408,2.875,58274305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,11.0,0.0,8.0,1.0,0.0,2.875,0.394,0.0,9.0,0.0,1.675,0.0,0.163,0.0,0.671,0.015,0.167,0.679,0.021,0.0,0.0,0.0,18.53,42.332417,-71.04724,1766,2127.0,1.0,1.5,1000.0,92.903,2800.0,30.1389621433
1522,4405.0,0.0,0.039,59.33,3.479,0.0,0.017,0.382,34628306.0,0.0,5.0,0.0,0.0,0.042,0.0,0.0,3.0,0.0,8.0,0.0,168.1,0.382,0.0,0.0,7.0,1.0,3.796,0.0,0.0,1.693,1.134,0.0,0.069,0.0,0.0,0.0,0.0,2.0,18.82,42.33369,-71.03607,2189,2127.0,2.0,2.0,1100.0,102.1933,3200.0,31.3132074216
1523,4407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30845462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.337204,-71.02806,2576,2127.0,3.0,1.5,1100.0,102.1933,3650.0,35.7166272153
1524,4408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30845462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.337204,-71.02806,2577,2127.0,4.0,1.5,1200.0,111.4836,4800.0,43.0556602047
1525,4410.0,0.0,0.0,63.19,1.854,0.0,0.429,2.639,15196885.0,0.0,0.0,0.0,0.0,0.0,0.168,0.0,1.0,0.0,6.0,2.0,0.0,2.639,1.528,0.0,4.0,0.0,1.832,0.0,0.0,1.81,3.124,0.0,0.174,0.0,0.0,0.0,0.0,0.0,13.01,42.33552,-71.054306,292,2127.0,3.0,1.0,1500.0,139.3545,3200.0,22.9630187759
1526,4416.0,0.0,0.037,52.42,5.666,0.0,0.001,1.097,32330402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,1.097,0.175,0.0,4.0,1.0,6.476,0.0,0.008,1.544,1.434,0.0,0.083,0.0,0.0,0.0,0.0,0.0,16.29,42.334595,-71.03478,1285,2127.0,1.0,1.0,556.0,51.654068,2500.0,48.3988986114
1527,4417.0,2.65,0.017,23.77,6.416,0.0,8.135,0.262,27647400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,4.0,0.0,10.0,0.0,0.0,0.262,0.11,0.033,9.0,0.0,6.348,0.0,0.0,0.065,0.099,0.357,0.168,0.0,0.0,0.0,0.0,0.0,1.957,42.337826,-71.04631,801,2127.0,2.0,1.0,900.0,83.6127,2500.0,29.8997640311
1528,4418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25459027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,77.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.336864,-71.04016,1592,2127.0,2.0,2.0,9999.0,928.937097,2850.0,3.06802259185
1529,4419.0,0.0,0.0,63.19,1.854,0.0,0.429,2.639,15196885.0,0.0,0.0,0.0,0.0,0.0,0.168,0.0,1.0,0.0,6.0,2.0,0.0,2.639,1.528,0.0,4.0,0.0,1.832,0.0,0.0,1.81,3.124,0.0,0.174,0.0,0.0,0.0,0.0,0.0,13.01,42.335712,-71.053406,377,2127.0,2.0,2.0,1100.0,102.1933,3175.0,31.0685729886
1530,4420.0,0.0,0.001,65.85,3.513,0.0,0.261,0.145,13225718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,0.0,0.145,0.009,0.0,3.0,3.0,2.474,0.0,0.0,0.159,3.309,0.006,0.223,0.0,0.0,0.055,0.0,0.0,4.787,42.341522,-71.05665,2807,2127.0,2.0,2.0,1800.0,167.2254,4950.0,29.6007663908
1531,4421.0,0.0,0.0,57.34,5.454,0.0,0.472,3.811,16717638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,3.0,56.1,3.811,0.036,0.0,7.0,6.0,5.365,0.0,0.0,3.544,2.452,0.0,0.154,0.0,0.0,0.0,0.0,0.0,7.799,42.342663,-71.05653,2807,2127.0,1.0,1.0,600.0,55.7418,4500.0,80.7293628839
1532,4425.0,0.0,0.028,23.62,7.018,0.0,0.548,0.125,9788127.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,0.125,0.61,0.26,5.0,0.0,1.281,0.0,0.004,0.0,3.242,0.933,0.643,0.05,0.0,0.0,0.0,0.0,9.581,42.340626,-71.0493,2807,2127.0,1.0,1.0,710.0,65.96113,2950.0,44.7233090155
1533,4426.0,0.0,0.012,60.23,6.681,0.0,0.332,1.252,45729854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,1.252,0.0,0.19,4.0,0.0,5.024,0.0,0.0,0.0,1.03,0.0,0.16,0.0,0.0,0.0,0.0,0.0,5.077,42.340572,-71.05087,2807,2127.0,2.0,2.0,881.0,81.847543,2700.0,32.9881619049
1534,4427.0,0.0,0.012,60.23,6.681,0.0,0.332,1.252,45729854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,1.252,0.0,0.19,4.0,0.0,5.024,0.0,0.0,0.0,1.03,0.0,0.16,0.0,0.0,0.0,0.0,0.0,5.077,42.340054,-71.05025,2807,2127.0,2.0,1.5,1100.0,102.1933,2750.0,26.909787628
1535,4428.0,0.0,0.068,49.92,3.094,0.0,0.444,0.361,133797900.0,0.0,0.0,0.0,0.0,0.0,0.305,0.172,6.0,0.0,8.0,2.0,0.0,0.361,9.741,0.0,17.0,0.0,3.999,0.0,0.0,0.0,0.815,0.0,0.124,0.0,0.0,0.0,0.0,0.0,19.96,42.326675,-71.05666,2807,2127.0,4.0,1.0,1800.0,167.2254,3500.0,20.9298348217
1536,4430.0,0.0,0.068,49.92,3.094,0.0,0.444,0.361,133797900.0,0.0,0.0,0.0,0.0,0.0,0.305,0.172,6.0,0.0,8.0,2.0,0.0,0.361,9.741,0.0,17.0,0.0,3.999,0.0,0.0,0.0,0.815,0.0,0.124,0.0,0.0,0.0,0.0,0.0,19.96,42.326675,-71.05666,2807,2127.0,4.0,1.0,1800.0,167.2254,3700.0,22.125825383
1537,4432.0,0.0,0.037,52.42,5.666,0.0,0.001,1.097,32330402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,1.097,0.175,0.0,4.0,1.0,6.476,0.0,0.008,1.544,1.434,0.0,0.083,0.0,0.0,0.0,0.0,0.0,16.29,42.334213,-71.035164,2664,2127.0,3.0,1.0,1140.0,105.90942,3800.0,35.8797168373
1538,4435.0,0.0,0.033,73.57,2.528,0.0,0.002,0.044,39016769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,124.7,0.044,0.0,0.003,7.0,0.0,3.691,0.0,0.0,0.0,0.367,0.063,0.274,0.0,0.0,0.0,0.0,0.0,3.47,42.336983,-71.048615,1693,2127.0,3.0,2.0,1200.0,111.4836,3800.0,34.0857309954
1539,4436.0,0.0,0.0,72.31,3.067,0.0,0.012,0.764,36528348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.764,0.101,0.0,10.0,0.0,2.576,0.0,0.0,0.0,1.595,0.0,0.025,0.298,0.0,0.0,0.0,0.0,7.575,42.332035,-71.04654,1991,2127.0,1.0,1.0,650.0,60.38695,2400.0,39.7436863428
1540,4437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55146515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,1.0,133.8,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.333145,-71.04795,2221,2127.0,1.0,1.0,770.0,71.53531,2400.0,33.5498650946
1541,4438.0,0.0,0.0,24.93,5.143,0.0,0.185,2.899,24376646.0,0.0,0.0,0.0,0.0,0.0,0.0,6.301,10.0,0.0,6.0,1.0,120.8,2.899,2.394,0.0,5.0,0.0,7.495,0.0,0.0,0.0,3.554,0.0,0.246,0.0,0.0,0.0,0.0,1.0,15.43,42.33928,-71.04972,856,2127.0,4.0,2.0,1400.0,130.0642,4800.0,36.9048516041
1542,4439.0,1.783,0.0,66.22,1.271,0.0,8.961,0.239,25332093.0,0.0,0.0,0.0,0.0,1.008,0.0,0.0,9.0,0.0,8.0,1.0,0.0,0.239,0.031,0.005,5.0,0.0,0.262,0.0,0.003,0.0,0.908,0.0,0.197,0.001,0.0,5.05,0.0,0.0,0.091,42.33961,-71.04892,724,2127.0,3.0,1.0,1275.0,118.451325,3300.0,27.8595448384
1543,4440.0,0.0,0.033,73.57,2.528,0.0,0.002,0.044,39016769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,124.7,0.044,0.0,0.003,7.0,0.0,3.691,0.0,0.0,0.0,0.367,0.063,0.274,0.0,0.0,0.0,0.0,0.0,3.47,42.337185,-71.04898,1681,2127.0,1.0,1.0,600.0,55.7418,2200.0,39.467688521
1544,4441.0,0.0,0.012,60.23,6.681,0.0,0.332,1.252,45729854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,1.252,0.0,0.19,4.0,0.0,5.024,0.0,0.0,0.0,1.03,0.0,0.16,0.0,0.0,0.0,0.0,0.0,5.077,42.340057,-71.05142,789,2127.0,2.0,1.5,1000.0,92.903,3200.0,34.4445281638
1545,4442.0,0.0,0.063,36.87,7.424,0.0,2.586,0.572,32757103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,186.5,0.572,0.0,1.834,7.0,1.0,4.461,0.0,0.022,0.588,0.747,0.0,0.528,0.281,0.0,0.0,0.0,0.0,14.76,42.336315,-71.03807,2043,2127.0,1.0,1.0,750.0,69.67725,2250.0,32.2917451535
1546,4443.0,0.0,0.0,63.19,1.854,0.0,0.429,2.639,15196885.0,0.0,0.0,0.0,0.0,0.0,0.168,0.0,1.0,0.0,6.0,2.0,0.0,2.639,1.528,0.0,4.0,0.0,1.832,0.0,0.0,1.81,3.124,0.0,0.174,0.0,0.0,0.0,0.0,0.0,13.01,42.335278,-71.05363,2417,2127.0,3.0,2.0,1250.0,116.12875,3500.0,30.1389621433
1547,4444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25051963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.33692,-71.050575,1287,2127.0,2.0,1.0,781.0,72.557243,1900.0,26.1862209952
1548,4445.0,0.0,0.077,5.159,5.299,0.0,0.173,0.971,21008807.0,0.0,0.0,0.0,0.019,0.0,0.572,0.0,1.0,0.0,2.0,0.0,0.0,0.971,9.984,0.0,3.0,1.0,6.121,0.0,0.0,0.0,1.671,0.0,0.245,0.354,0.0,0.0,0.0,1.0,46.17,42.333984,-71.0252,443,2127.0,1.0,1.0,540.0,50.16762,2300.0,45.8463048476
1549,4446.0,0.0,0.028,51.78,1.808,0.0,0.078,3.405,38034736.0,0.0,0.0,0.0,0.024,0.0,0.001,5.204,4.0,0.0,8.0,0.0,0.0,3.405,0.56,0.714,6.0,1.0,0.302,0.0,0.0,0.313,4.386,0.0,0.721,0.066,0.0,0.0,0.0,0.0,21.54,42.331863,-71.041016,2632,2127.0,2.0,1.0,1000.0,92.903,2900.0,31.2153536484
1550,4447.0,0.0,0.0,24.93,5.143,0.0,0.185,2.899,24376646.0,0.0,0.0,0.0,0.0,0.0,0.0,6.301,10.0,0.0,6.0,1.0,120.8,2.899,2.394,0.0,5.0,0.0,7.495,0.0,0.0,0.0,3.554,0.0,0.246,0.0,0.0,0.0,0.0,1.0,15.43,42.3393,-71.04975,840,2127.0,2.0,2.0,900.0,83.6127,3200.0,38.2716979598
1551,4448.0,1.783,0.0,66.22,1.271,0.0,8.961,0.239,25332093.0,0.0,0.0,0.0,0.0,1.008,0.0,0.0,9.0,0.0,8.0,1.0,0.0,0.239,0.031,0.005,5.0,0.0,0.262,0.0,0.003,0.0,0.908,0.0,0.197,0.001,0.0,5.05,0.0,0.0,0.091,42.33961,-71.04892,723,2127.0,1.0,1.0,900.0,83.6127,2400.0,28.7037734698
1552,4449.0,1.783,0.0,66.22,1.271,0.0,8.961,0.239,25332093.0,0.0,0.0,0.0,0.0,1.008,0.0,0.0,9.0,0.0,8.0,1.0,0.0,0.239,0.031,0.005,5.0,0.0,0.262,0.0,0.003,0.0,0.908,0.0,0.197,0.001,0.0,5.05,0.0,0.0,0.091,42.339077,-71.0472,1424,2127.0,1.0,1.0,510.0,47.38053,2350.0,49.5984320986
1553,4450.0,0.0,0.0,24.93,5.143,0.0,0.185,2.899,24376646.0,0.0,0.0,0.0,0.0,0.0,0.0,6.301,10.0,0.0,6.0,1.0,120.8,2.899,2.394,0.0,5.0,0.0,7.495,0.0,0.0,0.0,3.554,0.0,0.246,0.0,0.0,0.0,0.0,1.0,15.43,42.33928,-71.04972,855,2127.0,2.0,1.5,1000.0,92.903,3000.0,32.2917451535
1554,4451.0,0.0,0.0,56.57,3.388,0.0,0.003,0.903,28106960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.903,0.0,0.0,8.0,0.0,8.597,0.0,0.0,0.332,0.07,0.0,0.05,0.0,0.0,0.0,0.0,2.0,9.142,42.3363,-71.0414,2010,2127.0,2.0,1.0,700.0,65.0321,2700.0,41.5179580546
1555,4452.0,0.0,0.033,73.57,2.528,0.0,0.002,0.044,39016769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,124.7,0.044,0.0,0.003,7.0,0.0,3.691,0.0,0.0,0.0,0.367,0.063,0.274,0.0,0.0,0.0,0.0,0.0,3.47,42.335815,-71.0487,181,2127.0,2.0,1.0,1100.0,102.1933,2800.0,27.3990564939
1556,4453.0,0.0,0.0,72.31,3.067,0.0,0.012,0.764,36528348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.764,0.101,0.0,10.0,0.0,2.576,0.0,0.0,0.0,1.595,0.0,0.025,0.298,0.0,0.0,0.0,0.0,7.575,42.332035,-71.04654,1990,2127.0,2.0,1.5,1100.0,102.1933,3000.0,29.3561319578
1557,4454.0,0.0,0.0,50.29,2.134,0.0,1.408,2.875,58274305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,11.0,0.0,8.0,1.0,0.0,2.875,0.394,0.0,9.0,0.0,1.675,0.0,0.163,0.0,0.671,0.015,0.167,0.679,0.021,0.0,0.0,0.0,18.53,42.332417,-71.04724,1765,2127.0,2.0,1.0,1200.0,111.4836,2800.0,25.1158017861
1558,4455.0,0.0,0.033,73.57,2.528,0.0,0.002,0.044,39016769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,124.7,0.044,0.0,0.003,7.0,0.0,3.691,0.0,0.0,0.0,0.367,0.063,0.274,0.0,0.0,0.0,0.0,0.0,3.47,42.33729,-71.04897,1656,2127.0,3.0,1.0,1200.0,111.4836,3650.0,32.740241614
1559,4458.0,0.0,0.0,63.19,1.854,0.0,0.429,2.639,15196885.0,0.0,0.0,0.0,0.0,0.0,0.168,0.0,1.0,0.0,6.0,2.0,0.0,2.639,1.528,0.0,4.0,0.0,1.832,0.0,0.0,1.81,3.124,0.0,0.174,0.0,0.0,0.0,0.0,0.0,13.01,42.335354,-71.05455,230,2127.0,2.0,1.0,1065.0,98.941695,2800.0,28.2994949702
1560,4460.0,0.0,0.001,65.85,3.513,0.0,0.261,0.145,13225718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,0.0,0.145,0.009,0.0,3.0,3.0,2.474,0.0,0.0,0.159,3.309,0.006,0.223,0.0,0.0,0.055,0.0,0.0,4.787,42.339905,-71.05645,1413,2127.0,2.0,1.0,725.0,67.354675,2300.0,34.1475925762
1561,4469.0,0.0,0.039,59.33,3.479,0.0,0.017,0.382,34628306.0,0.0,5.0,0.0,0.0,0.042,0.0,0.0,3.0,0.0,8.0,0.0,168.1,0.382,0.0,0.0,7.0,1.0,3.796,0.0,0.0,1.693,1.134,0.0,0.069,0.0,0.0,0.0,0.0,2.0,18.82,42.33338,-71.03698,11,2127.0,1.0,1.0,593.0,55.091479,2300.0,41.7487430316
1562,4470.0,0.0,0.0,50.29,2.134,0.0,1.408,2.875,58274305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,11.0,0.0,8.0,1.0,0.0,2.875,0.394,0.0,9.0,0.0,1.675,0.0,0.163,0.0,0.671,0.015,0.167,0.679,0.021,0.0,0.0,0.0,18.53,42.332024,-71.04846,2047,2127.0,2.0,1.0,791.0,73.486273,2700.0,36.7415558005
