,index,pixelPlant,pixelPole,pixelLake,pixelRoad,pixelGrass,pixelWall,pixelCar,propertiesAsses,pixelSea,numCraigslistHouse,pixelRiver,pixelBus,pixelCeiling,pixelPath,pixelBuilding,crime,pixelFence,walkSchool,walkMbta,energySiteEUI,pixelPerson,pixelTree,pixelVan,walkPark,walkUniversity,pixelSidewalk,pixelGround,pixelMountain,pixelPalmTree,pixelHouse,pixelBridge,pixelSign,pixelRailing,pixelField,pixelWindow,pixelGrandstand,numCraigslistRoom,pixelSky,Latitude,Longitude,Address,Zip,RoomType,Bathrooms,SQFT,SQM,Price,PricePerSQM
834,2272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75773994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.343933,-71.07922,970,2116.0,1.0,2.0,750.0,69.67725,2250.0,32.2917451535
835,2273.0,0.0,0.026,44.48,4.689,0.0,0.61,3.931,75319706.0,0.0,0.0,0.0,0.007,0.0,0.0,0.348,4.0,0.0,22.0,2.0,87.4,3.931,0.236,2.28,26.0,3.0,4.909,0.0,0.0,0.0,1.061,0.0,0.318,0.042,0.0,0.0,2.229,0.0,22.98,42.354954,-71.07543,485,2116.0,2.0,2.0,1150.0,106.83845,3850.0,36.0357156061
836,2274.0,0.0,0.248,29.06,1.764,0.0,0.011,11.96,78474878.0,0.0,0.0,0.0,0.0,0.0,0.717,0.467,11.0,0.0,23.0,2.0,36.0,11.96,1.103,0.0,21.0,9.0,1.112,0.0,0.0,0.0,2.153,0.0,0.047,0.0,0.0,0.0,0.0,1.0,48.73,42.344296,-71.076744,1772,2116.0,2.0,1.5,1200.0,111.4836,3400.0,30.4977593117
837,2276.0,0.0,0.185,35.5,8.259,0.0,0.366,2.781,70138007.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,8.0,0.0,34.0,2.0,0.0,2.781,0.553,0.0,26.0,25.0,2.633,0.0,0.0,0.007,5.984,0.0,0.268,0.0,0.0,0.0,0.0,1.0,30.68,42.344948,-71.07492,546,2116.0,2.0,1.0,860.0,79.89658,3500.0,43.8066310223
838,2277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81322181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,38.0,2.0,134.0,0.0,0.0,0.0,25.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.346375,-71.0725,2558,2116.0,1.0,1.0,535.0,49.703105,2700.0,54.3225619405
839,2278.0,0.0,0.01,55.52,6.846,0.0,0.826,2.229,193434994.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,30.0,0.0,14.0,2.0,250.0,2.229,0.0,0.001,11.0,2.0,5.225,0.0,0.0,0.002,3.603,0.0,0.259,0.0,0.0,0.0,0.0,0.0,16.14,42.348835,-71.08155,2434,2116.0,2.0,2.5,1590.0,147.71577,11000.0,74.4673368321
840,2282.0,0.0,0.026,44.48,4.689,0.0,0.61,3.931,75319706.0,0.0,0.0,0.0,0.007,0.0,0.0,0.348,4.0,0.0,22.0,2.0,87.4,3.931,0.236,2.28,26.0,3.0,4.909,0.0,0.0,0.0,1.061,0.0,0.318,0.042,0.0,0.0,2.229,0.0,22.98,42.354954,-71.07543,2731,2116.0,2.0,2.0,1500.0,139.3545,4500.0,32.2917451535
841,2284.0,0.0,0.01,55.52,6.846,0.0,0.826,2.229,193434994.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,30.0,0.0,14.0,2.0,250.0,2.229,0.0,0.001,11.0,2.0,5.225,0.0,0.0,0.002,3.603,0.0,0.259,0.0,0.0,0.0,0.0,0.0,16.14,42.35083,-71.08032,2731,2116.0,1.0,1.0,655.0,60.851465,2850.0,46.8353555662
842,2290.0,0.0,0.062,49.98,3.543,0.0,19.25,1.587,92594618.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,33.0,5.0,298.7,1.587,0.0,0.0,38.0,17.0,2.762,0.0,0.0,0.0,1.717,0.0,0.327,0.0,0.0,0.0,0.0,0.0,12.92,42.349434,-71.0677,2732,2116.0,2.0,1.0,700.0,65.0321,2700.0,41.5179580546
843,2294.0,0.0,0.248,29.06,1.764,0.0,0.011,11.96,78474878.0,0.0,0.0,0.0,0.0,0.0,0.717,0.467,11.0,0.0,23.0,2.0,36.0,11.96,1.103,0.0,21.0,9.0,1.112,0.0,0.0,0.0,2.153,0.0,0.047,0.0,0.0,0.0,0.0,1.0,48.73,42.34621,-71.0789,2731,2116.0,2.0,1.5,970.0,90.11591,4899.0,54.3633194183
844,2295.0,0.0,0.026,44.48,4.689,0.0,0.61,3.931,75319706.0,0.0,0.0,0.0,0.007,0.0,0.0,0.348,4.0,0.0,22.0,2.0,87.4,3.931,0.236,2.28,26.0,3.0,4.909,0.0,0.0,0.0,1.061,0.0,0.318,0.042,0.0,0.0,2.229,0.0,22.98,42.354954,-71.07543,2731,2116.0,2.0,2.0,1100.0,102.1933,3850.0,37.6737026791
845,2296.0,0.0,0.01,55.52,6.846,0.0,0.826,2.229,193434994.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,30.0,0.0,14.0,2.0,250.0,2.229,0.0,0.001,11.0,2.0,5.225,0.0,0.0,0.002,3.603,0.0,0.259,0.0,0.0,0.0,0.0,0.0,16.14,42.350155,-71.08138,2731,2116.0,1.0,1.0,550.0,51.09665,2200.0,43.0556602047
846,2302.0,0.0,0.098,59.8,2.838,0.0,0.082,9.183,100810351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,5.0,0.0,14.0,2.0,375.2,9.183,0.107,0.0,14.0,16.0,6.047,0.0,0.0,0.0,1.955,0.0,0.146,0.0,0.0,0.0,0.0,1.0,16.97,42.34507,-71.07949,623,2116.0,2.0,1.0,800.0,74.3224,3200.0,43.0556602047
847,2304.0,0.0,0.771,2.475,0.074,1.349,0.0,1.106,17565100.0,0.01,0.0,10.42,0.0,0.0,1.357,0.139,1.0,0.0,14.0,2.0,0.0,1.106,9.517,0.0,11.0,1.0,0.0,0.0,0.0,0.731,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,28.22,42.3533,-71.07939,1187,2116.0,2.0,1.0,854.0,79.339162,2850.0,35.9217305572
848,2306.0,2.827,0.0,19.12,1.879,0.0,47.04,0.0,45562831.0,0.595,0.0,0.0,0.0,0.877,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,22.0,3.0,0.297,0.0,0.158,0.0,0.0,0.138,1.851,2.03,0.0,0.0,0.0,0.0,2.348,42.353466,-71.07876,1180,2116.0,1.0,1.0,825.0,76.644975,2750.0,35.8797168373
849,2308.0,0.0,0.062,49.98,3.543,0.0,19.25,1.587,92594618.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,33.0,5.0,298.7,1.587,0.0,0.0,38.0,17.0,2.762,0.0,0.0,0.0,1.717,0.0,0.327,0.0,0.0,0.0,0.0,0.0,12.92,42.34926,-71.067154,411,2116.0,1.0,1.0,700.0,65.0321,2250.0,34.5982983788
850,2310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77012858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,42.352413,-71.08269,1496,2116.0,1.0,1.0,578.0,53.697934,3150.0,58.6614747599
851,2311.0,0.0,0.098,59.8,2.838,0.0,0.082,9.183,100810351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,5.0,0.0,14.0,2.0,375.2,9.183,0.107,0.0,14.0,16.0,6.047,0.0,0.0,0.0,1.955,0.0,0.146,0.0,0.0,0.0,0.0,1.0,16.97,42.345608,-71.079704,1635,2116.0,1.0,1.0,665.0,61.780495,2500.0,40.4658460571
852,2312.0,2.827,0.0,19.12,1.879,0.0,47.04,0.0,45562831.0,0.595,0.0,0.0,0.0,0.877,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,22.0,3.0,0.297,0.0,0.158,0.0,0.0,0.138,1.851,2.03,0.0,0.0,0.0,0.0,2.348,42.354603,-71.07688,779,2116.0,2.0,2.5,1396.0,129.692588,5500.0,42.4079747719
853,2313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85397806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.354225,-71.07275,2154,2116.0,1.0,1.0,775.0,71.999825,3100.0,43.0556602047
854,2314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77012858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,42.352413,-71.08269,1497,2116.0,1.0,1.0,578.0,53.697934,3150.0,58.6614747599
855,2329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85397806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.353256,-71.071846,2461,2116.0,1.0,1.0,750.0,69.67725,2600.0,37.3149055108
856,2331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77012858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,42.35239,-71.08277,1502,2116.0,1.0,1.0,525.0,48.774075,2500.0,51.256738339
857,2335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77012858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,42.352413,-71.08269,1495,2116.0,1.0,1.0,410.0,38.09023,2500.0,65.6336283609
858,2338.0,0.0,0.062,49.98,3.543,0.0,19.25,1.587,92594618.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,33.0,5.0,298.7,1.587,0.0,0.0,38.0,17.0,2.762,0.0,0.0,0.0,1.717,0.0,0.327,0.0,0.0,0.0,0.0,0.0,12.92,42.35049,-71.06624,2653,2116.0,1.0,1.0,550.0,51.09665,2250.0,44.0341979367
859,2339.0,0.0,0.062,49.98,3.543,0.0,19.25,1.587,92594618.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,33.0,5.0,298.7,1.587,0.0,0.0,38.0,17.0,2.762,0.0,0.0,0.0,1.717,0.0,0.327,0.0,0.0,0.0,0.0,0.0,12.92,42.35049,-71.06624,2652,2116.0,1.0,1.0,550.0,51.09665,2250.0,44.0341979367
860,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77012858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,42.35239,-71.08277,1501,2116.0,1.0,1.0,680.0,63.17404,2500.0,39.5732170999
861,2341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75773994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.343933,-71.07922,971,2116.0,1.0,1.0,700.0,65.0321,2150.0,33.0605962286
862,2342.0,0.0,0.062,49.98,3.543,0.0,19.25,1.587,92594618.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,33.0,5.0,298.7,1.587,0.0,0.0,38.0,17.0,2.762,0.0,0.0,0.0,1.717,0.0,0.327,0.0,0.0,0.0,0.0,0.0,12.92,42.35049,-71.06624,2654,2116.0,1.0,1.0,550.0,51.09665,2250.0,44.0341979367
863,2343.0,0.0,0.248,29.06,1.764,0.0,0.011,11.96,78474878.0,0.0,0.0,0.0,0.0,0.0,0.717,0.467,11.0,0.0,23.0,2.0,36.0,11.96,1.103,0.0,21.0,9.0,1.112,0.0,0.0,0.0,2.153,0.0,0.047,0.0,0.0,0.0,0.0,1.0,48.73,42.346172,-71.07674,1714,2116.0,3.0,2.0,1200.0,111.4836,4800.0,43.0556602047
864,2349.0,0.0,0.282,12.02,2.109,0.0,1.565,16.69,17949600.0,0.0,0.0,0.0,0.0,0.0,0.258,3.474,1.0,0.0,6.0,0.0,0.0,16.69,7.911,0.0,13.0,0.0,0.851,0.0,0.0,0.012,1.522,0.0,0.055,0.0,0.0,0.0,0.0,1.0,44.51,42.352882,-71.15861,481,2116.0,1.0,1.0,360.0,33.44508,2600.0,77.7393864808
865,2350.0,0.0,0.252,21.01,8.479,0.0,1.77,0.019,72490600.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,10.0,0.0,26.0,3.0,59.0,0.019,0.0,0.06,28.0,11.0,1.867,0.0,0.0,0.034,3.261,0.012,0.13,0.29,0.0,0.0,0.0,1.0,10.39,42.34842,-71.07005,2610,2116.0,2.0,1.0,680.0,63.17404,2800.0,44.3220031519
866,2351.0,0.0,0.252,21.01,8.479,0.0,1.77,0.019,72490600.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,10.0,0.0,26.0,3.0,59.0,0.019,0.0,0.06,28.0,11.0,1.867,0.0,0.0,0.034,3.261,0.012,0.13,0.29,0.0,0.0,0.0,1.0,10.39,42.34842,-71.07005,2609,2116.0,2.0,1.0,760.0,70.60628,2800.0,39.6565291359
867,2360.0,0.0,0.098,59.8,2.838,0.0,0.082,9.183,100810351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,5.0,0.0,14.0,2.0,375.2,9.183,0.107,0.0,14.0,16.0,6.047,0.0,0.0,0.0,1.955,0.0,0.146,0.0,0.0,0.0,0.0,1.0,16.97,42.34453,-71.08007,2731,2116.0,1.0,1.0,9999.0,928.937097,2100.0,2.26064822557
868,2363.0,0.0,0.771,2.475,0.074,1.349,0.0,1.106,17565100.0,0.01,0.0,10.42,0.0,0.0,1.357,0.139,1.0,0.0,14.0,2.0,0.0,1.106,9.517,0.0,11.0,1.0,0.0,0.0,0.0,0.731,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,28.22,42.3533,-71.07939,2731,2116.0,2.0,1.0,575.0,53.419225,3000.0,56.1595567888
869,2364.0,0.0,0.01,55.52,6.846,0.0,0.826,2.229,193434994.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,30.0,0.0,14.0,2.0,250.0,2.229,0.0,0.001,11.0,2.0,5.225,0.0,0.0,0.002,3.603,0.0,0.259,0.0,0.0,0.0,0.0,0.0,16.14,42.34956,-71.07988,2731,2116.0,2.0,2.0,1471.0,136.660313,6400.0,46.831445498
870,2367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77012858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,42.350967,-71.083336,2731,2116.0,1.0,1.0,608.0,56.485024,2000.0,35.4076152999
871,2385.0,0.0,0.01,55.52,6.846,0.0,0.826,2.229,193434994.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,30.0,0.0,14.0,2.0,250.0,2.229,0.0,0.001,11.0,2.0,5.225,0.0,0.0,0.002,3.603,0.0,0.259,0.0,0.0,0.0,0.0,0.0,16.14,42.350224,-71.08113,2731,2116.0,1.0,1.0,578.0,53.697934,2195.0,40.8768054279
872,2386.0,2.827,0.0,19.12,1.879,0.0,47.04,0.0,45562831.0,0.595,0.0,0.0,0.0,0.877,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,22.0,3.0,0.297,0.0,0.158,0.0,0.0,0.138,1.851,2.03,0.0,0.0,0.0,0.0,2.348,42.35411,-71.07857,2731,2116.0,1.0,1.0,460.0,42.73538,3200.0,74.8794090517
873,2389.0,0.0,0.771,2.475,0.074,1.349,0.0,1.106,17565100.0,0.01,0.0,10.42,0.0,0.0,1.357,0.139,1.0,0.0,14.0,2.0,0.0,1.106,9.517,0.0,11.0,1.0,0.0,0.0,0.0,0.731,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,28.22,42.353264,-71.07952,2731,2116.0,2.0,1.0,477.0,44.314731,3000.0,67.6975789383
874,2394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75773994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.343933,-71.07922,2809,2116.0,1.0,2.0,700.0,65.0321,2450.0,37.6737026791
875,2396.0,0.0,0.01,55.52,6.846,0.0,0.826,2.229,193434994.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,30.0,0.0,14.0,2.0,250.0,2.229,0.0,0.001,11.0,2.0,5.225,0.0,0.0,0.002,3.603,0.0,0.259,0.0,0.0,0.0,0.0,0.0,16.14,42.350613,-71.079704,2731,2116.0,1.0,1.0,700.0,65.0321,3550.0,54.588426331
876,2401.0,0.0,0.185,35.5,8.259,0.0,0.366,2.781,70138007.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,8.0,0.0,34.0,2.0,0.0,2.781,0.553,0.0,26.0,25.0,2.633,0.0,0.0,0.007,5.984,0.0,0.268,0.0,0.0,0.0,0.0,1.0,30.68,42.345535,-71.07484,2809,2116.0,1.0,1.0,900.0,83.6127,2750.0,32.8897404342
877,2403.0,0.0,0.062,49.98,3.543,0.0,19.25,1.587,92594618.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,33.0,5.0,298.7,1.587,0.0,0.0,38.0,17.0,2.762,0.0,0.0,0.0,1.717,0.0,0.327,0.0,0.0,0.0,0.0,0.0,12.92,42.35049,-71.06624,2760,2116.0,1.0,1.0,600.0,55.7418,2250.0,40.3646814419
878,2410.0,0.0,0.177,61.21,2.199,0.0,1.066,1.62,115954000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,21.0,2.0,73.2,1.62,0.001,0.179,27.0,3.0,6.874,0.0,0.0,0.008,2.622,0.0,0.051,0.0,0.0,0.0,0.0,0.0,18.76,42.35256,-71.07396,1962,2116.0,2.0,2.0,1200.0,111.4836,4300.0,38.5706956001
879,2411.0,0.0,0.093,79.06,1.357,0.0,11.78,0.001,125088600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,19.0,1.0,220.1,0.001,0.0,0.0,25.0,3.0,0.259,0.0,0.0,0.0,1.075,0.0,0.04,0.0,0.0,0.32,0.0,0.0,0.942,42.352665,-71.07705,294,2116.0,3.0,2.5,1884.0,175.029252,7500.0,42.8499802993
880,2412.0,0.0,0.026,44.48,4.689,0.0,0.61,3.931,75319706.0,0.0,0.0,0.0,0.007,0.0,0.0,0.348,4.0,0.0,22.0,2.0,87.4,3.931,0.236,2.28,26.0,3.0,4.909,0.0,0.0,0.0,1.061,0.0,0.318,0.042,0.0,0.0,2.229,0.0,22.98,42.354786,-71.07606,641,2116.0,1.0,1.0,1020.0,94.76106,5500.0,58.0407184132
881,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96854924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,1.0,154.3,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.352287,-71.07992,787,2116.0,1.0,1.0,610.0,56.67083,2300.0,40.5852534717
882,2415.0,0.0,0.01,55.52,6.846,0.0,0.826,2.229,193434994.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,30.0,0.0,14.0,2.0,250.0,2.229,0.0,0.001,11.0,2.0,5.225,0.0,0.0,0.002,3.603,0.0,0.259,0.0,0.0,0.0,0.0,0.0,16.14,42.34876,-71.0818,2433,2116.0,2.0,2.5,2435.0,226.218805,25000.0,110.512474858
883,2416.0,3.424,0.0,19.97,0.0,0.0,33.88,0.963,154526464.0,0.0,0.0,0.0,0.0,3.526,0.0,0.0,45.0,0.0,33.0,8.0,371.1,0.963,0.0,0.0,47.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.592,0.065,0.0,4.305,0.0,1.0,0.0,42.350937,-71.06556,277,2116.0,1.0,1.5,1030.0,95.69009,4700.0,49.1168939229
884,2417.0,0.0,0.01,55.52,6.846,0.0,0.826,2.229,193434994.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,30.0,0.0,14.0,2.0,250.0,2.229,0.0,0.001,11.0,2.0,5.225,0.0,0.0,0.002,3.603,0.0,0.259,0.0,0.0,0.0,0.0,0.0,16.14,42.350403,-71.08046,945,2116.0,2.0,2.0,1292.0,120.030676,5600.0,46.6547401599
885,2418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81322181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,38.0,2.0,134.0,0.0,0.0,0.0,25.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.34564,-71.07165,1520,2116.0,3.0,2.5,2000.0,185.806,6500.0,34.9827239163
886,2419.0,0.0,0.248,29.06,1.764,0.0,0.011,11.96,78474878.0,0.0,0.0,0.0,0.0,0.0,0.717,0.467,11.0,0.0,23.0,2.0,36.0,11.96,1.103,0.0,21.0,9.0,1.112,0.0,0.0,0.0,2.153,0.0,0.047,0.0,0.0,0.0,0.0,1.0,48.73,42.344902,-71.078545,1561,2116.0,2.0,1.5,1500.0,139.3545,4000.0,28.7037734698
887,2420.0,2.827,0.0,19.12,1.879,0.0,47.04,0.0,45562831.0,0.595,0.0,0.0,0.0,0.877,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,22.0,3.0,0.297,0.0,0.158,0.0,0.0,0.138,1.851,2.03,0.0,0.0,0.0,0.0,2.348,42.353424,-71.07753,318,2116.0,1.0,2.0,900.0,83.6127,2950.0,35.2817215567
888,2421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96854924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,1.0,154.3,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.350983,-71.079765,790,2116.0,2.0,1.0,900.0,83.6127,3000.0,35.8797168373
889,2423.0,0.0,0.252,21.01,8.479,0.0,1.77,0.019,72490600.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,10.0,0.0,26.0,3.0,59.0,0.019,0.0,0.06,28.0,11.0,1.867,0.0,0.0,0.034,3.261,0.012,0.13,0.29,0.0,0.0,0.0,1.0,10.39,42.34686,-71.07071,2386,2116.0,2.0,2.0,1200.0,111.4836,3500.0,31.3947522326
890,2425.0,2.827,0.0,19.12,1.879,0.0,47.04,0.0,45562831.0,0.595,0.0,0.0,0.0,0.877,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,22.0,3.0,0.297,0.0,0.158,0.0,0.0,0.138,1.851,2.03,0.0,0.0,0.0,0.0,2.348,42.35367,-71.07801,1077,2116.0,1.0,1.0,800.0,74.3224,2850.0,38.3464473698
891,2427.0,0.0,0.093,79.06,1.357,0.0,11.78,0.001,125088600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,19.0,1.0,220.1,0.001,0.0,0.0,25.0,3.0,0.259,0.0,0.0,0.0,1.075,0.0,0.04,0.0,0.0,0.32,0.0,0.0,0.942,42.351284,-71.07865,645,2116.0,3.0,2.0,186.0,17.279958,4500.0,260.417299625
892,2431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96854924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,1.0,154.3,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.35302,-71.08042,1281,2116.0,2.0,2.0,1465.0,136.102895,6000.0,44.084293725
893,2433.0,2.285,0.0,3.972,0.138,4.823,26.92,0.0,50120200.0,1.118,0.0,0.006,0.0,15.86,0.0,0.0,7.0,0.0,17.0,2.0,134.5,0.0,0.0,0.0,27.0,3.0,0.0,0.0,0.49,0.0,0.0,0.522,0.016,0.1,0.0,0.0,0.0,0.0,0.0,42.34639,-71.07861,628,2116.0,1.0,1.0,800.0,74.3224,3400.0,45.7466389675
894,2435.0,0.0,0.093,79.06,1.357,0.0,11.78,0.001,125088600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,19.0,1.0,220.1,0.001,0.0,0.0,25.0,3.0,0.259,0.0,0.0,0.0,1.075,0.0,0.04,0.0,0.0,0.32,0.0,0.0,0.942,42.35264,-71.07714,306,2116.0,3.0,2.5,1884.0,175.029252,7500.0,42.8499802993
895,2436.0,0.0,0.093,79.06,1.357,0.0,11.78,0.001,125088600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,19.0,1.0,220.1,0.001,0.0,0.0,25.0,3.0,0.259,0.0,0.0,0.0,1.075,0.0,0.04,0.0,0.0,0.32,0.0,0.0,0.942,42.352665,-71.07705,295,2116.0,3.0,2.5,1884.0,175.029252,7500.0,42.8499802993
896,2438.0,0.0,0.093,79.06,1.357,0.0,11.78,0.001,125088600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,19.0,1.0,220.1,0.001,0.0,0.0,25.0,3.0,0.259,0.0,0.0,0.0,1.075,0.0,0.04,0.0,0.0,0.32,0.0,0.0,0.942,42.35261,-71.07724,315,2116.0,3.0,1.5,1884.0,175.029252,7500.0,42.8499802993
897,2439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85397806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.354836,-71.07372,396,2116.0,1.0,1.0,509.0,47.287627,2700.0,57.0973882872
898,2442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81322181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,38.0,2.0,134.0,0.0,0.0,0.0,25.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.34617,-71.07328,189,2116.0,1.0,1.0,365.0,33.909595,3550.0,104.69013269
