,building,walkMbta,numCraigslistHouse,walkUniversity,house,numCraigslistRoom,sky,lake,crime,person,walkSchool,car,walkPark,grass,sidewalk,road
619,0,3,0,36,0.626,0,22.75,47.98,3,0.152,39,0.152,23,0,16.58,4.042
620,0,0,0,0,0,0,0,0,1,0,10,0,48,0,0,0
621,0,0,0,4,0,1,0,0.183,4,0,9,0,14,0,0,0
622,0,1,0,0,3.597,0,10.78,41.95,3,1.177,8,1.177,11,0,4.03,7.542
623,3.247,0,0,0,1.864,0,46.53,12.48,0,2.555,5,2.555,8,0,0.974,3.14
624,0,2,0,1,0,0,0,0,0,0,6,0,11,0,0,0
625,0,0,0,0,0,0,0,0,4,0,8,0,15,0,0,0
626,0.139,2,0,1,0,0,28.22,2.475,1,1.106,14,1.106,11,1.349,0,0.074
627,0,0,0,0,0,0,0,0,1,0,2,0,17,0,0,0
628,0,0,0,0,0,0,0,0,1,0,3,0,12,0,0,0
629,0,3,0,0,0,11,0,0,3,0,11,0,12,0,0,0
630,5.281,1,0,0,2.774,0,16.68,32.83,2,4.447,4,4.447,6,0,3.358,4.054
631,0,11,0,22,1.331,0,0,89.47,30,0,32,0,46,0,1.04,3.715
632,0,0,0,0,0,0,0,0.183,0,0,3,0,5,0,0,0
633,3.141,2,0,2,1.167,0,19.53,40.6,0,9.659,9,9.659,6,0,1.413,1.57
634,3.247,0,0,0,1.864,0,46.53,12.48,0,2.555,5,2.555,8,0,0.974,3.14
635,0,2,0,1,0,0,0,0,0,0,6,0,11,0,0,0
636,0,0,0,0,0,0,0,0,4,0,8,0,15,0,0,0
637,0,0,0,4,1.648,0,21.34,29.69,2,4.437,16,4.437,6,0,6.726,4.235
638,0.139,2,0,1,0,0,28.22,2.475,1,1.106,14,1.106,11,1.349,0,0.074
639,0,0,0,0,0,0,0,0,1,0,2,0,17,0,0,0
640,0,0,0,0,0,0,0,0,1,0,3,0,12,0,0,0
641,0,3,0,0,0,11,0,0,3,0,11,0,12,0,0,0
642,0,3,0,36,0.626,0,22.75,47.98,3,0.152,39,0.152,23,0,16.58,4.042
643,0,1,0,0,3.597,0,10.78,41.95,3,1.177,8,1.177,11,0,4.03,7.542
644,3.141,2,0,2,1.167,0,19.53,40.6,0,9.659,9,9.659,6,0,1.413,1.57
645,0.167,0,0,0,1.698,0,57.23,13.33,0,8.027,3,8.027,12,0,1.942,2.205
646,0,3,0,81,4.245,0,12.06,48.58,6,0.979,31,0.979,17,0,5.979,10.96
647,0,0,0,4,1.648,0,21.34,29.69,2,4.437,16,4.437,6,0,6.726,4.235
648,0,0,0,0,0.477,0,0.704,15.24,0,0.44,5,0.44,10,0,0,0.086
649,0.139,2,0,1,0,0,28.22,2.475,1,1.106,14,1.106,11,1.349,0,0.074
650,0,3,0,0,0,11,0,0,3,0,11,0,12,0,0,0
651,0,0,0,0,0,0,0,0,1,0,10,0,48,0,0,0
652,1.116,1,0,0,2.011,0,3.314,62.09,6,3.715,7,3.715,15,0,1.263,3.816
653,3.141,2,0,2,1.167,0,19.53,40.6,0,9.659,9,9.659,6,0,1.413,1.57
654,3.247,0,0,0,1.864,0,46.53,12.48,0,2.555,5,2.555,8,0,0.974,3.14
655,0.167,0,0,0,1.698,0,57.23,13.33,0,8.027,3,8.027,12,0,1.942,2.205
656,0,3,0,81,4.245,0,12.06,48.58,6,0.979,31,0.979,17,0,5.979,10.96
657,0,0,0,4,1.648,0,21.34,29.69,2,4.437,16,4.437,6,0,6.726,4.235
658,0,0,0,4,1.648,0,21.34,29.69,2,4.437,16,4.437,6,0,6.726,4.235
659,0.139,2,0,1,0,0,28.22,2.475,1,1.106,14,1.106,11,1.349,0,0.074
660,0,0,0,0,0,0,0,0,1,0,3,0,12,0,0,0
661,0,3,0,0,0,11,0,0,3,0,11,0,12,0,0,0
662,5.281,1,0,0,2.774,0,16.68,32.83,2,4.447,4,4.447,6,0,3.358,4.054
663,2.904,3,0,1,3.806,0,15.87,43.54,2,2.297,9,2.297,14,0,5.507,5.434
664,0,1,0,0,3.597,0,10.78,41.95,3,1.177,8,1.177,11,0,4.03,7.542
665,3.247,0,0,0,1.864,0,46.53,12.48,0,2.555,5,2.555,8,0,0.974,3.14
666,0,2,0,1,0,0,0,0,0,0,6,0,11,0,0,0
667,0.167,0,0,0,1.698,0,57.23,13.33,0,8.027,3,8.027,12,0,1.942,2.205
668,0.356,0,0,0,0.858,0,9.759,51.39,7,6.958,7,6.958,4,0,3.291,2.535
669,0,0,0,0,0,0,0,0,1,0,2,0,17,0,0,0
670,0,3,0,0,0,11,0,0,3,0,11,0,12,0,0,0
671,0,0,0,0,0,0,0,0,1,0,10,0,48,0,0,0
672,0,0,0,4,0,1,0,0.183,4,0,9,0,14,0,0,0
673,0,1,0,0,3.597,0,10.78,41.95,3,1.177,8,1.177,11,0,4.03,7.542
674,3.141,2,0,2,1.167,0,19.53,40.6,0,9.659,9,9.659,6,0,1.413,1.57
675,0,2,0,1,0,0,0,0,0,0,6,0,11,0,0,0
676,0,3,0,81,4.245,0,12.06,48.58,6,0.979,31,0.979,17,0,5.979,10.96
677,0,0,0,0,0,0,0,0,4,0,8,0,15,0,0,0
678,0,0,0,4,1.648,0,21.34,29.69,2,4.437,16,4.437,6,0,6.726,4.235
679,0,0,0,0,0.477,0,0.704,15.24,0,0.44,5,0.44,10,0,0,0.086
680,0.139,2,0,1,0,0,28.22,2.475,1,1.106,14,1.106,11,1.349,0,0.074
681,0,0,0,0,0,0,0,0,1,0,3,0,12,0,0,0
682,0,0,0,0,0,0,0,0,1,0,10,0,48,0,0,0
683,0,11,0,22,1.331,0,0,89.47,30,0,32,0,46,0,1.04,3.715
684,1.116,1,0,0,2.011,0,3.314,62.09,6,3.715,7,3.715,15,0,1.263,3.816
685,0,1,1,0,1.886,0,3.031,55.92,1,0.175,6,0.175,15,0,1.21,8.555
686,0,0,0,4,0,1,0,0.183,4,0,9,0,14,0,0,0
687,0,1,0,0,3.597,0,10.78,41.95,3,1.177,8,1.177,11,0,4.03,7.542
688,0,3,0,81,4.245,0,12.06,48.58,6,0.979,31,0.979,17,0,5.979,10.96
689,0,3,0,0,0,11,0,0,3,0,11,0,12,0,0,0
690,0,3,0,36,0.626,0,22.75,47.98,3,0.152,39,0.152,23,0,16.58,4.042
691,0,11,0,22,1.331,0,0,89.47,30,0,32,0,46,0,1.04,3.715
692,1.116,1,0,0,2.011,0,3.314,62.09,6,3.715,7,3.715,15,0,1.263,3.816
693,0,1,1,0,1.886,0,3.031,55.92,1,0.175,6,0.175,15,0,1.21,8.555
694,0,0,0,4,0,0,0,0,2,0,11,0,12,0,0,0
695,3.247,0,0,0,1.864,0,46.53,12.48,0,2.555,5,2.555,8,0,0.974,3.14
696,0,2,0,1,0,0,0,0,0,0,6,0,11,0,0,0
697,0,3,0,81,4.245,0,12.06,48.58,6,0.979,31,0.979,17,0,5.979,10.96
698,0,0,0,0,0,0,0,0,1,0,2,0,17,0,0,0
699,0,0,0,0,0,0,0,0,1,0,3,0,12,0,0,0
700,0,3,0,36,0.626,0,22.75,47.98,3,0.152,39,0.152,23,0,16.58,4.042
701,1.116,1,0,0,2.011,0,3.314,62.09,6,3.715,7,3.715,15,0,1.263,3.816
702,0,1,1,0,1.886,0,3.031,55.92,1,0.175,6,0.175,15,0,1.21,8.555
703,0,0,0,4,0,0,0,0,2,0,11,0,12,0,0,0
704,2.904,3,0,1,3.806,0,15.87,43.54,2,2.297,9,2.297,14,0,5.507,5.434
705,0,1,0,0,3.597,0,10.78,41.95,3,1.177,8,1.177,11,0,4.03,7.542
706,3.141,2,0,2,1.167,0,19.53,40.6,0,9.659,9,9.659,6,0,1.413,1.57
707,3.247,0,0,0,1.864,0,46.53,12.48,0,2.555,5,2.555,8,0,0.974,3.14
708,0,2,0,1,0,0,0,0,0,0,6,0,11,0,0,0
709,0.167,0,0,0,1.698,0,57.23,13.33,0,8.027,3,8.027,12,0,1.942,2.205
710,0,0,0,0,0,0,0,0,4,0,8,0,15,0,0,0
711,0,0,0,0,0.477,0,0.704,15.24,0,0.44,5,0.44,10,0,0,0.086
712,0,0,0,0,0,0,0,0,1,0,2,0,17,0,0,0
713,0,0,0,0,0,0,0,0,1,0,3,0,12,0,0,0
714,0,0,0,0,0,0,0,0,1,0,10,0,48,0,0,0
715,0,1,1,0,1.886,0,3.031,55.92,1,0.175,6,0.175,15,0,1.21,8.555
716,0,0,0,4,0,0,0,0,2,0,11,0,12,0,0,0
717,2.904,3,0,1,3.806,0,15.87,43.54,2,2.297,9,2.297,14,0,5.507,5.434
718,3.247,0,0,0,1.864,0,46.53,12.48,0,2.555,5,2.555,8,0,0.974,3.14
719,0,2,0,1,0,0,0,0,0,0,6,0,11,0,0,0
720,0,3,0,81,4.245,0,12.06,48.58,6,0.979,31,0.979,17,0,5.979,10.96
721,0,0,0,0,0,0,0,0,4,0,8,0,15,0,0,0
722,0,0,0,0,0,0,0,0,1,0,3,0,12,0,0,0
723,0,3,0,36,0.626,0,22.75,47.98,3,0.152,39,0.152,23,0,16.58,4.042
724,0,0,0,0,0,0,0,0,1,0,10,0,48,0,0,0
725,0,11,0,22,1.331,0,0,89.47,30,0,32,0,46,0,1.04,3.715
726,0,1,1,0,1.886,0,3.031,55.92,1,0.175,6,0.175,15,0,1.21,8.555
