	Latitude	Longitude	Address	Zip	Price	RoomType	Bathrooms	SQFT	Date
4109	42.33534	-71.04184	555 E Broadway Boston 02127	2127	2000.0	1	1.0		30/11/2016
4110	42.331738	-71.05533	37 Middle St #3 Boston 02127	2127	2300.0	1	1.0	560	30/11/2016
4111	42.33171	-71.048454	65 Gates St #3 Boston 02127	2127	2600.0	2	1.0	673	30/11/2016
4112	42.33006	-71.03358	1728 Columbia Rd #1 Boston 02127	2127	2900.0	3	1.0	1200	30/11/2016
4113	42.33177	-71.04883	46 Mercer St #2 Boston 02127	2127	2400.0	2	1.0	686	30/11/2016
4114	42.330887	-71.04118	202 H St #22NB Boston 02127	2127	2700.0	3	1.0		30/11/2016
4115	42.33174	-71.05528	33 Middle St Boston 02127	2127	4400.0	3	2.0		30/11/2016
4116	42.33629	-71.054276	95 W 7th St #3 Boston 02127	2127	3300.0	2	2.5		30/11/2016
4117	42.337902	-71.03764	141 K St #3 Boston 02127	2127	1450.0	1	1.0	400	30/11/2016
4118	42.33629	-71.054276	95 W 7th St #4 Boston 02127	2127	3800.0	3	2.5	1850	30/11/2016
4119	42.342697	-71.05659	26 W Broadway Boston 02127	2127	3700.0	2	2.0	1180	30/11/2016
4120	42.33678	-71.028244	788 E 3rd St #1 Boston 02127	2127	3300.0	3	1.0		30/11/2016
4121	42.335327	-71.0446	487 E Broadway Boston 02127	2127	1500.0	1	1.0		30/11/2016
4122	42.330036	-71.03806	1502 Columbia Rd #1 Boston 02127	2127	3400.0	2	1.5	1500	30/11/2016
4123	42.335793	-71.04118	574 E Broadway #2 Boston 02127	2127	2600.0	2	1.0	750	30/11/2016
4124	42.330616	-71.05566	55 Woodward St #1 Boston 02127	2127	2300.0	1	1.0	700	30/11/2016
4125	42.33171	-71.048454	65 Gates St Boston 02127	2127	2600.0	2	1.0	673	30/11/2016
4126	42.335014	-71.02822	880 E 4th St #46 Boston 02127	2127	1750.0	1	1.0	750	30/11/2016
4127	42.33294	-71.030754	741 E 6th St #8 Boston 02127	2127	1700.0	1	1.0	650	30/11/2016
4128	42.33198	-71.041626	167 H St #2 Boston 02127	2127	1500.0	1	1.0		30/11/2016
4129	42.34092	-71.05282	140 Athens St #1C Boston 02127	2127	1975.0	1	1.0		30/11/2016
4130	42.332035	-71.04161	169 H St Boston 02127	2127	1500.0	1	1.0		30/11/2016
4131	42.32913	-71.05552	12 Mohawk St #7 Boston 02127	2127	3200.0	2	2.0	1300	30/11/2016
4132	42.33729	-71.04897	389 W Broadway #2R Boston 02127	2127	3750.0	3	1.0		30/11/2016
4133	42.33225	-71.04436	69 Thomas Park #2 Boston 02127	2127	2600.0	2	1.0	1488	30/11/2016
4134	42.337868	-71.042755	455 E 1st St #304A Boston 02127	2127	3968.0	2	2.0		30/11/2016
4135	42.33729	-71.04897	389 W Broadway #A Boston 02127	2127	3750.0	3	1.0		30/11/2016
4136	42.337868	-71.042755	455 E 1st St #305A Boston 02127	2127	2235.0		1.0		30/11/2016
4137	42.341522	-71.05665	150 Dorchester Ave #202 Boston 02127	2127	2800.0	1	1.0	998	30/11/2016
4138	42.337868	-71.042755	455 E 1st St #302A Boston 02127	2127	3859.0	1	1.0		30/11/2016
4139	42.337868	-71.042755	455 E 1st St #3C Boston 02127	2127	2745.0	1	1.0		30/11/2016
4140	42.337868	-71.042755	455 E 1st St #303A Boston 02127	2127	2745.0	1	1.0		30/11/2016
4141	42.339607	-71.04873	273 W 2nd St #8Y Boston 02127	2127	3000.0	2	2.0		30/11/2016
4142	42.33678	-71.028244	788 E 3rd St #2 Boston 02127	2127	2995.0	3	1.5	900	30/11/2016
4143	42.337868	-71.042755	455 E 1st St #300A Boston 02127	2127	5580.0	2	2.0		30/11/2016
4144	42.337868	-71.042755	455 E 1st St #3E Boston 02127	2127	2235.0		1.0	596	30/11/2016
4145	42.337868	-71.042755	455 E 1st St #3D Boston 02127	2127	3968.0	2	2.0		30/11/2016
4146	42.32913	-71.05552	12 Mohawk St Boston 02127	2127	3000.0	2	2.0		30/11/2016
4147	42.340786	-71.05053	217 W 2nd St #2A Boston 02127	2127	3250.0	2	1.0	1000	30/11/2016
4148	42.342278	-71.051834	154 W 2nd St #200A Boston 02127	2127	3700.0	2	2.0		30/11/2016
4149	42.342278	-71.051834	154 2nd St #1039 Boston 02127	2127	2900.0	1	1.0	863	30/11/2016
4150	42.342278	-71.051834	154 W 2nd St #2049 Boston 02127	2127	2900.0	1	1.0	863	30/11/2016
4151	42.33594	-71.03727	218 K St #1 Boston 02127	2127	2200.0	2	1.0	1000	30/11/2016
4152	42.342278	-71.051834	154 W 2nd St #212 Boston 02127	2127	3025.0	1	1.0	945	30/11/2016
4153	42.342278	-71.051834	154 W 2nd St Boston 02127	2127	2950.0	1	1.0		30/11/2016
4154	42.335934	-71.039764	60 I St #3 Boston 02127	2127	2900.0	2	2.0	1066	30/11/2016
4155	42.34234	-71.05788	9 W Broadway #525 South Boston 02127	2127	3200.0	2	2.0	1100	30/11/2016
4156	42.333645	-71.05344	2 Cottage St South Boston 02127	2127	2300.0	1	1.0	644	30/11/2016
4157	42.330833	-71.041176	204 H St #2 Boston 02127	2127	2800.0	3	1.0		30/11/2016
4158	42.333237	-71.03663	596 E 6th St #3 TOP FLOOR Boston 02127	2127	1550.0	1	1.0	650	30/11/2016
4159	42.337837	-71.05176	217 D St #1 Boston 02127	2127	2208.0	1	1.0		30/11/2016
4160	42.342278	-71.051834	154 W 2nd St #4069 Boston 02127	2127	2995.0	1	1.0	966	30/11/2016
4161	42.335014	-71.02822	880 E 4th St Boston 02127	2127	1750.0	1	1.0		30/11/2016
4162	42.332874	-71.0439	88 G St #2 Boston 02127	2127	2900.0	2	2.5	1200	30/11/2016
4163	42.340214	-71.04882	339 D St #15 South Boston 02127	2127	3150.0	2	2.0		30/11/2016
4164	42.340626	-71.0493	320 D St #448 Boston 02127	2127	2700.0	1	1.0		30/11/2016
4165	42.335773	-71.05261	122 W 7th St South Boston 02127	2127	2800.0	2	2.0		30/11/2016
4166	42.332066	-71.03459	641 E 7th St #2 Boston 02127	2127	2750.0	2	2.0	963	30/11/2016
4167	42.330887	-71.04118	202 H St Boston 02127	2127	2750.0	3	1.0	700	30/11/2016
4168	42.332012	-71.032616	172 M St #1 Boston 02127	2127	2800.0	2	1.0		30/11/2016
4169	42.336517	-71.051186	272 E St Boston 02127	2127	2600.0	2	1.0		30/11/2016
4170	42.3326	-71.03075	740 E 7th St Boston 02127	2127	1650.0	1	1.0		30/11/2016
4171	42.342278	-71.051834	154 W 2nd St #406 Boston 02127	2127	2995.0	1	1.0	966	30/11/2016
4172	42.33587	-71.03596	736 E Broadway #2A South Boston 02127	2127	2700.0	3	1.0		30/11/2016
4173	42.33729	-71.04897	South Boston Boston 02127	2127	3750.0	3	1.0		30/11/2016
4174	42.33717	-71.04859	South Boston Boston 02127	2127	1700.0	1	1.0		30/11/2016
4175	42.332737	-71.039696	South Boston Boston 02127	2127	2250.0	1	1.0	550	30/11/2016
4176	42.34092	-71.05282	South Boston Boston 02127	2127	1975.0	1	1.0		30/11/2016
4177	42.340626	-71.0493	South Boston Boston 02127	2127	2475.0		1.0		30/11/2016
4178	42.33729	-71.04897	South Boston Boston 02127	2127	3750.0	3	1.0		30/11/2016
4179	42.340626	-71.0493	South Boston Boston 02127	2127	2820.0	1	1.0		30/11/2016
4180	42.334175	-71.0517	South Boston Boston 02127	2127	2800.0	2	1.0		30/11/2016
4181	42.337257	-71.03023	South Boston Boston 02127	2127	2000.0	1	1.0	2770	30/11/2016
4182	42.340214	-71.04882	South Boston Boston 02127	2127	3150.0	2	1.0		30/11/2016
4183	42.33629	-71.054276	South Boston Boston 02127	2127	3300.0	2	2.5	1850	30/11/2016
4184	42.334175	-71.0517	South Boston Boston 02127	2127	2800.0	2	1.0		30/11/2016
4185	42.33253	-71.0317	South Boston Boston 02127	2127	3000.0	3	1.0	1500	30/11/2016
4186	42.332455	-71.0477	South Boston Boston 02127	2127	900.0	3	1.0		30/11/2016
4187	42.332542	-71.03347	South Boston Boston 02127	2127	2700.0	2	1.0		30/11/2016
4188	42.33174	-71.05528	South Boston Boston 02127	2127	4400.0	3	2.5	1850	30/11/2016
4189	42.332893	-71.041306	South Boston Boston 02127	2127	2600.0	2	1.0	800	30/11/2016
4190	42.337353	-71.05123	South Boston Boston 02127	2127	2700.0	2	1.0		30/11/2016
4191	42.335327	-71.04462	South Boston Boston 02127	2127	1500.0	1	1.0		30/11/2016
4192	42.335262	-71.03523	South Boston Boston 02127	2127	2150.0	1	1.0	1003	30/11/2016
4193	42.336487	-71.04455	South Boston South Boston 02127	2127	2800.0	2	1.0	775	30/11/2016
4194	42.340626	-71.0493	South Boston Boston 02127	2127	2600.0		1.0		30/11/2016
4195	42.340786	-71.05053	South Boston Boston 02127	2127	3250.0	2	1.0	1000	30/11/2016
4196	42.32999	-71.03706	South Boston Boston 02127	2127	2600.0	2	1.0		30/11/2016
4197	42.336796	-71.027534	South Boston South Boston 02127	2127	3000.0	2	2.0		30/11/2016
4198	42.340786	-71.05053	South Boston Boston 02127	2127	2950.0	2	1.0	900	30/11/2016
4199	42.332542	-71.03347	South Boston Boston 02127	2127	2700.0	2	1.0	1000	30/11/2016
4200	42.342278	-71.051834	South Boston Boston 02127	2127	3650.0	2	2.0	1209	30/11/2016
4201	42.337868	-71.042755	South Boston Boston 02127	2127	2235.0		1.0	596	30/11/2016
4202	42.33729	-71.04897	South Boston Boston 02127	2127	3750.0	3	1.0		30/11/2016
4203	42.33729	-71.04897	South Boston Boston 02127	2127	3750.0	3	1.0		30/11/2016
4204	42.3381	-71.02957	South Boston Boston 02127	2127	3600.0	3	1.0	1250	30/11/2016
4205	42.330616	-71.05566	South Boston Boston 02127	2127	2200.0	1	1.0	655	30/11/2016
4206	42.332165	-71.034775	South Boston Boston 02127	2127	2800.0	2	2.0		30/11/2016
4207	42.335022	-71.034424	748 E 4th St #B Boston 02127	2127	1500.0	1	1.0		30/11/2016
4208	42.32919	-71.0567	602 Dorchester Ave #1 Boston 02127	2127	2200.0	2	1.0	800	30/11/2016
4209	42.334675	-71.04583	South Boston Boston 02127	2127	3200.0	2	2.5	1307	30/11/2016
4210	42.34092	-71.05282	South Boston Boston 02127	2127	1975.0	1	1.0		30/11/2016
4211	42.339638	-71.0496	South Boston Boston 02127	2127	3300.0	3	1.0		30/11/2016
4212	42.340214	-71.04882	South Boston Boston 02127	2127	3250.0	2	2.0		30/11/2016
4213	42.342278	-71.051834	South Boston Boston 02127	2127	3500.0	2	2.0		30/11/2016
4214	42.342278	-71.051834	South Boston Boston 02127	2127	2675.0		1.0		30/11/2016
4215	42.340626	-71.0493	South Boston Boston 02127	2127	3900.0	2	2.0		30/11/2016
4216	42.337982	-71.03359	3 M St #2 Boston 02127	2127	4500.0	3	2.5	1907	30/11/2016
4217	42.337315	-71.051025	182 Gold St #6C Boston 02127	2127	3000.0	2	2.0		30/11/2016
4218	42.334175	-71.0517	10 Grimes St Boston 02127	2127	2700.0	2	1.0	1400	30/11/2016
4219	42.336823	-71.04177	33 H St #402 Boston 02127	2127	3900.0	2	2.0	1400	30/11/2016
4220	42.33206	-71.040726	495 E 7th St #3 Boston 02127	2127	1800.0	1	1.0	700	30/11/2016
4221	42.33483	-71.04126	586 E 4th St #1 Boston 02127	2127	3150.0	2	2.0	1100	30/11/2016
4222	42.338505	-71.047165	335 W 2nd St #6 Boston 02127	2127	3400.0	2	2.0	1263	30/11/2016
4223	42.332542	-71.03347	157 M St #3 Boston 02127	2127	2700.0	2	1.0	1000	30/11/2016
4224	42.337276	-71.04875	387 W Broadway #2B Boston 02127	2127	3000.0	2	2.0	1000	30/11/2016
4225	42.337276	-71.04875	387 W Broadway #1C Boston 02127	2127	3000.0	2	2.0	1000	30/11/2016
4226	42.336327	-71.03726	200 K St South Boston 02127	2127	3600.0	2	2.0		30/11/2016
4227	42.337276	-71.04875	387 W Broadway #2C Boston 02127	2127	3000.0	2	2.0	1000	30/11/2016
4228	42.328835	-71.05363	9 Liberty Pl #3 Boston 02127	2127	3000.0	2	2.0	1100	30/11/2016
4229	42.335335	-71.04137	571 E Broadway South Boston 02127	2127	2000.0	1	1.0		30/11/2016
4230	42.338295	-71.04765	246 W 3rd St #2 Boston 02127	2127	3800.0	2	2.5	1243	30/11/2016
4231	42.337353	-71.05123	176 Gold St #6 Boston 02127	2127	3000.0	2	2.0		30/11/2016
4232	42.335148	-71.03898	165 Emerson St #1V Boston 02127	2127	3300.0	3	2.0	1000	30/11/2016
4233	42.337315	-71.051025	182 Gold St Boston 02127	2127	3200.0	2	2.0	900	30/11/2016
4234	42.340786	-71.05053	217 W 2nd St #19 Boston 02127	2127	2950.0	2	1.0	900	30/11/2016
4235	42.330036	-71.03749	405 K St #2 Boston 02127	2127	4600.0	3	3.0	1846	30/11/2016
4236	42.339443	-71.048775	174 Bolton St #3 Boston 02127	2127	2800.0	2	1.0		30/11/2016
4237	42.340828	-71.05065	213 W 2nd St #107 Boston 02127	2127	2475.0	1	1.0	650	30/11/2016
4238	42.335957	-71.0397	68 I St #4 South Boston 02127	2127	3200.0	2	1.5	1050	30/11/2016
4239	42.340828	-71.05065	213 W 2nd St #303 Boston 02127	2127	3115.0	2	2.0	1084	30/11/2016
4240	42.337826	-71.04631	187 F St #3 Boston 02127	2127	2600.0	2	1.0	1000	30/11/2016
4241	42.335148	-71.03898	165 Emerson St #2 Boston 02127	2127	4400.0	4	2.0		30/11/2016
4242	42.331482	-71.04153	500 E 8th St #2 Boston 02127	2127	1900.0	1	1.0	500	30/11/2016
4243	42.341324	-71.05634	South Boston Boston 02127	2127	3000.0	2	1.0		30/11/2016
4244	42.336	-71.03518	South Boston Boston 02127	2127	2150.0	1	1.0	1552	30/11/2016
4245	42.335793	-71.04284	538 E Broadway #2 Boston 02127	2127	2856.0		1.0		30/11/2016
4246	42.34038	-71.04922	318 D St #10 Boston 02127	2127	2650.0		1.0		30/11/2016
4247	42.336075	-71.03726	214 K St #3 Boston 02127	2127	1690.0	1	1.0	600	30/11/2016
4248	42.330544	-71.057144	555 Dorchester Ave #1 Boston 02127	2127	2600.0	4	1.0	1100	30/11/2016
4249	42.33637	-71.03726	202 K St #6 South Boston 02127	2127	3600.0	2	2.0	1005	30/11/2016
4250	42.335445	-71.02692	84 P St #2 Boston 02127	2127	2200.0	2	1.0	1100	30/11/2016
4251	42.335793	-71.04284	538 E Broadway #1 Boston 02127	2127	2573.0		1.0		30/11/2016
4252	42.335793	-71.04284	538 E Broadway Boston 02127	2127	2972.0	1	1.0		30/11/2016
4253	42.32999	-71.03706	406 K St #2 Boston 02127	2127	2600.0	2	1.0	1200	30/11/2016
4254	42.33129	-71.03709	364 K St #1 Boston 02127	2127	1600.0	1	1.0	600	30/11/2016
4255	42.335297	-71.026985	82 P St South Boston 02127	2127	2200.0	2	1.0		30/11/2016
4256	42.337563	-71.04939	313 E St #2 Boston 02127	2127	2800.0	2	2.0	586	30/11/2016
4257	42.336796	-71.027534	804 E 3rd St #2 South Boston 02127	2127	1850.0	1	1.0	600	30/11/2016
4258	42.329044	-71.05755	9 Boston St #3 Boston 02127	2127	1975.0	1	1.0	700	30/11/2016
4259	42.330544	-71.057144	555 Dorchester Ave Boston 02127	2127	2600.0	2	1.0		30/11/2016
4260	42.337215	-71.0481	402 W Broadway #2 Boston 02127	2127	2200.0	1	1.0		30/11/2016
4261	42.337456	-71.04829	394 W Broadway #5 Boston 02127	2127	2700.0	2	1.5	1200	30/11/2016
4262	42.33528	-71.04123	575 E Broadway Boston 02127	2127	2000.0	1	1.0		30/11/2016
4263	42.3343	-71.05155	4 Grimes St #3 Boston 02127	2127	1700.0	1	1.0	625	30/11/2016
4264	42.330997	-71.03344	213 M St #3 Boston 02127	2127	3200.0	3	1.0	9999	30/11/2016
4265	42.336308	-71.0526	153-155 W 6th St #3 Boston 02127	2127	1900.0	1	1.0	700	30/11/2016
4266	42.34241	-71.05579	48 W Broadway #610 Boston 02127	2127	2500.0	1	1.0		30/11/2016
4267	42.340626	-71.0493	320 D St #1109 Boston 02127	2127	3399.0	2	2.0	1152	30/11/2016
4268	42.33426	-71.0516	6 Grimes St Boston 02127	2127	2800.0	2	1.0		30/11/2016
4269	42.336	-71.03518	66 L St #2R Boston 02127	2127	2150.0	1	1.0	1552	30/11/2016
4270	42.33136	-71.0339	685 E 8th St #2 Boston 02127	2127	1400.0	2	2.0	1124	30/11/2016
4271	42.337254	-71.049255	238 Silver St #1 Boston 02127	2127	3800.0	4	1.5		30/11/2016
4272	42.33637	-71.03726	202 K St Boston 02127	2127	3600.0	2	2.0	1010	30/11/2016
4273	42.336	-71.03518	66 L St #2A Boston 02127	2127	2150.0	1	1.0		30/11/2016
4274	42.336	-71.03518	66 L St Boston 02127	2127	2150.0	1	1.0		30/11/2016
4275	42.332127	-71.04769	79 Old Harbor St #1 South Boston 02127	2127	1800.0	1	1.0	650	30/11/2016
4276	42.334553	-71.04817	151 Dorchester South Boston 02127	2127	1600.0		1.0		30/11/2016
4277	42.332455	-71.03346	159 M St South Boston 02127	2127	2700.0	2	1.0		30/11/2016
4278	42.334644	-71.02823	881 E 4th St #2 Boston 02127	2127	1750.0	1	1.0		30/11/2016
4279	42.330364	-71.055016	362 Dorchester St #2 Boston 02127	2127	3200.0	2	1.5	1550	30/11/2016
4280	42.335445	-71.02692	84 P St #2N Boston 02127	2127	2200.0	2	1.0		30/11/2016
4281	42.335148	-71.03898	165 Emerson St Boston 02127	2127	3300.0	3	2.0	3324	30/11/2016
4282	42.32999	-71.03706	406 K St #B Boston 02127	2127	2600.0	2	1.0		30/11/2016
4283	42.336975	-71.05678	320 Dorchester Ave #455C Boston 02127	2127	3500.0	1	1.0		30/11/2016
4284	42.337112	-71.03901	609 E 2nd St #2 Boston 02127	2127	2800.0	2	2.0	1000	30/11/2016
4285	42.337856	-71.05158	317 W 4th St #1 Boston 02127	2127	2400.0	2	2.0	1100	30/11/2016
4286	42.336975	-71.03527	38 L St #2 Boston 02127	2127	1575.0		1.0	400	30/11/2016
4287	42.336975	-71.03527	38 L St #1 R Boston 02127	2127	1575.0		1.0	400	30/11/2016
4288	42.32913	-71.05552	12 Mohawk St #4 Boston 02127	2127	3000.0	2	2.0		30/11/2016
4289	42.3326	-71.03075	740 E 7th St #1 Boston 02127	2127	1650.0	1	1.0		30/11/2016
4290	42.333	-71.03309	South Boston Boston 02127	2127	2400.0	4	1.0		30/11/2016
4291	42.333317	-71.049225	South Boston Boston 02127	2127	2150.0	1	1.0	650	30/11/2016
4292	42.337406	-71.04541	South Boston Boston 02127	2127	2600.0	1	1.0		30/11/2016
4293	42.341602	-71.055954	South Boston Boston 02127	2127	2450.0	1	1.0	670	30/11/2016
4294	42.331623	-71.03604	South Boston Boston 02127	2127	2500.0	2	1.0	900	30/11/2016
4295	42.336	-71.03518	South Boston Boston 02127	2127	2150.0	1	1.0	800	30/11/2016
4296	42.333782	-71.02688	South Boston South Boston 02127	2127	2000.0	1	1.0	510	30/11/2016
4297	42.339375	-71.04836	South Boston Boston 02127	2127	2875.0	2	2.0	1080	30/11/2016
4298	42.328934	-71.053635	South Boston Boston 02127	2127	3000.0	2	2.0		30/11/2016
4299	42.329285	-71.05613	South Boston Boston 02127	2127	3200.0	4	1.0		30/11/2016
4300	42.332737	-71.031715	South Boston Boston 02127	2127	2800.0	2	2.0	930	30/11/2016
4301	42.332523	-71.032005	South Boston Boston 02127	2127	3200.0	3	2.5	1200	30/11/2016
4302	42.32925	-71.05612	South Boston South Boston 02127	2127	3200.0	4	1.0		30/11/2016
4303	42.336	-71.03518	South Boston Boston 02127	2127	2150.0	1	1.0	800	30/11/2016
4304	42.335674	-71.05432	South Boston Boston 02127	2127	1500.0				30/11/2016
4305	42.335754	-71.03594	South Boston Boston 02127	2127	2500.0	3	1.0		30/11/2016
4306	42.336	-71.03518	South Boston Boston 02127	2127	2150.0	1	1.0	1552	30/11/2016
4307	42.33629	-71.054276	South Boston Boston 02127	2127	3300.0	2	2.5	1850	30/11/2016
4308	42.32999	-71.03706	South Boston Boston 02127	2127	2600.0	2	1.0		30/11/2016
4309	42.330868	-71.05351	South Boston Boston 02127	2127	3000.0	2	2.0	1231	30/11/2016
4310	42.3289	-71.05648	South Boston Boston 02127	2127	3200.0	4	1.0		30/11/2016
4311	42.336823	-71.04177	33 H St Boston 02127	2127	4000.0	2	2.0		30/11/2016
4312	42.334175	-71.0517	10 Grimes St #2A Boston 02127	2127	2800.0	2	1.0		30/11/2016
4313	42.334175	-71.0517	South Boston Boston 02127	2127	2800.0	2	1.0		30/11/2016
4314	42.332542	-71.03347	South Boston Boston 02127	2127	2700.0	2	1.0		30/11/2016
4315	42.340626	-71.0493	320 D St #315 Boston 02127	2127	2950.0	1	1.0	708	30/11/2016
4316	42.335922	-71.03359	788 E Broadway #2B Boston 02127	2127	3600.0	2	1.0		30/11/2016
4317	42.331654	-71.04005	189 I St #2 Boston 02127	2127	4700.0	3	2.5	1400	30/11/2016
4318	42.332104	-71.047165	84 Old Harbor St Boston 02127	2127	7500.0	3	2.5	2400	30/11/2016
4319	42.331554	-71.03906	560 E 8th St #A Boston 02127	2127	3200.0	2	2.0	1050	30/11/2016
4320	42.337204	-71.05095	184 Gold St Boston 02127	2127	3200.0	2	2.0	900	30/11/2016
4321	42.337982	-71.03359	3 M St #4 Boston 02127	2127	4000.0	2	2.0	1215	30/11/2016
4322	42.365475	-71.05468	North End Boston 02127	2127	3600.0	3	1.0		30/11/2016
4323	42.33681	-71.0413	34 H St Boston 02127	2127	4000.0	2	2.0		30/11/2016
4324	42.340443	-71.04856	345 D St Boston 02127	2127	3500.0	2	2.0	1400	30/11/2016
4325	42.337032	-71.05099	187 Gold St #6 Boston 02127	2127	3200.0	2	2.0		30/11/2016
4326	42.340626	-71.0493	320 D St #139C Boston 02127	2127	3750.0	2	2.0	1080	30/11/2016
4327	42.338543	-71.04905	268 Athens St #1 Boston 02127	2127	1750.0	1	1.0	550	30/11/2016
4328	42.3342	-71.035126	98 L St Boston 02127	2127	5700.0	5	2.5	1500	30/11/2016
4329	42.342102	-71.05731	141 Dorchester Ave #1010 Boston 02127	2127	6500.0	2	2.5		30/11/2016
4330	42.335922	-71.03359	788 E Broadway #B2 Boston 02127	2127	3600.0	2	1.0		30/11/2016
4331	42.3362	-71.0254	57 Farragut Rd #3 Boston 02127	2127	2500.0	1	1.0	1400	30/11/2016
4332	42.333267	-71.038376	558 E 6th St #3 Boston 02127	2127	3200.0	2	2.0		30/11/2016
4333	42.341522	-71.05665	150 Dorchester Ave #214 Boston 02127	2127	3800.0	2	2.0	1353	30/11/2016
4334	42.337765	-71.03835	537 E 1st St Boston 02127	2127	3700.0	2	2.0	1563	30/11/2016
4335	42.33397	-71.053185	170 W 9th St #2 Boston 02127	2127	2000.0	2	1.0		30/11/2016
4336	42.3372	-71.02816	South Boston Boston 02127	2127	3900.0	3	1.0	1000	30/11/2016
4337	42.3372	-71.02816	South Boston Boston 02127	2127	4800.0	4	1.0		30/11/2016
4338	42.339443	-71.048775	South Boston Boston 02127	2127	2800.0	2	1.0	600	30/11/2016
4339	42.336826	-71.03007	South Boston South Boston 02127	2127	3000.0	4	1.0		30/11/2016
4340	42.34143	-71.05569	45 A St #2 Boston 02127	2127	6000.0	2	2.0		30/11/2016
4341	42.33806	-71.030174	7 Acadia St #1 Boston 02127	2127	2700.0	2	1.5	1200	30/11/2016
4342	42.336826	-71.03007	740 E 3rd St #3 Boston 02127	2127	3200.0	4	1.0		30/11/2016
4343	42.336575	-71.03893	520 E 3rd St #1 Boston 02127	2127	2100.0	1	1.0	586	30/11/2016
4344	42.338013	-71.048775	331 E St #2127 Boston 02127	2127	2600.0	2	1.0	650	30/11/2016
4345	42.336826	-71.03007	740 E 3rd St #2 Boston 02127	2127	2900.0	3	1.0	1450	30/11/2016
4346	42.33692	-71.050575	288 E St #1 Boston 02127	2127	1800.0	1	1.0	648	30/11/2016
4347	42.33928	-71.04972	197 W 3rd St #2 Boston 02127	2127	3800.0	3	2.0	1800	30/11/2016
4348	42.333416	-71.031746	712 E 6th St Boston 02127	2127	2100.0	1	1.0	650	30/11/2016
4349	42.340626	-71.0493	320 D St #455 Boston 02127	2127	3500.0	1	1.0		30/11/2016
4350	42.332542	-71.03347	157 M St #2 Boston 02127	2127	2700.0	2	1.0		30/11/2016
4351	42.33247	-71.04007	165 I St Boston 02127	2127	3800.0	2	2.0		30/11/2016
4352	42.33207	-71.039665	178 I St #2 Boston 02127	2127	3200.0	3	1.0		30/11/2016
4353	42.331516	-71.04798	74 Gates St #2 Boston 02127	2127	2000.0	2	1.0	800	30/11/2016
4354	42.341522	-71.05665	150 Dorchester Ave #415F Boston 02127	2127	4950.0	2	2.0		30/11/2016
4355	42.336075	-71.03726	214 K St #2 Boston 02127	2127	1690.0	1	1.0	600	30/11/2016
4356	42.32999	-71.03706	406 K St #A Boston 02127	2127	2600.0	2	1.0		30/11/2016
4357	42.332542	-71.03347	157 M St #3M South Boston 02127	2127	2700.0	2	1.0		30/11/2016
4358	42.33852	-71.04496	407 W 1st St #1 Boston 02127	2127	1600.0		1.0	480	30/11/2016
4359	42.32898	-71.05648	11 Carpenter St South Boston 02127	2127	3200.0	4	1.0		30/11/2016
4360	42.330837	-71.03381	134 Marine Rd South Boston 02127	2127	2300.0	2	1.0		30/11/2016
4361	42.33171	-71.03077	764 E 8th St #2C Boston 02127	2127	3300.0	3	1.0	1200	30/11/2016
4362	42.33729	-71.04897	389 W Broadway #5 South Boston 02127	2127	3750.0	3	1.0	1200	30/11/2016
4363	42.334007	-71.05156	11 Grimes St #1 Boston 02127	2127	2800.0	2	1.0	984	30/11/2016
4364	42.337696	-71.051735	154 Gold St #GOLD2 Boston 02127	2127	2950.0	2	2.0		30/11/2016
4365	42.332664	-71.03512	156 L St #1C Boston 02127	2127	2850.0	2	1.5	1001	30/11/2016
4366	42.337574	-71.04983	314 E St #2A Boston 02127	2127	2600.0	2	1.5	1300	30/11/2016
4367	42.336502	-71.048416	124 F St Boston 02127	2127	2600.0	2	2.0	1200	30/11/2016
4368	42.340828	-71.05065	213 W 2nd St #E04 Boston 02127	2127	2350.0		1.0	586	30/11/2016
4369	42.33678	-71.028244	788 E 3rd St #3 Boston 02127	2127	2950.0	3	1.5		30/11/2016
4370	42.335796	-71.04268	540 E Broadway #5R Boston 02127	2127	2350.0	1	1.0		30/11/2016
4371	42.330704	-71.04023	1512 Columbia Rd #3 Boston 02127	2127	1950.0	1	1.0		30/11/2016
4372	42.33279	-71.030235	745 E 6th St #2 South Boston 02127	2127	1800.0	1	1.0		30/11/2016
4373	42.33171	-71.03077	764 E 8th St #TPF3 Boston 02127	2127	3400.0	3	1.0		30/11/2016
4374	42.336796	-71.027534	804 E 3rd St #3 South Boston 02127	2127	1950.0	1	1.0		30/11/2016
4375	42.337273	-71.04603	304 W 3rd St #A Boston 02127	2127	4700.0	3	2.5		30/11/2016
4376	42.33448	-71.0327	775 E 4th St #1 Boston 02127	2127	4600.0	3	3.0	1600	30/11/2016
4377	42.339638	-71.0496	289 D St #3 Boston 02127	2127	3300.0	3	1.0		30/11/2016
4378	42.340786	-71.05053	217 W 2nd St #A Boston 02127	2127	2900.0	2	1.0		30/11/2016
4379	42.33525	-71.04936	77 F St South Boston 02127	2127	2950.0	2	2.0		30/11/2016
4380	42.33815	-71.05027	331 W Broadway #3 South Boston 02127	2127	3300.0	2	2.0		30/11/2016
4381	42.332542	-71.03347	157 M St Boston 02127	2127	2700.0	2	1.0		30/11/2016
4382	42.32919	-71.0567	602 Dorchester Ave #3 Boston 02127	2127	2900.0	3	1.0	1100	30/11/2016
