	bathrooms	last_sold_price	zestimate_amount	prices	property_size	zip	zestimate_valuation_range_high	long	tax_year	zestimate_value_change	latitude	status	zestimate_percentile	bedrooms	zestimate_last_updated	zillow_id	address	lat	last_sold_date	tax_value	zillow	year_built	zestimate_valuationRange_low	graph_data_link	home_size	longitude	home_detail_link	home_type	property	map_this_home_link
422	2.0	518000	711935	764,999	835	02114	754651	-71.0663769	2014	7701	42.35965	Condo For Sale	0	2	11/12/2016	59174150	47 Irving St UNIT B, Boston, MA	42.3595697	09/01/2011	430100.0	0.0	1920	662100	http://www.zillow.com/homedetails/47-Irving-St-UNIT-B-Boston-MA-02114/59174150_zpid/#charts-and-data	835	-71.066396	http://www.zillow.com/homedetails/47-Irving-St-UNIT-B-Boston-MA-02114/59174150_zpid/	Condominium	0.0	http://www.zillow.com/homes/59174150_zpid/
423	5.0	3450000	7218466	6,995,000	1742	02108	7579389	-71.0666389	2014	86184	42.357908	House For Sale	0	4	11/12/2016	59174916	9 Chestnut St, Boston, MA	42.357909	06/05/2012	3916800.0	0.0	1824	3681418	http://www.zillow.com/homedetails/9-Chestnut-St-Boston-MA-02108/59174916_zpid/#charts-and-data	5141	-71.066648	http://www.zillow.com/homedetails/9-Chestnut-St-Boston-MA-02108/59174916_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59174916_zpid/
424	7.0	675000	8206633	7,250,000	2016	02116	8616965	-71.0777478	2015	-150081	42.353736	House For Sale	0	6	11/12/2016	59171142	225 Beacon St, Boston, MA	42.353736	01/31/1989	4506360.0	0.0	1890	2626122	http://www.zillow.com/homedetails/225-Beacon-St-Boston-MA-02116/59171142_zpid/#charts-and-data	6741	-71.077756	http://www.zillow.com/homedetails/225-Beacon-St-Boston-MA-02116/59171142_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59171142_zpid/
425	1.0	562500	843794	849,000	770	02136	885984	-71.115859	2014	-1517	42.357118	Condo For Sale	0	1	11/12/2016	59174411	37 Beacon St UNIT 66, Boston, MA	42.253277	02/24/2006	613700.0	0.0	1920	793166	http://www.zillow.com/homedetails/37-Beacon-St-UNIT-66-Boston-MA-02108/59174411_zpid/#charts-and-data	770	-71.065523	http://www.zillow.com/homedetails/37-Beacon-St-UNIT-66-Boston-MA-02108/59174411_zpid/	Condominium	0.0	http://www.zillow.com/homes/59174411_zpid/
426	1.0	400000	516006	509,900		02116	562447	-71.0830367	2014	-6691	42.35035	Condo For Sale	0	0	11/12/2016	59177200	252 Commonwealth Ave APT 4, Boston, MA	42.3503687	06/15/2012	387500.0	0.0	1879	443765	http://www.zillow.com/homedetails/252-Commonwealth-Ave-APT-4-Boston-MA-02116/59177200_zpid/#charts-and-data	475	-71.083082	http://www.zillow.com/homedetails/252-Commonwealth-Ave-APT-4-Boston-MA-02116/59177200_zpid/	Condominium	0.0	http://www.zillow.com/homes/59177200_zpid/
427	1.0	363000	546525	549,000	709	02129	573851	-71.0667801	2014	32853	42.378929	Condo For Sale	0	2	11/12/2016	59098110	141 High St UNIT 2, Boston, MA	42.3788783	04/03/2007	302400.0	0.0	1870	502803	http://www.zillow.com/homedetails/141-High-St-UNIT-2-Boston-MA-02129/59098110_zpid/#charts-and-data	709	-71.066763	http://www.zillow.com/homedetails/141-High-St-UNIT-2-Boston-MA-02129/59098110_zpid/	Condominium	0.0	http://www.zillow.com/homes/59098110_zpid/
428	1.0		390402	249,000	18295	02122	421634	-71.0527214	2015		42.245586	House For Sale	0	3	11/12/2016	59127947	119 Neponset Ave, Boston, MA	42.2944554		266800.0	0.0	1950	366978	http://www.zillow.com/homedetails/119-Neponset-Ave-Boston-MA-02136/59127947_zpid/#charts-and-data	1008	-71.116362	http://www.zillow.com/homedetails/119-Neponset-Ave-Boston-MA-02136/59127947_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59127947_zpid/
429	2.0	1025000	1167400	1,100,000	1121	02111	1249118	-71.0638345	2014	19912	42.353454	Condo For Sale	0	2	11/12/2016	59164828	170 Tremont St APT 1803, Boston, MA	42.3536762	01/13/2015	773580.0	0.0	1989	1074008	http://www.zillow.com/homedetails/170-Tremont-St-APT-1803-Boston-MA-02111/59164828_zpid/#charts-and-data	1121	-71.064143	http://www.zillow.com/homedetails/170-Tremont-St-APT-1803-Boston-MA-02111/59164828_zpid/	Condominium	0.0	http://www.zillow.com/homes/59164828_zpid/
430	2.0		262214	226,746		02124	291058	-71.0871268			42.284526	Condo For Sale	0	3	11/12/2016	2096881142	26 Marden Ave # 26, Boston, MA	42.2846305			0.0	1988	238615		1623	-71.086723	http://www.zillow.com/homedetails/26-Marden-Ave-26-Boston-MA-02124/2096881142_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096881142_zpid/
431	3.0	234000	421680	399,900	1859	02124	472282	-71.086188	2014	3650	42.296795	Townhouse For Sale	0	3	11/12/2016	81853792	19 Abbot St UNIT 2, Dorchester Center, MA	42.296794	04/10/2014	181200.0	0.0	2004	312043	http://www.zillow.com/homedetails/19-Abbot-St-UNIT-2-Dorchester-Center-MA-02124/81853792_zpid/#charts-and-data	1859	-71.086189	http://www.zillow.com/homedetails/19-Abbot-St-UNIT-2-Dorchester-Center-MA-02124/81853792_zpid/	Townhouse	0.0	http://www.zillow.com/homes/81853792_zpid/
432	2.0		568461	570,000	2011	02125	602569	-71.055119	2015	-5009	42.312817	For Sale by Owner	0	4	11/12/2016	59110263	5 Sagamore St, Dorchester, MA	42.312818		284800.0	0.0	1905	477507	http://www.zillow.com/homedetails/5-Sagamore-St-Dorchester-MA-02125/59110263_zpid/#charts-and-data	2002	-71.055117	http://www.zillow.com/homedetails/5-Sagamore-St-Dorchester-MA-02125/59110263_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59110263_zpid/
433	4.0		2391831	839,000	3600	02108	2511423	-71.0589698		-27950	42.357336	House For Sale	0	9	11/12/2016	2146689796	10 School St, Boston, MA	42.3573281			0.0	1890	2272239		3263	-71.058989	http://www.zillow.com/homedetails/10-School-St-Boston-MA-02108/2146689796_zpid/	Unknown	0.0	http://www.zillow.com/homes/2146689796_zpid/
434	1.0	760000	652482	479,500	3952	02130	789503	-71.113652	2006	-126374	42.304415	Condo For Sale	0	4	11/12/2016	59135339	20 Rosemary St, Boston, MA	42.304415	09/07/2004	664930.0	0.0	1940	554610	http://www.zillow.com/homedetails/20-Rosemary-St-Boston-MA-02130/59135339_zpid/#charts-and-data	1092	-71.113652	http://www.zillow.com/homedetails/20-Rosemary-St-Boston-MA-02130/59135339_zpid/	Condominium	0.0	http://www.zillow.com/homes/59135339_zpid/
435	1.0	299000	496146	-1	645	02118	520953	-71.0802354	2015	1389	42.339447	Foreclosed	0	1	11/12/2016	63041779	777 Tremont St UNIT 2, Boston, MA	42.3396143	06/17/2003	445900.0	0.0	1899	471339	http://www.zillow.com/homedetails/777-Tremont-St-UNIT-2-Boston-MA-02118/63041779_zpid/#charts-and-data	645	-71.080154	http://www.zillow.com/homedetails/777-Tremont-St-UNIT-2-Boston-MA-02118/63041779_zpid/	Condominium	0.0	http://www.zillow.com/homes/63041779_zpid/
436	1.0	220000	625711	579,000	660	02116	663254	-71.0703322	2015	5759	42.34632	Condo For Sale	0	1	11/12/2016	59175732	9 Appleton St APT 205, Boston, MA	42.34645	05/18/2000	438500.0	0.0	1880	594425	http://www.zillow.com/homedetails/9-Appleton-St-APT-205-Boston-MA-02116/59175732_zpid/#charts-and-data	660	-71.070438	http://www.zillow.com/homedetails/9-Appleton-St-APT-205-Boston-MA-02116/59175732_zpid/	Condominium	0.0	http://www.zillow.com/homes/59175732_zpid/
437	2.0		462634	450,000	3049	02131	490392	-71.117039	2015	-6985	42.296571	House For Sale	0	3	11/12/2016	59144471	3850 Washington St, Boston, MA	42.296568		218800.0	0.0	1890	411744	http://www.zillow.com/homedetails/3850-Washington-St-Boston-MA-02131/59144471_zpid/#charts-and-data	1880	-71.117043	http://www.zillow.com/homedetails/3850-Washington-St-Boston-MA-02131/59144471_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59144471_zpid/
438	1.0	121253	309134	195,000	856	02122	333865	-71.059433	2014	2668	42.29911	Condo For Sale	0	3	11/12/2016	71497284	117 Park St UNIT 2, Dorchester, MA	42.299112	10/29/2013	173300.0	0.0	1905	272038	http://www.zillow.com/homedetails/117-Park-St-UNIT-2-Dorchester-MA-02122/71497284_zpid/#charts-and-data	856	-71.059432	http://www.zillow.com/homedetails/117-Park-St-UNIT-2-Dorchester-MA-02122/71497284_zpid/	Condominium	0.0	http://www.zillow.com/homes/71497284_zpid/
439	2.0		1176764	1,130,000		02110	1235602	-71.0510349		-26713	42.362089	Condo For Sale	0	2	11/12/2016	2133714854	38 Commercial Wharf # 1, Boston, MA	42.3622621			0.0	1832	1117926		1246	-71.049939	http://www.zillow.com/homedetails/38-Commercial-Wharf-1-Boston-MA-02110/2133714854_zpid/	Condominium	0.0	http://www.zillow.com/homes/2133714854_zpid/
440	1.0		411257	389,900	2178	02128	435932	-70.9979479	2014	22549	42.388916	House For Sale	0	4	11/12/2016	59120628	1203 Bennington St, Boston, MA	42.388927		168500.0	0.0	1910	378356	http://www.zillow.com/homedetails/1203-Bennington-St-Boston-MA-02128/59120628_zpid/#charts-and-data	1608	-70.997946	http://www.zillow.com/homedetails/1203-Bennington-St-Boston-MA-02128/59120628_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59120628_zpid/
441	5.0	2900000	4310456	5,695,000	1742	02118	4525979	-71.0761844	2014	-297741	42.342188	House For Sale	0	4	11/12/2016	59182707	89 Pembroke St, Boston, MA	42.3421872	07/14/2016	1461800.0	0.0	1870	301732	http://www.zillow.com/homedetails/89-Pembroke-St-Boston-MA-02118/59182707_zpid/#charts-and-data	4100	-71.076185	http://www.zillow.com/homedetails/89-Pembroke-St-Boston-MA-02118/59182707_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59182707_zpid/
442	2.0	720000	1142493	1,100,000	1215	02115	1268167	-71.0846642	2014	-894	42.349892	Condo For Sale	0	2	11/12/2016	59177113	286 Commonwealth Ave APT 2, Boston, MA	42.3497954	08/27/2010	774700.0	0.0	1900	1005394	http://www.zillow.com/homedetails/286-Commonwealth-Ave-APT-2-Boston-MA-02115/59177113_zpid/#charts-and-data	1215	-71.084799	http://www.zillow.com/homedetails/286-Commonwealth-Ave-APT-2-Boston-MA-02115/59177113_zpid/	Condominium	0.0	http://www.zillow.com/homes/59177113_zpid/
443	1.0	630000	951649	899,000	1395	02114	1018264	-71.0592256	2014	25858	42.366424	Condo For Sale	0	2	11/12/2016	63709518	234 Causeway St APT 901, Boston, MA	42.3666816	01/29/2010	580334.0	0.0	1899	904067	http://www.zillow.com/homedetails/234-Causeway-St-APT-901-Boston-MA-02114/63709518_zpid/#charts-and-data	1395	-71.059676	http://www.zillow.com/homedetails/234-Causeway-St-APT-901-Boston-MA-02114/63709518_zpid/	Condominium	0.0	http://www.zillow.com/homes/63709518_zpid/
444	1.0	337500	449246	435,000	458	02118	471708	-71.0757704	2015	2104	42.338533	Condo For Sale	0	1	11/12/2016	59184172	84 W Concord St APT 1, Boston, MA	42.3384784	07/19/2013	337900.0	0.0	1920	426784	http://www.zillow.com/homedetails/84-W-Concord-St-APT-1-Boston-MA-02118/59184172_zpid/#charts-and-data	458	-71.075767	http://www.zillow.com/homedetails/84-W-Concord-St-APT-1-Boston-MA-02118/59184172_zpid/	Condominium	0.0	http://www.zillow.com/homes/59184172_zpid/
445	3.0	1295000	1862595	1,535,000	1880	02116	1955725	-71.0676916	2015	3172	42.349962	Condo For Sale	0	2	11/12/2016	123847065	12 Piedmont St # 2, Boston, MA	42.3498925	02/02/2014	1349600.0	0.0	1899	1769465	http://www.zillow.com/homedetails/12-Piedmont-St-2-Boston-MA-02116/123847065_zpid/#charts-and-data	1880	-71.06764	http://www.zillow.com/homedetails/12-Piedmont-St-2-Boston-MA-02116/123847065_zpid/	Condominium	0.0	http://www.zillow.com/homes/123847065_zpid/
446	2.0		621854	549,900		02130	652947	-71.1062571			42.31693	Coming Soon	0	3	11/12/2016	2096862701	69 Boylston St # 1, Boston, MA	42.3168896			0.0		590761		1400	-71.10468	http://www.zillow.com/homedetails/69-Boylston-St-1-Boston-MA-02130/2096862701_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096862701_zpid/
447	1.0	163000	229814	209,900		02132	266584	-71.1440773	2014	-11496	42.272968	Condo For Sale	0	2	11/12/2016	59158614	2 Lagrange St APT 6, Boston, MA	42.2729659	10/20/2003	143500.0	0.0	1955	179255	http://www.zillow.com/homedetails/2-Lagrange-St-APT-6-Boston-MA-02132/59158614_zpid/#charts-and-data	575	-71.144065	http://www.zillow.com/homedetails/2-Lagrange-St-APT-6-Boston-MA-02132/59158614_zpid/	Condominium	0.0	http://www.zillow.com/homes/59158614_zpid/
448	2.0	319000	359209	376,000	1180	02122	384354	-71.062924	2014	-50714	42.307304	Condo For Sale	0	2	11/12/2016	71496947	33 Adams St APT 1, Dorchester, MA	42.307303	01/18/2005	183800.0	0.0	1902	330472	http://www.zillow.com/homedetails/33-Adams-St-APT-1-Dorchester-MA-02122/71496947_zpid/#charts-and-data	1180	-71.062927	http://www.zillow.com/homedetails/33-Adams-St-APT-1-Dorchester-MA-02122/71496947_zpid/	Condominium	0.0	http://www.zillow.com/homes/71496947_zpid/
449	2.0	280000	493471	469,900	4356	02132	518145	-71.159774	2014	-7549	42.256881	House For Sale	0	3	11/12/2016	59160806	30 Schiller Rd, Boston, MA	42.2569305	04/22/2015	293600.0	0.0	1910	458928	http://www.zillow.com/homedetails/30-Schiller-Rd-Boston-MA-02132/59160806_zpid/#charts-and-data	1436	-71.159743	http://www.zillow.com/homedetails/30-Schiller-Rd-Boston-MA-02132/59160806_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59160806_zpid/
450	2.0	440000	1190260	1,150,000	1225	02125	1261676	-71.066192	2014	-2128	42.360489	Condo For Sale	0	2	11/12/2016	59180678	21 Hancock St APT 1, Boston, MA	42.314901	05/14/1999	642000.0	0.0	1880	1118844	http://www.zillow.com/homedetails/21-Hancock-St-APT-1-Boston-MA-02114/59180678_zpid/#charts-and-data	1225	-71.064652	http://www.zillow.com/homedetails/21-Hancock-St-APT-1-Boston-MA-02114/59180678_zpid/	Condominium	0.0	http://www.zillow.com/homes/59180678_zpid/
451	1.0	2747	750727	685,000	725	02115	795771	-71.0880488	2014	5465	42.348971	Condo For Sale	0	1	11/12/2016	59177304	362 Commonwealth Ave APT 1A, Boston, MA	42.348723	01/18/2011	443100.0	0.0	1889	705683	http://www.zillow.com/homedetails/362-Commonwealth-Ave-APT-1A-Boston-MA-02115/59177304_zpid/#charts-and-data	790	-71.088107	http://www.zillow.com/homedetails/362-Commonwealth-Ave-APT-1A-Boston-MA-02115/59177304_zpid/	Condominium	0.0	http://www.zillow.com/homes/59177304_zpid/
452	3.0		2688555	2,199,999	871	02116	2822983	-71.0715685	2014	300531	42.345459	House For Sale	0	3	11/12/2016	59175802	40 Gray St, Boston, MA	42.3454645		1018500.0	0.0	1890	1075422	http://www.zillow.com/homedetails/40-Gray-St-Boston-MA-02116/59175802_zpid/#charts-and-data	2400	-71.071567	http://www.zillow.com/homedetails/40-Gray-St-Boston-MA-02116/59175802_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59175802_zpid/
453	8.0	1825000	5536334	5,500,000	1742	02116	5813151	-71.0731856	2014	1962	42.354107	House For Sale	0	7	11/12/2016	59172615	16 Marlborough St, Boston, MA	42.3541078	07/02/2003	2809300.0	0.0	1864	5259517	http://www.zillow.com/homedetails/16-Marlborough-St-Boston-MA-02116/59172615_zpid/#charts-and-data	6207	-71.073182	http://www.zillow.com/homedetails/16-Marlborough-St-Boston-MA-02116/59172615_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59172615_zpid/
454	1.0	299900	461166	475,000	676	02127	498059	-71.0390812	2015	5480	42.335151	Condo For Sale	0	1	11/12/2016	81854393	159 Emerson St, South Boston, MA	42.3353224	05/01/2006	336000.0	0.0	1920	433496	http://www.zillow.com/homedetails/159-Emerson-St-Boston-MA-02127/81854393_zpid/#charts-and-data	676	-71.03923	http://www.zillow.com/homedetails/159-Emerson-St-Boston-MA-02127/81854393_zpid/	Condominium	0.0	http://www.zillow.com/homes/81854393_zpid/
455	4.0	975000	2118239	1,875,000	10820	02467	2287698	-71.1578304	2014	272695	42.341164	House For Sale	0	5	11/12/2016	56573941	51 Randolph Rd, Chestnut Hill, MA	42.3230903	02/28/2002	1196300.0	0.0	1937	1969962	http://www.zillow.com/homedetails/51-Randolph-Rd-Chestnut-Hill-MA-02467/56573941_zpid/#charts-and-data	3200	-71.064255	http://www.zillow.com/homedetails/51-Randolph-Rd-Chestnut-Hill-MA-02467/56573941_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/56573941_zpid/
456	4.0		7100799	9,000,000		02108	7455839	-71.064748		-320863	42.357501	Condo For Sale	0	3	11/12/2016	2099225487	25 Beacon St # 5, Boston, MA	42.357503			0.0	2016	568064		3577	-71.06475	http://www.zillow.com/homedetails/25-Beacon-St-5-Boston-MA-02108/2099225487_zpid/	Condominium	0.0	http://www.zillow.com/homes/2099225487_zpid/
457	3.0		2449476	2,395,000	435	02108	2596445	-71.0690482	2014	14688	42.3575	House For Sale	0	3	11/12/2016	59174792	7 Acorn St, Boston, MA	42.3574942		1440000.0	0.0	1826	2302507	http://www.zillow.com/homedetails/7-Acorn-St-Boston-MA-02108/59174792_zpid/#charts-and-data	1900	-71.069054	http://www.zillow.com/homedetails/7-Acorn-St-Boston-MA-02108/59174792_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59174792_zpid/
458	1.0	378000	704095	675,000	756	02110	746341	-71.0504859	2014	4146	42.35792	For Sale by Owner	0	1	11/12/2016	59175144	65 E India Row APT 28A, Boston, MA	42.3576699	03/26/2010	422908.0	0.0	1972	668890	http://www.zillow.com/homedetails/65-E-India-Row-APT-28A-Boston-MA-02110/59175144_zpid/#charts-and-data	756	-71.050708	http://www.zillow.com/homedetails/65-E-India-Row-APT-28A-Boston-MA-02110/59175144_zpid/	Condominium	0.0	http://www.zillow.com/homes/59175144_zpid/
459	1.0	400000	492308	495,000	505	02118	531693	-71.0651908	2014	26205	42.343255	Condo For Sale	0	1	11/12/2016	81856648	35 Fay St UNIT 610, Boston, MA	42.3431659	07/30/2015	310000.0	0.0	2006	452923	http://www.zillow.com/homedetails/35-Fay-St-UNIT-610-Boston-MA-02118/81856648_zpid/#charts-and-data	506	-71.065034	http://www.zillow.com/homedetails/35-Fay-St-UNIT-610-Boston-MA-02118/81856648_zpid/	Condominium	0.0	http://www.zillow.com/homes/81856648_zpid/
460	1.0	285000	433776	425,000	380	02114	455465	-71.0697087	2014	1858	42.360127	Condo For Sale	0	1	11/12/2016	59173739	7 Primus Ave APT 5, Boston, MA	42.3601679	10/01/2007	289000.0	0.0	1899	399074	http://www.zillow.com/homedetails/7-Primus-Ave-APT-5-Boston-MA-02114/59173739_zpid/#charts-and-data	380	-71.069731	http://www.zillow.com/homedetails/7-Primus-Ave-APT-5-Boston-MA-02114/59173739_zpid/	Condominium	0.0	http://www.zillow.com/homes/59173739_zpid/
461	1.0	300000	539728	-1	821	02129	566714	-71.0687923	2015	18977	42.383029	Foreclosed	0	2	11/12/2016	71329755	40 Chappie St UNIT 1, Boston, MA	42.3830222	07/11/2006	302900.0	0.0	1900	501947	http://www.zillow.com/homedetails/40-Chappie-St-UNIT-1-Boston-MA-02129/71329755_zpid/#charts-and-data	890	-71.068832	http://www.zillow.com/homedetails/40-Chappie-St-UNIT-1-Boston-MA-02129/71329755_zpid/	Condominium	0.0	http://www.zillow.com/homes/71329755_zpid/
462	5.5		5594914	6,750,000		02118	5874660	-71.065861			42.345897	New Construction	0	4	11/12/2016	2097216014	136 Shawmut Ave # 6, Boston, MA	42.345897			0.0		615440		5295	-71.065864	http://www.zillow.com/homedetails/136-Shawmut-Ave-6-Boston-MA-02118/2097216014_zpid/	Condominium	0.0	http://www.zillow.com/homes/2097216014_zpid/
463	1.0	482625	906887	870,000	980	02118	952231	-71.0684575	2015	-898	42.343257	Condo For Sale	0	2	11/12/2016	59182227	258 Shawmut Ave APT 11, Boston, MA	42.3432118	11/29/2004	607600.0	0.0	1885	861543	http://www.zillow.com/homedetails/258-Shawmut-Ave-APT-11-Boston-MA-02118/59182227_zpid/#charts-and-data	980	-71.068563	http://www.zillow.com/homedetails/258-Shawmut-Ave-APT-11-Boston-MA-02118/59182227_zpid/	Condominium	0.0	http://www.zillow.com/homes/59182227_zpid/
464	3.0		678229	522,250	9147	02121	712140	-71.0860224		14223	42.309574	Apartment For Sale	0	6	11/12/2016	2101436253	64 Cheney St, Boston, MA	42.3096773			0.0	1935	637535		4541	-71.086112	http://www.zillow.com/homedetails/64-Cheney-St-Boston-MA-02121/2101436253_zpid/	MultiFamily2To4	0.0	http://www.zillow.com/homes/2101436253_zpid/
465				99,000	435	02115		-71.0992997			42.330441	Lot/Land For Sale	0		12/31/1969	2097337653	0 Ward St, Boston, MA	42.3361295			0.0					-71.055328	http://www.zillow.com/homedetails/0-Ward-St-Boston-MA-02127/2097337653_zpid/	VacantResidentialLand	0.0	http://www.zillow.com/homes/2097337653_zpid/
466	2.0	965000	1765950	1,695,000	1511	02108	1871907	-71.0720184	2014	-4330	42.355808	Condo For Sale	0	2	11/12/2016	113389787	91 Beacon St APT 1, Boston, MA	42.3557709	03/04/2011	1025100.0	0.0	1890	1659993	http://www.zillow.com/homedetails/91-Beacon-St-APT-1-Boston-MA-02108/113389787_zpid/#charts-and-data	1511	-71.072044	http://www.zillow.com/homedetails/91-Beacon-St-APT-1-Boston-MA-02108/113389787_zpid/	Condominium	0.0	http://www.zillow.com/homes/113389787_zpid/
467	1.0		299943	185,000		02131	314940	-71.1278083			42.28482	Co-op For Sale	0	1	11/12/2016	2097385742	17 Florence St APT 6, Roslindale, MA	42.2849189			0.0	1899	272948		740	-71.12748	http://www.zillow.com/homedetails/17-Florence-St-APT-6-Roslindale-MA-02131/2097385742_zpid/	Cooperative	0.0	http://www.zillow.com/homes/2097385742_zpid/
468	4.0	430000	652151	919,000	6534	02132	717366	-71.1676279	2015	95194	42.284914	House For Sale	0	4	11/12/2016	59157856	257 Temple St, Boston, MA	42.284914	01/14/2016	399700.0	0.0	1885	593457	http://www.zillow.com/homedetails/257-Temple-St-Boston-MA-02132/59157856_zpid/#charts-and-data	2750	-71.167628	http://www.zillow.com/homedetails/257-Temple-St-Boston-MA-02132/59157856_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59157856_zpid/
