PricePerSQM,Longitude,Latitude
34.9827239163,-71.05315,42.36277
38.7500941843,-71.05233,42.36523
103.333584491,-71.05436,42.36754
44.8496460466,-71.052765,42.36569
62.6998051731,-71.05887,42.35483
60.9198939275,-71.05949,42.356213
46.064425192,-71.05949,42.356213
61.0769545628,-71.05949,42.356213
45.6444499006,-71.05949,42.356213
40.618547363,-71.049,42.358376
33.5012715821,-71.049,42.358376
43.0556602047,-71.050964,42.357815
31.124573642,-71.050964,42.357815
56.7318080702,-71.05949,42.356213
67.5499830246,-71.05949,42.356213
49.4324457,-71.05949,42.356213
73.8603503055,-71.05949,42.356213
47.6882312394,-71.05949,42.356213
40.0859968145,-71.050964,42.357815
57.5312701011,-71.05949,42.356213
56.863441849,-71.05949,42.356213
54.7003434987,-71.05949,42.356213
45.6444499006,-71.05949,42.356213
56.6124564403,-71.05949,42.356213
55.6274679648,-71.05949,42.356213
54.3498173767,-71.05949,42.356213
60.2630902952,-71.05949,42.356213
53.3291918823,-71.05949,42.356213
53.8195752559,-71.05949,42.356213
70.5729892181,-71.05949,42.356213
82.3521853601,-71.05949,42.356213
29.1467329369,-71.049,42.358376
43.0556602047,-71.050964,42.357815
51.6986067729,-71.05949,42.356213
44.1887038943,-71.05949,42.356213
32.168021992,-71.050964,42.357815
60.9955186234,-71.05949,42.356213
39.9111456954,-71.050964,42.357815
45.7430652905,-71.050964,42.357815
33.5012715821,-71.049,42.358376
32.7790005674,-71.049,42.358376
37.9383891148,-71.05273,42.357677
32.7790005674,-71.049,42.358376
44.273172447,-71.050964,42.357815
59.3499075504,-71.05949,42.356213
50.9233118921,-71.050446,42.356934
60.499756728,-71.05949,42.356213
82.2929285259,-71.05949,42.356213
54.3498173767,-71.05949,42.356213
51.7851583218,-71.05949,42.356213
59.3499075504,-71.05949,42.356213
55.199564365,-71.05949,42.356213
74.0636356733,-71.05949,42.356213
53.2800306418,-71.05949,42.356213
56.6124564403,-71.05949,42.356213
51.904067985,-71.05949,42.356213
47.6882312394,-71.05949,42.356213
75.6317808543,-71.05949,42.356213
52.3614094239,-71.05949,42.356213
50.6682568425,-71.05949,42.356213
45.9260375517,-71.050964,42.357815
32.7790005674,-71.049,42.358376
43.0556602047,-71.050964,42.357815
51.904067985,-71.05949,42.356213
50.9918456344,-71.05949,42.356213
64.0709229237,-71.05949,42.356213
52.4784590794,-71.05949,42.356213
60.0719632697,-71.05949,42.356213
33.5012715821,-71.049,42.358376
58.2330256186,-71.05949,42.356213
65.2983352403,-71.05949,42.356213
35.8797168373,-71.050964,42.357815
57.2695480287,-71.05949,42.356213
35.8797168373,-71.051636,42.362446
52.6055998742,-71.05949,42.356213
60.4714328718,-71.05949,42.356213
36.7851986502,-71.05059,42.36188
29.1114975248,-71.0507,42.36233
83.1949589397,-71.05949,42.356213
54.0058021599,-71.05949,42.356213
36.6951649472,-71.049,42.358376
51.4348677511,-71.05949,42.356213
51.3011549233,-71.05949,42.356213
63.2241706384,-71.05949,42.356213
62.3995075431,-71.05949,42.356213
58.1449956651,-71.05949,42.356213
64.1607839657,-71.05949,42.356213
71.1271919682,-71.05949,42.356213
56.9017535745,-71.05949,42.356213
53.8195752559,-71.05254,42.35726
59.561472616,-71.06255,42.353416
26.909787628,-71.059425,42.35361
35.8797168373,-71.09605,42.374336
33.6372345349,-71.0591,42.352623
46.1673388427,-71.06255,42.353416
52.5924188169,-71.16543,42.349953
55.6069412238,-71.16543,42.349953
51.9311691066,-71.16543,42.349953
28.1590998023,-71.0626,42.353416
41.6912202687,-71.0591,42.352623
33.4802956491,-71.0626,42.353416
41.6912202687,-71.0591,42.352623
61.7601683265,-71.16543,42.349953
42.6998283022,-71.06338,42.354435
49.8500354,-71.16543,42.349953
57.3311054657,-71.16543,42.349953
35.0823897964,-71.06338,42.354435
40.013684212,-71.06338,42.354435
24.6936874704,-71.0571,42.35138
35.5593622227,-71.06338,42.354435
62.0476306209,-71.059525,42.355785
41.4343173518,-71.16543,42.349953
40.2496823495,-71.0626,42.353416
35.0453048178,-71.06245,42.35205
49.1396121902,-71.09605,42.374336
37.1169484524,-71.06338,42.354435
43.6738126296,-71.06255,42.353416
24.6936874704,-71.0571,42.35138
60.5394547311,-71.06251,42.353416
28.8576811024,-71.057724,42.35042
57.5929034104,-71.16543,42.349953
55.2341072714,-71.16543,42.349953
39.7796860587,-71.060715,42.3494
77.8583367174,-71.062904,42.3517
56.3120770259,-71.16543,42.349953
73.1798011225,-71.16543,42.349953
40.4455725871,-71.0626,42.353416
29.4591359296,-71.06192,42.35106
36.9210806505,-71.05792,42.35195
37.73502209,-71.05792,42.35195
56.6521844799,-71.16543,42.349953
14.6059096114,-71.06251,42.353416
31.2119793804,-71.0626,42.353416
41.2616743629,-71.06299,42.355106
27.8785399826,-71.06322,42.347736
42.086397712,-71.0591,42.352623
32.6520435653,-71.063446,42.348827
54.6788137578,-71.16543,42.349953
54.2916767932,-71.16543,42.349953
54.6206785412,-71.16543,42.349953
36.0298411755,-71.062004,42.349903
47.9846427032,-71.06251,42.353416
25.1158017861,-71.05682,42.35084
64.0709229237,-71.06255,42.353416
45.2342913815,-71.16543,42.349953
46.0652569951,-71.06251,42.353416
62.0476306209,-71.06255,42.353416
24.2935582752,-71.0573,42.349815
45.5183134967,-71.0616,42.34915
40.0310890333,-71.06338,42.354435
35.1908797759,-71.06199,42.35117
36.1157676059,-71.06069,42.349655
36.0298411755,-71.062004,42.349903
36.0298411755,-71.062004,42.349903
60.4948714117,-71.06255,42.353416
44.9328550374,-71.0626,42.353416
40.7338317926,-71.05792,42.35195
57.8954122805,-71.16543,42.349953
45.2342913815,-71.16543,42.349953
57.1933396749,-71.06251,42.353416
45.2342913815,-71.16543,42.349953
29.8997640311,-71.06192,42.35106
45.4321089823,-71.09605,42.374336
44.0245307143,-71.060326,42.35269
41.8286854321,-71.0626,42.353416
46.6716629172,-71.060326,42.35269
37.0688731667,-71.060326,42.35269
42.6998283022,-71.06338,42.354435
65.6403110576,-71.06199,42.35117
42.84145294,-71.05952,42.352245
47.9483488644,-71.16543,42.349953
41.6912202687,-71.0591,42.352623
49.0953096138,-71.16543,42.349953
25.5935480157,-71.05682,42.35084
36.8886368186,-71.05792,42.35195
58.0309653098,-71.06255,42.353416
42.6925916415,-71.0616,42.34915
36.4022988587,-71.0616,42.34915
32.4948378904,-71.05981,42.353745
45.2611106892,-71.16543,42.349953
48.4839141391,-71.060616,42.34977
45.2342913815,-71.16543,42.349953
12.596740844,-71.057434,42.35225
41.6912202687,-71.0591,42.352623
71.5620212023,-71.06255,42.353416
38.0876994119,-71.06338,42.354435
33.7972594376,-71.0591,42.352623
42.0860647236,-71.054985,42.365646
53.6764380877,-71.06251,42.353416
57.4817168969,-71.059525,42.355785
49.9078768037,-71.06255,42.353416
53.0242120748,-71.09605,42.374336
41.6912202687,-71.0591,42.352623
37.7797511033,-71.09605,42.374336
49.5140092354,-71.05914,42.352352
29.0625706382,-71.05644,42.364346
32.5193808193,-71.0557,42.363514
31.3947522326,-71.05711,42.364212
28.2552770094,-71.05528,42.365864
51.2532467355,-71.05598,42.36453
26.909787628,-71.05528,42.365864
41.7101708233,-71.05644,42.364346
32.2917451535,-71.05711,42.364212
37.6737026791,-71.05747,42.364132
43.0556602047,-71.055275,42.366222
44.1144059475,-71.05389,42.367256
43.0556602047,-71.056595,42.367817
40.120047009,-71.05746,42.364025
30.3696174658,-71.05711,42.364086
38.7500941843,-71.05661,42.365986
29.8077647571,-71.05308,42.366222
38.7500941843,-71.05661,42.365986
44.1144059475,-71.05389,42.367256
26.909787628,-71.05464,42.36709
33.119738619,-71.05404,42.366768
42.6293665393,-71.05415,42.366783
45.7466389675,-71.054405,42.36748
47.3612262252,-71.121506,42.311237
36.0591154215,-71.05212,42.3657
43.7284048954,-71.05576,42.364235
41.0985847409,-71.05265,42.364384
39.0925823904,-71.12119,42.312466
55.1288863057,-71.05534,42.36633
51.6667922457,-71.05653,42.36429
47.6096242648,-71.054695,42.366714
40.7491069795,-71.05624,42.365826
45.3217475839,-71.05534,42.36633
41.9792686996,-71.05195,42.365135
35.291524758,-71.05639,42.365597
37.3571169423,-71.05572,42.36462
44.2858219249,-71.054985,42.364456
37.1355069266,-71.12119,42.312466
28.2552770094,-71.05312,42.36375
40.9028771945,-71.05415,42.366783
40.3840968731,-71.05785,42.366776
31.8024762876,-71.054085,42.363293
43.0556602047,-71.05537,42.363155
35.8797168373,-71.0551,42.36341
33.5580881007,-71.121254,42.31263
34.4445281638,-71.05407,42.363537
31.4637516881,-71.055305,42.365814
30.6357582226,-71.05516,42.3654
33.119738619,-71.05513,42.36545
33.8294473037,-71.05527,42.363457
32.2917451535,-71.05577,42.365612
26.909787628,-71.05777,42.36598
40.120047009,-71.05746,42.364025
62.1915091846,-71.05197,42.364857
44.2352673336,-71.053276,42.366512
67.4365762243,-71.05197,42.364857
61.5080860068,-71.05551,42.366364
67.9826213759,-71.054634,42.36738
34.4445281638,-71.05574,42.366158
43.0556602047,-71.05561,42.36334
35.8797168373,-71.055855,42.36586
35.8797168373,-71.0551,42.36341
59.6155295142,-71.05468,42.365475
33.119738619,-71.05393,42.366695
43.0556602047,-71.056,42.365383
29.8997640311,-71.055855,42.36586
51.6667922457,-71.0528,42.367054
40.3386565023,-71.05451,42.365772
40.7215495933,-71.058044,42.366287
36.3282132977,-71.121254,42.31263
32.0226472773,-71.05148,42.362717
41.9373313682,-71.05785,42.366776
26.4612911675,-71.05572,42.36462
44.4011495861,-71.054634,42.36738
43.0556602047,-71.05561,42.36334
27.5825323187,-71.05303,42.367096
44.6702474624,-71.05359,42.36712
82.2929285259,-71.05389,42.367256
41.9792686996,-71.05494,42.365616
49.6796079285,-71.05498,42.36569
36.0591154215,-71.05212,42.3657
52.3649921409,-71.053154,42.366367
39.7239722127,-71.05411,42.365486
32.9249166271,-71.05606,42.36409
36.0591154215,-71.05212,42.3657
37.1355069266,-71.12119,42.312466
32.2917451535,-71.05472,42.367455
13.454893814,-71.05539,42.366074
16.7123944216,-71.05335,42.366592
32.7223017556,-71.05404,42.366768
38.830862378,-71.05785,42.366776
35.1243543775,-71.05484,42.36322
28.7997727122,-71.0553,42.364883
32.462600948,-71.0531,42.365646
50.8295988528,-71.05437,42.367577
43.0556602047,-71.05748,42.36415
30.4977593117,-71.055145,42.36338
48.4376177303,-71.05628,42.36388
32.4978289469,-71.05411,42.365486
17.2222640819,-71.05665,42.367325
35.1243543775,-71.05484,42.36322
39.2566313631,-71.053375,42.36709
44.8496460466,-71.05601,42.365707
28.7037734698,-71.055145,42.36338
39.8264856894,-71.05536,42.364433
32.2272905724,-71.05785,42.366776
45.9260375517,-71.05534,42.36633
35.4576025215,-71.05519,42.366478
36.3282132977,-71.05666,42.367283
22.9630187759,-71.05536,42.363163
37.1355069266,-71.12119,42.312466
39.467688521,-71.05341,42.364586
60.185331469,-71.052925,42.366493
31.4637516881,-71.05446,42.366585
43.0556602047,-71.0557,42.364834
38.830862378,-71.05785,42.366776
53.9065212579,-71.06924,42.35628
34.2488206174,-71.06489,42.359695
44.5356128789,-71.06924,42.35628
39.9802559044,-71.06492,42.359955
50.2316035722,-71.06883,42.359894
38.1629715451,-71.06662,42.359432
48.1813340386,-71.06713,42.359978
27.6013240698,-71.0674,42.365597
28.0250710684,-71.06637,42.363476
54.2304117082,-71.06763,42.36009
60.066490241,-71.068985,42.359398
43.0556602047,-71.064964,42.360687
28.5989301414,-71.06395,42.36319
55.2035071911,-71.06653,42.359875
45.0127356686,-71.06693,42.359432
32.0072363857,-71.0674,42.365597
46.6436318885,-71.06991,42.359776
76.2443982792,-71.07023,42.36022
31.5525148066,-71.065796,42.35946
34.7223066167,-71.0627,42.36093
35.0151453472,-71.05968,42.364403
34.0857309954,-71.06991,42.359776
40.4658460571,-71.066765,42.360733
34.1216107122,-71.05985,42.366478
35.3559253506,-71.14376,42.344543
50.0294643224,-71.065796,42.35946
46.3446342481,-71.0627,42.36093
41.3560946703,-71.06711,42.360928
40.3646814419,-71.0667,42.359867
33.4877357148,-71.06653,42.359436
49.4081346612,-71.066246,42.360603
48.4376177303,-71.06947,42.3605
46.1310645051,-71.06462,42.3599
48.3479184382,-71.06797,42.35869
26.1622935272,-71.05936,42.366802
44.159651492,-71.06473,42.360413
30.2880726548,-71.06384,42.363453
38.1082706781,-71.06618,42.364235
30.9495136157,-71.06637,42.363476
27.5383811098,-71.06637,42.363476
26.0779896812,-71.06618,42.364235
41.3560946703,-71.06711,42.360928
47.9287781097,-71.06659,42.359188
35.7679420185,-71.0641,42.364304
38.2283891094,-71.06804,42.360966
35.3671494539,-71.06945,42.356712
65.6336283609,-71.06464,42.359695
31.0829632494,-71.0674,42.365597
36.3400238055,-71.07131,42.360435
39.7271264735,-71.06532,42.36563
49.110362421,-71.06711,42.360928
59.578865597,-71.07209,42.29977
38.3496973442,-71.06637,42.363476
30.1389621433,-71.0652,42.360123
43.4696569375,-71.0676,42.359795
62.6759610575,-71.067055,42.360195
69.8199895212,-71.07088,42.358284
29.7772240145,-71.063995,42.362926
26.527610193,-71.06618,42.364235
51.6667922457,-71.07088,42.358284
43.8836536702,-71.06829,42.35917
44.2493639771,-71.06816,42.360924
43.0556602047,-71.063446,42.35954
30.7540430034,-71.06854,42.36044
57.9595425833,-71.06659,42.359188
35.7863086924,-71.0622,42.365116
28.5970112943,-71.0674,42.365597
25.7885464768,-71.06637,42.363476
24.9742808612,-71.064766,42.360065
39.6919367512,-71.06427,42.36062
59.578865597,-71.07209,42.29977
33.119738619,-71.064964,42.360687
52.4068114054,-71.0646,42.359497
24.6717458846,-71.063995,42.362926
10.6571150436,-71.06609,42.360104
44.7006439003,-71.0694,42.360065
36.7272692035,-71.06343,42.36035
38.2716979598,-71.06703,42.359875
34.2488206174,-71.06489,42.35976
35.6421028185,-71.06526,42.359184
30.7540430034,-71.064964,42.360687
43.0384379406,-71.06713,42.359978
118.403065563,-71.07095,42.35851
59.7995280621,-71.0694,42.364426
31.9946519568,-71.0674,42.365597
39.141509277,-71.06854,42.36044
43.0556602047,-71.06763,42.36043
37.6737026791,-71.06492,42.359955
47.9483488644,-71.06682,42.35918
60.5470221629,-71.069916,42.35971
35.5209196689,-71.05609,42.363533
35.8284600989,-71.06526,42.359184
29.8644632471,-71.06637,42.363476
29.8644632471,-71.06637,42.363476
63.0595511542,-71.06924,42.35628
31.4306319495,-71.08828,42.35149
40.7209901054,-71.08548,42.350246
39.0690250006,-71.08524,42.349117
47.6471088785,-71.08332,42.343132
36.6951649472,-71.088005,42.345352
49.5206230081,-71.08648,42.35091
44.6841491977,-71.087494,42.351112
49.3346106513,-71.090904,42.34282
59.4847937039,-71.08863,42.34582
35.099722993,-71.088005,42.345352
46.9629801535,-71.0881,42.35007
59.9703838566,-71.089424,42.34466
49.0985598826,-71.10786,42.33505
52.4740858745,-71.0887,42.34349
40.6636790822,-71.09076,42.34329
48.4376177303,-71.0887,42.34645
44.0979407114,-71.08808,42.345684
36.0465992412,-71.088745,42.3504
46.4193836582,-71.087746,42.34151
48.4376177303,-71.084785,42.350967
35.8797168373,-71.089294,42.351254
54.2422420773,-71.08724,42.350807
35.2273583493,-71.081665,42.34366
43.225170678,-71.089035,42.350693
39.6565291359,-71.085495,42.34944
43.7031137416,-71.081535,42.344006
43.7031137416,-71.081535,42.344006
37.9902884159,-71.08708,42.342926
38.0675044493,-71.08947,42.34502
34.2488206174,-71.0882,42.340965
55.5281332005,-71.08767,42.34154
40.9028771945,-71.09005,42.34274
54.5155180394,-71.08684,42.35052
47.4124829635,-71.091286,42.341175
37.6294327582,-71.08708,42.342926
47.2101537333,-71.0881,42.35007
43.7031137416,-71.081535,42.344006
48.2223394293,-71.08962,42.35027
38.5803406852,-71.0901,42.342453
35.6729173166,-71.08898,42.3513
56.7517489518,-71.107864,42.335052
54.7637783306,-71.10786,42.33505
49.1590426418,-71.08724,42.350807
53.4484057714,-71.084785,42.348736
60.5470221629,-71.09679,42.337975
38.0675044493,-71.09002,42.344418
49.1952241827,-71.08954,42.34427
48.1872941245,-71.089134,42.344692
33.1033101772,-71.08906,42.342216
58.6035375009,-71.08887,42.344658
31.753549401,-71.08994,42.34285
34.5702381206,-71.089714,42.345535
56.1852708716,-71.090904,42.34282
39.141509277,-71.08967,42.342316
46.7243900936,-71.08346,42.34243
56.7517489518,-71.10787,42.33506
38.0587532989,-71.0899,42.344868
45.7466389675,-71.08527,42.34644
47.6471088785,-71.08332,42.343132
63.8537333545,-71.08863,42.34582
37.9456464789,-71.08708,42.342926
41.0836452335,-71.081894,42.344296
39.6629522861,-71.089554,42.3427
36.862722778,-71.08967,42.342316
39.467688521,-71.08976,42.34536
32.2917451535,-71.08984,42.345055
63.5507899701,-71.08834,42.343533
36.7767097582,-71.08996,42.343056
43.0556602047,-71.0882,42.340965
43.0556602047,-71.08954,42.34427
46.6436318885,-71.089035,42.3461
47.4124829635,-71.091286,42.341175
46.3676340666,-71.088196,42.345974
56.571712627,-71.08863,42.34582
56.6521844799,-71.10786,42.33505
44.8496460466,-71.090355,42.343323
46.4065766484,-71.08961,42.350094
40.3646814419,-71.08906,42.342216
80.7293628839,-71.086174,42.34678
47.4124829635,-71.09049,42.341747
46.6436318885,-71.08887,42.344658
77.3656394304,-71.08586,42.346107
33.897988291,-71.089554,42.3427
35.8797168373,-71.089294,42.351254
46.8751139326,-71.10786,42.33505
50.9869660319,-71.10786,42.33505
45.5504217661,-71.090355,42.343323
59.4847937039,-71.08832,42.34593
47.6687666552,-71.08888,42.350357
41.3996732738,-71.09076,42.34329
62.4307072969,-71.09104,42.34233
35.1474777181,-71.085495,42.34944
35.9939834514,-71.08898,42.3513
47.4124829635,-71.091286,42.341175
39.0572563358,-71.08962,42.35027
48.1210319935,-71.090904,42.34282
67.7727984704,-71.08963,42.34401
62.2769370818,-71.08552,42.345387
38.696274609,-71.0869,42.35083
47.4124829635,-71.091286,42.341175
56.7517489518,-71.107864,42.335052
29.6007663908,-71.088066,42.343906
40.5716798083,-71.08508,42.34916
61.092490831,-71.08863,42.34582
38.0675044493,-71.089424,42.34466
38.0675044493,-71.08991,42.344803
34.1711588926,-71.08906,42.342216
53.8195752559,-71.0887,42.34349
41.9053181382,-71.082016,42.344193
48.7964148987,-71.08523,42.345345
41.6204715312,-71.089874,42.342712
47.8396224497,-71.08833,42.345924
53.8195752559,-71.0887,42.34645
47.8396224497,-71.08832,42.34593
63.5507899701,-71.08971,42.34374
58.1251412764,-71.0845,42.34523
62.4307072969,-71.09104,42.34233
62.4307072969,-71.09104,42.34233
53.8195752559,-71.09104,42.34233
62.4307072969,-71.09104,42.34233
46.4193836582,-71.08772,42.34334
58.1251412764,-71.08479,42.345276
40.9028771945,-71.08772,42.34334
38.0675044493,-71.089424,42.34466
62.2769370818,-71.08552,42.345387
38.0675044493,-71.08991,42.344803
35.1474777181,-71.085495,42.34944
54.2575283999,-71.08404,42.346123
76.7469077945,-71.08404,42.346123
51.8685561706,-71.08404,42.346123
79.1464341999,-71.08404,42.346123
55.1067399855,-71.08404,42.346123
58.9378633926,-71.08863,42.34582
53.8195752559,-71.08952,42.34126
54.2182387763,-71.087715,42.342422
44.8496460466,-71.08866,42.34992
52.0834599251,-71.107864,42.335052
52.2392288373,-71.08768,42.347958
39.5914116825,-71.089294,42.351254
47.4124829635,-71.091286,42.341175
45.1247972493,-71.11215,42.332294
53.8195752559,-71.10786,42.33505
39.1151690958,-71.08962,42.35027
54.5155180394,-71.08678,42.350525
35.7468289971,-71.08548,42.350246
107.639150512,-71.08509,42.34865
30.7215334442,-71.088486,42.350468
41.9543582994,-71.08845,42.342125
44.3491778933,-71.087715,42.342422
39.8264856894,-71.08806,42.34274
37.9183371121,-71.08888,42.350357
35.2162227848,-71.087715,42.342422
41.0985847409,-71.089134,42.344692
54.7637783306,-71.10786,42.33505
26.2096955921,-71.08098,42.34448
34.77572555,-71.085464,42.35039
34.4445281638,-71.089554,42.3427
62.2769370818,-71.08552,42.345387
62.2769370818,-71.08552,42.345387
34.4445281638,-71.085495,42.34944
37.6737026791,-71.08806,42.34274
55.1112450621,-71.08742,42.342976
48.1543568079,-71.088524,42.342808
40.9028771945,-71.089745,42.34542
39.9802559044,-71.08769,42.343018
62.2769370818,-71.08598,42.34545
44.4089269814,-71.08635,42.34402
49.8539223423,-71.08194,42.343285
42.4224887311,-71.0869,42.350395
46.9698111324,-71.08812,42.348732
44.8496460466,-71.08866,42.34992
51.0423208381,-71.08586,42.346107
58.2182905413,-71.087685,42.34979
34.9827239163,-71.08761,42.34267
40.3646814419,-71.08676,42.343197
45.7466389675,-71.08824,42.343422
37.6737026791,-71.08845,42.342125
35.2273583493,-71.08845,42.342125
138.734905104,-71.08509,42.34865
47.9316962773,-71.08768,42.347958
60.7844614655,-71.090904,42.34282
101.659197706,-71.08509,42.34865
47.3671937457,-71.0875,42.34984
49.3757571155,-71.08808,42.348396
40.5716798083,-71.08508,42.34916
10.7639150512,-71.11113,42.33227
38.0675044493,-71.089424,42.34466
54.5155180394,-71.08678,42.350525
46.6436318885,-71.09944,42.33793
29.8004292668,-71.11234,42.33216
41.9010533999,-71.090355,42.343323
52.8585114121,-71.08527,42.34644
74.4186604755,-71.068565,42.35216
37.6229117483,-71.07996,42.35277
68.8890563276,-71.08046,42.350403
32.3788142338,-71.07769,42.354347
46.3845318925,-71.079605,42.3441
43.7707885816,-71.080826,42.345066
41.7101708233,-71.07355,42.35267
38.9984922239,-71.06624,42.352276
35.7580906785,-71.07865,42.351284
35.7580906785,-71.07865,42.351284
47.956850306,-71.084435,42.351566
50.0647211683,-71.0839,42.350815
27.1091193882,-71.076744,42.344296
63.1556240248,-71.07338,42.355526
69.4446132334,-71.07392,42.348755
53.4269704516,-71.07919,42.34594
55.1291657744,-71.07919,42.34594
48.2745281083,-71.07492,42.344948
43.0556602047,-71.07224,42.353024
43.8836536702,-71.075356,42.34466
44.5403381428,-71.07242,42.34425
30.4977593117,-71.076744,42.344296
28.7037734698,-71.078545,42.344902
56.4432795496,-71.073105,42.355003
52.1995880409,-71.082886,42.352776
37.6288530331,-71.073105,42.355003
42.2868091296,-71.07865,42.351284
50.5244992198,-71.076904,42.34351
48.4376177303,-71.07799,42.352806
49.6640148313,-71.07549,42.35435
39.1023677677,-71.06899,42.350254
42.382915514,-71.07939,42.3533
48.1606937413,-71.0753,42.34543
64.5834903071,-71.07857,42.35411
45.1002027284,-71.07258,42.34456
45.7205129601,-71.0777,42.344902
42.4891383599,-71.077965,42.352417
42.4891383599,-71.077515,42.35254
53.9583649915,-71.07865,42.351284
32.2917451535,-71.07922,42.343933
36.0357156061,-71.07543,42.354954
30.4977593117,-71.076744,42.344296
43.8066310223,-71.07492,42.344948
54.3225619405,-71.0725,42.346375
74.4673368321,-71.08155,42.348835
32.2917451535,-71.07543,42.354954
46.8353555662,-71.08032,42.35083
41.5179580546,-71.0677,42.349434
54.3633194183,-71.0789,42.34621
37.6737026791,-71.07543,42.354954
43.0556602047,-71.08138,42.350155
43.0556602047,-71.07949,42.34507
35.9217305572,-71.07939,42.3533
35.8797168373,-71.07876,42.353466
34.5982983788,-71.067154,42.34926
58.6614747599,-71.08269,42.352413
40.4658460571,-71.079704,42.345608
