longitude,latitude,bathrooms,last_sold_price,zestimate_amount,prices,property_size,zip,zestimate_valuation_range_high,long,tax_year,zestimate_value_change,status,zestimate_percentile,bedrooms,zestimate_last_updated,zillow_id,address,lat,last_sold_date,tax_value,zillow,year_built,zestimate_valuationRange_low,graph_data_link,home_size,home_detail_link,home_type,property,map_this_home_link
-71.135391,42.351506,5.5,205000,794966,"899,000",1018,2134,834714,-71.063154,2011,25648,House For Sale,0,11,11/12/2016,59088443,"48 Allston St, Boston, MA",42.381114,11/15/2011,638200,0,1890,755218,http://www.zillow.com/homedetails/48-Allston-St-Boston-MA-02134/59088443_zpid/#charts-and-data,4372,http://www.zillow.com/homedetails/48-Allston-St-Boston-MA-02134/59088443_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59088443_zpid/
-71.050984,42.363842,2,,2030326,"1,995,000",,2110,2131842,-71.050599,,,Condo For Sale,0,2,11/12/2016,2096444760,"28 Atlantic Ave # 434, Boston, MA",42.363346,,,0,1830,1908506,,1680,http://www.zillow.com/homedetails/28-Atlantic-Ave-434-Boston-MA-02110/2096444760_zpid/,Condominium,0,http://www.zillow.com/homes/2096444760_zpid/
-70.997947,42.388927,1,,409538,"389,900",,2128,430015,-70.9979479,,,Condo For Sale,0,4,11/12/2016,2096391255,"1203 Bennington St # 1, Boston, MA",42.388927,,,0,1910,380870,,1608,http://www.zillow.com/homedetails/1203-Bennington-St-1-Boston-MA-02128/2096391255_zpid/,Condominium,0,http://www.zillow.com/homes/2096391255_zpid/
-71.065177,42.296724,2,571000,698786,"689,000",6534,2124,740713,-71.0651299,2014,57574,House For Sale,0,3,11/12/2016,59105049,"26 Upland Ave, Dorchester Center, MA",42.2967516,05/25/2005,533500,0,1922,663847,http://www.zillow.com/homedetails/26-Upland-Ave-Dorchester-Center-MA-02124/59105049_zpid/#charts-and-data,2657,http://www.zillow.com/homedetails/26-Upland-Ave-Dorchester-Center-MA-02124/59105049_zpid/,SingleFamily,0,http://www.zillow.com/homes/59105049_zpid/
-71.058746,42.374206,2,500000,992372,"969,000",1537,2108,1041991,-71.067244,2014,-23580,Condo For Sale,0,3,11/12/2016,59212287,"21 Chestnut St UNIT 1, Boston, MA",42.3577722,06/15/2011,514335,0,1875,932830,http://www.zillow.com/homedetails/21-Chestnut-St-UNIT-1-Boston-MA-02129/59212287_zpid/#charts-and-data,1537,http://www.zillow.com/homedetails/21-Chestnut-St-UNIT-1-Boston-MA-02129/59212287_zpid/,Condominium,0,http://www.zillow.com/homes/59212287_zpid/
-71.03587,42.32961,3,,1167241,"1,100,000",6301,2127,1283965,-71.0357925,,,Condo For Sale,0,3,11/12/2016,2096432914,"1650 Columbia Rd # 1, Boston, MA",42.3297241,,,0,1917,887103,,2380,http://www.zillow.com/homedetails/1650-Columbia-Rd-1-Boston-MA-02127/2096432914_zpid/,Condominium,0,http://www.zillow.com/homes/2096432914_zpid/
-71.042652,42.331196,1,275000,709656,"725,000",871,2127,759332,-71.0426438,2014,-18302,House For Sale,0,2,11/12/2016,59151089,"459 E 8th St, South Boston, MA",42.3312024,06/06/2011,425300,0,1900,624497,http://www.zillow.com/homedetails/459-E-8th-St-South-Boston-MA-02127/59151089_zpid/#charts-and-data,2062,http://www.zillow.com/homedetails/459-E-8th-St-South-Boston-MA-02127/59151089_zpid/,SingleFamily,0,http://www.zillow.com/homes/59151089_zpid/
-71.02738,42.38123,2,,344957,"359,000",,2128,376003,-71.027618,,,Condo For Sale,0,2,11/12/2016,2096434629,"325 E Eagle St # 1, Boston, MA",42.3811765,,,0,1890,300113,,702,http://www.zillow.com/homedetails/325-E-Eagle-St-1-Boston-MA-02128/2096434629_zpid/,Condominium,0,http://www.zillow.com/homes/2096434629_zpid/
-71.0643,42.3446,2,1146000,1257388,"1,249,000",,2118,1659752,-71.063773,,-153450,Condo For Sale,0,2,11/12/2016,2099183237,"32 Traveler St #210, Boston, MA",42.3444386,11/17/2015,,0,2015,1119075,,1104,http://www.zillow.com/homedetails/32-Traveler-St-210-Boston-MA-02118/2099183237_zpid/,Condominium,0,http://www.zillow.com/homes/2099183237_zpid/
-71.050234,42.374417,4,,1831880,"1,850,000",,2129,1923474,-71.0502737,,,Condo For Sale,0,3,11/12/2016,2096434580,"19 Constellation Wharf # 19, Boston, MA",42.3745586,,,0,1987,1648692,,2513,http://www.zillow.com/homedetails/19-Constellation-Wharf-19-Boston-MA-02129/2096434580_zpid/,Condominium,0,http://www.zillow.com/homes/2096434580_zpid/
-71.030729,42.380063,3,60000,842835,"839,900",1742,2128,884977,-71.0306797,2014,227023,Apartment For Sale,0,8,11/12/2016,59119384,"249 Lexington St, Boston, MA",42.3800627,11/20/1987,263300,0,1900,792265,http://www.zillow.com/homedetails/249-Lexington-St-Boston-MA-02128/59119384_zpid/#charts-and-data,3084,http://www.zillow.com/homedetails/249-Lexington-St-Boston-MA-02128/59119384_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59119384_zpid/
-71.039001,42.38187,3,,616986,"749,000",,2128,647835,-71.0390517,,,Condo For Sale,0,3,11/12/2016,2096458855,"447 Meridian St # 2, Boston, MA",42.3818743,,,0,1910,579967,,2000,http://www.zillow.com/homedetails/447-Meridian-St-2-Boston-MA-02128/2096458855_zpid/,Condominium,0,http://www.zillow.com/homes/2096458855_zpid/
-71.043159,42.335853,2,,786503,"859,000",,2127,912343,-71.0431028,,,Condo For Sale,0,2,11/12/2016,2096458580,"530 E Broadway # 2, Boston, MA",42.3356751,,,0,1910,715718,,1082,http://www.zillow.com/homedetails/530-E-Broadway-2-Boston-MA-02127/2096458580_zpid/,Condominium,0,http://www.zillow.com/homes/2096458580_zpid/
-71.064406,42.344594,2,,1374679,"1,379,000",,2118,1539640,-71.0635677,,,Condo For Sale,0,2,11/12/2016,2096419562,"40 Traveler St # 308, Boston, MA",42.3443934,,,0,,1305945,,1254,http://www.zillow.com/homedetails/40-Traveler-St-308-Boston-MA-02118/2096419562_zpid/,Condominium,0,http://www.zillow.com/homes/2096419562_zpid/
-71.060478,42.363594,2,,943308,"897,000",,2114,1065938,-71.060477,,,Condo For Sale,0,1,11/12/2016,2096390798,"121 Portland St # 603, Boston, MA",42.3635949,,,0,2016,716914,,826,http://www.zillow.com/homedetails/121-Portland-St-603-Boston-MA-02114/2096390798_zpid/,Condominium,0,http://www.zillow.com/homes/2096390798_zpid/
-71.038663,42.378587,3,525000,781928,"875,000",2613,2128,821024,-71.0386268,2014,109497,Apartment For Sale,0,8,11/12/2016,59213171,"23 Eutaw St, Boston, MA",42.3786735,10/28/2004,347200,0,1910,742832,http://www.zillow.com/homedetails/23-Eutaw-St-Boston-MA-02128/59213171_zpid/#charts-and-data,3102,http://www.zillow.com/homedetails/23-Eutaw-St-Boston-MA-02128/59213171_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59213171_zpid/
-71.035886,42.329594,2,,880708,"899,000",6301,2127,1004007,-71.0357925,,,Condo For Sale,0,3,11/12/2016,2096432712,"1650 Columbia Rd # 2, Boston, MA",42.3297241,,,0,1917,616496,,1315,http://www.zillow.com/homedetails/1650-Columbia-Rd-2-Boston-MA-02127/2096432712_zpid/,Condominium,0,http://www.zillow.com/homes/2096432712_zpid/
-71.055572,42.296354,3,759,608571,"788,000",5662,2122,876342,-71.0555626,2015,90873,House For Sale,0,4,11/12/2016,59106792,"29 Neponset Ave, Dorchester, MA",42.2963709,02/01/2011,336800,0,2016,395571,http://www.zillow.com/homedetails/29-Neponset-Ave-Dorchester-MA-02122/59106792_zpid/#charts-and-data,2270,http://www.zillow.com/homedetails/29-Neponset-Ave-Dorchester-MA-02122/59106792_zpid/,SingleFamily,0,http://www.zillow.com/homes/59106792_zpid/
-71.032171,42.38111,3,285000,709426,"849,000",6098,2128,794557,-71.032171,2014,97680,Apartment For Sale,0,7,11/12/2016,59121945,"225 E Eagle St, East Boston, MA",42.38111,08/02/2000,294500,0,1900,645578,http://www.zillow.com/homedetails/225-E-Eagle-St-East-Boston-MA-02128/59121945_zpid/#charts-and-data,2728,http://www.zillow.com/homedetails/225-E-Eagle-St-East-Boston-MA-02128/59121945_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59121945_zpid/
-71.069465,42.271663,2,,703723,"690,000",,2124,738909,-71.0686086,,,Condo For Sale,0,1,11/12/2016,2096434273,"1241-1255 Adams St # WM104, Boston, MA",42.2710088,,,0,1900,661500,,1554,http://www.zillow.com/homedetails/1241-1255-Adams-St-WM104-Boston-MA-02124/2096434273_zpid/,Condominium,0,http://www.zillow.com/homes/2096434273_zpid/
-71.037338,42.377548,2,,551807,"619,900",,2128,778048,-71.037336,,,Condo For Sale,0,3,11/12/2016,2096464097,"65 Lexington # 3, Boston, MA",42.377548,,,0,2016,441446,,1188,http://www.zillow.com/homedetails/65-Lexington-3-Boston-MA-02128/2096464097_zpid/,Condominium,0,http://www.zillow.com/homes/2096464097_zpid/
-71.042648,42.331195,3,,1408503,"1,450,000",2178,2127,1577523,-71.0426438,,,Apartment For Sale,0,6,11/12/2016,2096390286,"461/459 East # 8TH, Boston, MA",42.3312024,,,0,1900,1323993,,4149,http://www.zillow.com/homedetails/461-459-East-8TH-Boston-MA-02127/2096390286_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/2096390286_zpid/
-71.035865,42.32959,2,,1002552,"1,300,000",6301,2127,1142909,-71.0357925,,,Condo For Sale,0,3,11/12/2016,2096432567,"1650 Columbia Rd # 3, Boston, MA",42.3297241,,,0,1907,701786,,1317,http://www.zillow.com/homedetails/1650-Columbia-Rd-3-Boston-MA-02127/2096432567_zpid/,Condominium,0,http://www.zillow.com/homes/2096432567_zpid/
-71.032333,42.367069,2,,603197,"599,900",,2128,753996,-71.0322932,,,Condo For Sale,0,3,11/12/2016,2096449902,"46 Lamson St # 3, Boston, MA",42.3670608,,,0,2016,446366,,1350,http://www.zillow.com/homedetails/46-Lamson-St-3-Boston-MA-02128/2096449902_zpid/,Condominium,0,http://www.zillow.com/homes/2096449902_zpid/
-71.091266,42.314037,3,335000,631591,"1,125,000",1838,2121,701066,-71.0912679,2014,70706,Apartment For Sale,0,8,11/12/2016,59114244,"37 Abbotsford St, Dorchester, MA",42.3140367,09/11/2014,147400,0,1920,568432,http://www.zillow.com/homedetails/37-Abbotsford-St-Dorchester-MA-02121/59114244_zpid/#charts-and-data,4500,http://www.zillow.com/homedetails/37-Abbotsford-St-Dorchester-MA-02121/59114244_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59114244_zpid/
-71.030736,42.36591,3,300189,546023,"600,000",435,2128,595165,-71.0307699,2014,5109,Apartment For Sale,0,3,11/12/2016,59121131,"216 Everett St, Boston, MA",42.3659367,02/14/2008,261600,0,1900,507801,http://www.zillow.com/homedetails/216-Everett-St-Boston-MA-02128/59121131_zpid/#charts-and-data,1620,http://www.zillow.com/homedetails/216-Everett-St-Boston-MA-02128/59121131_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59121131_zpid/
-71.029785,42.334274,3,,868071,"899,999",,2127,911475,-71.0297992,,,Condo For Sale,0,2,11/12/2016,2105220284,"768 E 5th St # 2, Boston, MA",42.3341991,,,0,1900,815987,,1112,http://www.zillow.com/homedetails/768-E-5th-St-2-Boston-MA-02127/2105220284_zpid/,Condominium,0,http://www.zillow.com/homes/2105220284_zpid/
-71.016921,42.382091,1,,464571,"449,900",,2128,506382,-71.016921,,,Condo For Sale,0,2,11/12/2016,2096449916,"69 Horace St UNIT 1, East Boston, MA",42.382093,,,0,2016,367011,,900,http://www.zillow.com/homedetails/69-Horace-St-UNIT-1-East-Boston-MA-02128/2096449916_zpid/,Condominium,0,http://www.zillow.com/homes/2096449916_zpid/
-71.115165,42.251413,2,130000,617392,"585,000",12196,2136,648262,-71.115165,2014,-18017,Apartment For Sale,0,4,11/12/2016,59127182,"57 Highland St, Boston, MA",42.251413,01/14/1994,419100,0,1905,586522,http://www.zillow.com/homedetails/57-Highland-St-Boston-MA-02136/59127182_zpid/#charts-and-data,4167,http://www.zillow.com/homedetails/57-Highland-St-Boston-MA-02136/59127182_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59127182_zpid/
-71.016921,42.382091,1,,464571,"459,900",,2128,506382,-71.016921,,,Condo For Sale,0,2,11/12/2016,2096449911,"69 Horace St UNIT 2, East Boston, MA",42.382093,,,0,2016,367011,,900,http://www.zillow.com/homedetails/69-Horace-St-UNIT-2-East-Boston-MA-02128/2096449911_zpid/,Condominium,0,http://www.zillow.com/homes/2096449911_zpid/
-71.052022,42.293834,1,160000,220838,"210,000",,2122,231880,-71.052107,2014,10550,Condo For Sale,0,2,11/12/2016,81947069,"135 Neponset Ave APT 45, Dorchester, MA",42.293773,07/31/2015,106800,0,1965,203171,http://www.zillow.com/homedetails/135-Neponset-Ave-APT-45-Dorchester-MA-02122/81947069_zpid/#charts-and-data,725,http://www.zillow.com/homedetails/135-Neponset-Ave-APT-45-Dorchester-MA-02122/81947069_zpid/,Condominium,0,http://www.zillow.com/homes/81947069_zpid/
-71.119036,42.262398,3,427500,497701,"540,000",5227,2136,527563,-71.119036,2014,17599,Apartment For Sale,0,4,11/12/2016,59126388,"124 Central Ave, Boston, MA",42.262398,08/14/2015,258800,0,1905,437977,http://www.zillow.com/homedetails/124-Central-Ave-Boston-MA-02136/59126388_zpid/#charts-and-data,2048,http://www.zillow.com/homedetails/124-Central-Ave-Boston-MA-02136/59126388_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59126388_zpid/
-71.089133,42.283199,,,,"400,000",8712,2126,,-71.08934,,,Lot/Land For Sale,0,,12/31/1969,2096444339,"769-771 Morton St, Boston, MA",42.283062,,,0,,,,,http://www.zillow.com/homedetails/769-771-Morton-St-Boston-MA-02126/2096444339_zpid/,VacantResidentialLand,0,http://www.zillow.com/homes/2096444339_zpid/
-71.027664,42.38116,2,,324083,"369,000",,2128,346769,-71.027618,,,Condo For Sale,0,2,11/12/2016,2096406858,"325 E Eagle St # 2, Boston, MA",42.3811765,,,0,1890,298156,,732,http://www.zillow.com/homedetails/325-E-Eagle-St-2-Boston-MA-02128/2096406858_zpid/,Condominium,0,http://www.zillow.com/homes/2096406858_zpid/
-71.14814,42.33728,1,305000,425907,"399,000",828,2135,451461,-71.1498763,2014,,Condo For Sale,0,2,11/12/2016,2096602470,"42 Orkney Rd APT 4, Boston, MA",42.336801,04/27/2012,259600,0,1910,391834,http://www.zillow.com/homedetails/42-Orkney-Rd-APT-4-Boston-MA-02135/59095032_zpid/#charts-and-data,828,http://www.zillow.com/homedetails/42-Orkney-Rd-APT-4-Boston-MA-02135/2096602470_zpid/,Condominium,0,http://www.zillow.com/homes/2096602470_zpid/
-71.093373,42.283602,2,,376982,"299,000",,2126,508926,-71.0935988,,,Condo For Sale,0,3,11/12/2016,2096537260,"47 Goodale Rd # 2, Boston, MA",42.283885,,,0,2016,248808,,1322,http://www.zillow.com/homedetails/47-Goodale-Rd-2-Boston-MA-02126/2096537260_zpid/,Condominium,0,http://www.zillow.com/homes/2096537260_zpid/
-71.056088,42.363359,2,,834708,"849,500",,2113,959914,-71.056105,,,Condo For Sale,0,2,11/12/2016,2096509050,"60 Salem St # 02, Boston, MA",42.363265,,,0,1900,759584,,851,http://www.zillow.com/homedetails/60-Salem-St-02-Boston-MA-02113/2096509050_zpid/,Condominium,0,http://www.zillow.com/homes/2096509050_zpid/
-71.032432,42.371398,1,345000,391858,"378,274",,2128,415369,-71.0325382,2014,-8913,Condo For Sale,0,2,11/12/2016,71489731,"156 Porter St APT 312, Boston, MA",42.3713341,11/30/2015,236400,0,1910,372265,http://www.zillow.com/homedetails/156-Porter-St-APT-312-Boston-MA-02128/71489731_zpid/#charts-and-data,1018,http://www.zillow.com/homedetails/156-Porter-St-APT-312-Boston-MA-02128/71489731_zpid/,Condominium,0,http://www.zillow.com/homes/71489731_zpid/
-71.163192,42.352818,1,322500,461022,"434,000",,2135,488683,-71.163325,2014,6762,Condo For Sale,0,2,11/12/2016,59094837,"141 Brooks St UNIT 3, Boston, MA",42.3526507,10/22/2004,278000,0,1920,428750,http://www.zillow.com/homedetails/141-Brooks-St-UNIT-3-Boston-MA-02135/59094837_zpid/#charts-and-data,1301,http://www.zillow.com/homedetails/141-Brooks-St-UNIT-3-Boston-MA-02135/59094837_zpid/,Condominium,0,http://www.zillow.com/homes/59094837_zpid/
-71.08914,42.350909,1,498000,523507,"575,000",475,2115,560152,-71.089246,2014,-26041,Condo For Sale,0,1,11/12/2016,59169185,"483 Beacon St APT 66, Boston, MA",42.350837,09/29/2014,346400,0,1880,486862,http://www.zillow.com/homedetails/483-Beacon-St-APT-66-Boston-MA-02115/59169185_zpid/#charts-and-data,475,http://www.zillow.com/homedetails/483-Beacon-St-APT-66-Boston-MA-02115/59169185_zpid/,Condominium,0,http://www.zillow.com/homes/59169185_zpid/
-70.942791,42.170749,3,,,"615,000",,2190,,-71.057655,,,House For Sale,0,3,12/31/1969,2096513671,"10 Dorset Park Ln, Weymouth, MA",42.323413,,,0,2016,,,1852,http://www.zillow.com/homedetails/10-Dorset-Park-Ln-UNIT-16-Weymouth-MA-02190/2096513671_zpid/,SingleFamily,0,http://www.zillow.com/homes/2096513671_zpid/
-71.07904,42.338671,1,624000,951697,"979,000",1240,2118,1008799,-71.0796163,2015,-58618,Condo For Sale,0,2,11/12/2016,59184339,"534 Massachusetts Ave APT 3, Boston, MA",42.3385631,06/07/2010,688800,0,1840,894595,http://www.zillow.com/homedetails/534-Massachusetts-Ave-APT-3-Boston-MA-02118/59184339_zpid/#charts-and-data,1240,http://www.zillow.com/homedetails/534-Massachusetts-Ave-APT-3-Boston-MA-02118/59184339_zpid/,Condominium,0,http://www.zillow.com/homes/59184339_zpid/
-71.059623,42.290134,1,268500,377581,280K,1120,2124,404012,-71.059622,2014,8511,Auction,0,3,11/12/2016,71496770,"51 Florida St UNIT 2, Dorchester Center, MA",42.290135,05/17/2010,213900,0,1905,351150,http://www.zillow.com/homedetails/51-Florida-St-UNIT-2-Dorchester-Center-MA-02124/71496770_zpid/#charts-and-data,1120,http://www.zillow.com/homedetails/51-Florida-St-UNIT-2-Dorchester-Center-MA-02124/71496770_zpid/,Condominium,0,http://www.zillow.com/homes/71496770_zpid/
-71.104202,42.327511,1,,537726,"420,000",1099,2120,564612,-71.104454,,,For Sale by Owner,0,4,11/12/2016,2096674704,"10 Bucknam St # FL 2ND, Boston, MA",42.327238,,,0,1905,483953,,1099,http://www.zillow.com/homedetails/10-Bucknam-St-FL-2ND-Boston-MA-02120/2096674704_zpid/,Condominium,0,http://www.zillow.com/homes/2096674704_zpid/
-71.039642,42.332798,1,412000,514361,"529,000",695,2127,550366,-71.0504325,2014,39052,Condo For Sale,0,2,11/12/2016,87796048,"156 I St UNIT 3, South Boston, MA",42.3400624,06/05/2013,316900,0,1905,478356,http://www.zillow.com/homedetails/156-I-St-UNIT-3-South-Boston-MA-02127/87796048_zpid/#charts-and-data,695,http://www.zillow.com/homedetails/156-I-St-UNIT-3-South-Boston-MA-02127/87796048_zpid/,Condominium,0,http://www.zillow.com/homes/87796048_zpid/
-71.055147,42.365335,,,1577842,"10,000,000",,2113,1735626,-71.0551855,,,House For Sale,0,0,11/12/2016,2096575932,"215-217 Hanover St, Boston, MA",42.362764,,,0,,1498950,,14000,http://www.zillow.com/homedetails/215-217-Hanover-St-Boston-MA-02113/2096575932_zpid/,Miscellaneous,0,http://www.zillow.com/homes/2096575932_zpid/
-71.0948,42.34402,1,,472682,"385,000",,2127,619213,-71.0399334,,,Condo For Sale,0,1,11/12/2016,2096475779,"67 Park Dr # G-1, Boston, MA",42.3358628,,,0,,392326,,530,http://www.zillow.com/homedetails/67-Park-Dr-G-1-Boston-MA-02215/2096475779_zpid/,Condominium,0,http://www.zillow.com/homes/2096475779_zpid/
-71.075645,42.327102,1,156900,379683,"279,999",778,2119,402464,-71.0756287,2014,2779,Condo For Sale,0,3,11/12/2016,71505221,"235 Eustis St UNIT 3, Roxbury, MA",42.3271119,04/02/2008,190900,0,2004,360699,http://www.zillow.com/homedetails/235-Eustis-St-UNIT-3-Roxbury-MA-02119/71505221_zpid/#charts-and-data,1100,http://www.zillow.com/homedetails/235-Eustis-St-UNIT-3-Roxbury-MA-02119/71505221_zpid/,Condominium,0,http://www.zillow.com/homes/71505221_zpid/
-71.077726,42.382792,3,272500,655586,"499,000",1240,2129,1311172,-71.0777508,2014,-195773,Condo For Sale,0,3,11/12/2016,59098262,"83 Cambridge St UNIT 1, Boston, MA",42.3829635,04/29/2011,281880,0,1875,367128,http://www.zillow.com/homedetails/83-Cambridge-St-UNIT-1-Boston-MA-02129/59098262_zpid/#charts-and-data,1240,http://www.zillow.com/homedetails/83-Cambridge-St-UNIT-1-Boston-MA-02129/59098262_zpid/,Condominium,0,http://www.zillow.com/homes/59098262_zpid/
-71.113263,42.281719,3,100000,456524,-1,4356,2131,502176,-71.1132426,2015,21114,Auction,0,4,11/12/2016,59146961,"822 Canterbury St, Boston, MA",42.2817283,09/15/1995,254600,0,1950,378915,http://www.zillow.com/homedetails/822-Canterbury-St-Boston-MA-02131/59146961_zpid/#charts-and-data,1666,http://www.zillow.com/homedetails/822-Canterbury-St-Boston-MA-02131/59146961_zpid/,SingleFamily,0,http://www.zillow.com/homes/59146961_zpid/
-71.09079,42.31294,,,690458,"299,900",,2121,724981,-71.091354,,,Coming Soon,0,0,11/12/2016,2096609979,"81 Ruthven St # 1, Dorchester, MA",42.3130359,,,0,,649031,,,http://www.zillow.com/homedetails/81-Ruthven-St-1-Dorchester-MA-02121/2096609979_zpid/,Condominium,0,http://www.zillow.com/homes/2096609979_zpid/
-71.163886,42.272448,1,,458855,"399,000",5662,2132,486386,-71.163887,2014,-1838,House For Sale,0,4,11/12/2016,59159472,"63 Baker St, Boston, MA",42.272445,,324100,0,1930,417558,http://www.zillow.com/homedetails/63-Baker-St-Boston-MA-02132/59159472_zpid/#charts-and-data,1347,http://www.zillow.com/homedetails/63-Baker-St-Boston-MA-02132/59159472_zpid/,SingleFamily,0,http://www.zillow.com/homes/59159472_zpid/
-71.093208,42.311912,1,,327968,"309,000",,2128,347646,-71.0339767,,,Condo For Sale,0,3,11/12/2016,2096566578,"56-3 Seaver St # 3, Boston, MA",42.365808,,,0,1920,311570,,975,http://www.zillow.com/homedetails/56-3-Seaver-St-3-Boston-MA-02121/2096566578_zpid/,Condominium,0,http://www.zillow.com/homes/2096566578_zpid/
-71.08554,42.35165,6,,10870525,"11,900,000",,2115,11414051,-71.0855584,,,Condo For Sale,0,4,11/12/2016,2096483650,"401 Beacon St # 2/3, Boston, MA",42.3517359,,,0,2016,1195758,,5750,http://www.zillow.com/homedetails/401-Beacon-St-2-3-Boston-MA-02115/2096483650_zpid/,Condominium,0,http://www.zillow.com/homes/2096483650_zpid/
-71.074061,42.346074,1,409000,596527,"585,000",,2116,632319,-71.0746841,2014,9475,Condo For Sale,0,1,11/12/2016,59164894,"150 Chandler St APT 6, Boston, MA",42.3458216,11/24/2008,358900,0,1899,566701,http://www.zillow.com/homedetails/150-Chandler-St-APT-6-Boston-MA-02116/59164894_zpid/#charts-and-data,600,http://www.zillow.com/homedetails/150-Chandler-St-APT-6-Boston-MA-02116/59164894_zpid/,Condominium,0,http://www.zillow.com/homes/59164894_zpid/
-71.125989,42.264238,1,319000,362471,-1,5662,2136,380595,-71.125989,2014,2683,Foreclosed,0,3,11/12/2016,59126241,"6 Magee St, Boston, MA",42.264238,07/29/2005,222100,0,1942,344347,http://www.zillow.com/homedetails/6-Magee-St-Boston-MA-02136/59126241_zpid/#charts-and-data,907,http://www.zillow.com/homedetails/6-Magee-St-Boston-MA-02136/59126241_zpid/,SingleFamily,0,http://www.zillow.com/homes/59126241_zpid/
-71.093212,42.348769,2,525000,737122,"800,000",982,2215,773978,-71.0930895,2014,9455,Condo For Sale,0,2,11/12/2016,59178148,"464 Commonwealth Ave APT 55, Boston, MA",42.3485852,12/02/2013,441000,0,1916,685523,http://www.zillow.com/homedetails/464-Commonwealth-Ave-APT-55-Boston-MA-02215/59178148_zpid/#charts-and-data,982,http://www.zillow.com/homedetails/464-Commonwealth-Ave-APT-55-Boston-MA-02215/59178148_zpid/,Condominium,0,http://www.zillow.com/homes/59178148_zpid/
-71.035957,42.337128,1,307500,411484,"390,000",523,2127,440288,-71.035957,2015,16986,Condo For Sale,0,1,11/12/2016,67096125,"683 E 2nd St UNIT 2, South Boston, MA",42.337126,03/12/2014,261700,0,1890,374450,http://www.zillow.com/homedetails/683-E-2nd-St-UNIT-2-South-Boston-MA-02127/67096125_zpid/#charts-and-data,532,http://www.zillow.com/homedetails/683-E-2nd-St-UNIT-2-South-Boston-MA-02127/67096125_zpid/,Condominium,0,http://www.zillow.com/homes/67096125_zpid/
-71.09732,42.344108,2,247000,592059,"515,000",776,2215,651265,-71.0974212,2014,-65448,Condo For Sale,0,2,11/12/2016,59179598,"82 Jersey St UNIT B2, Boston, MA",42.3440912,05/07/2010,309600,0,1920,544694,http://www.zillow.com/homedetails/82-Jersey-St-UNIT-B2-Boston-MA-02215/59179598_zpid/#charts-and-data,800,http://www.zillow.com/homedetails/82-Jersey-St-UNIT-B2-Boston-MA-02215/59179598_zpid/,Condominium,0,http://www.zillow.com/homes/59179598_zpid/
-71.131548,42.271877,1,290000,438237,"419,000",6098,2131,464531,-71.1315135,2015,12880,House For Sale,0,3,11/12/2016,59146575,"550 Poplar St, Boston, MA",42.2718733,02/26/2010,295600,0,1942,411943,http://www.zillow.com/homedetails/550-Poplar-St-Boston-MA-02131/59146575_zpid/#charts-and-data,1304,http://www.zillow.com/homedetails/550-Poplar-St-Boston-MA-02131/59146575_zpid/,SingleFamily,0,http://www.zillow.com/homes/59146575_zpid/
-71.07652,42.294537,3,218000,462501,"400,000",3920,2124,541126,-71.0765427,2014,-35508,House For Sale,0,7,11/12/2016,59106001,"586 Park St, Dorchester Center, MA",42.2945706,11/16/2000,249600,0,1910,383876,http://www.zillow.com/homedetails/586-Park-St-Dorchester-Center-MA-02124/59106001_zpid/#charts-and-data,3007,http://www.zillow.com/homedetails/586-Park-St-Dorchester-Center-MA-02124/59106001_zpid/,SingleFamily,0,http://www.zillow.com/homes/59106001_zpid/
-71.085955,42.351534,,,,"320,000",,2115,,-71.0860598,,,Lot/Land For Sale,0,2,12/31/1969,2106032314,"411 Beacon St, Boston, MA",42.3517538,,,0,1900,,,,http://www.zillow.com/homedetails/411-Beacon-St-Boston-MA-02115/2106032314_zpid/,VacantResidentialLand,0,http://www.zillow.com/homes/2106032314_zpid/
-71.036979,42.333381,1,,465939,"449,000",,2127,493895,-71.0369923,,25655,Condo For Sale,0,1,11/12/2016,2131055054,"1 Beckler Ave APT 3, Boston, MA",42.3333827,,,0,1890,442642,,593,http://www.zillow.com/homedetails/1-Beckler-Ave-APT-3-Boston-MA-02127/2131055054_zpid/,Condominium,0,http://www.zillow.com/homes/2131055054_zpid/
-71.095954,42.325637,1,,354299,"349,000",,2119,372014,-71.095954,,,Condo For Sale,0,1,11/12/2016,2096649845,"17 Beech Glen St # 17, Boston, MA",42.325636,,,0,1999,336584,,525,http://www.zillow.com/homedetails/17-Beech-Glen-St-17-Boston-MA-02119/2096649845_zpid/,Condominium,0,http://www.zillow.com/homes/2096649845_zpid/
-71.030326,42.366092,25,,617990,"674,900",,2128,648889,-71.0302562,,,Townhouse For Sale,0,3,11/12/2016,2096500491,"5 Ardee St # 5, Boston, MA",42.366188,,,0,1999,580911,,1836,http://www.zillow.com/homedetails/5-Ardee-St-5-Boston-MA-02128/2096500491_zpid/,Townhouse,0,http://www.zillow.com/homes/2096500491_zpid/
