,pixelPlant,pixelPole,pixelLake,pixelRoad,pixelGrass,pixelWall,pixelCar,propertiesAsses,pixelSea,numCraigslistHouse,pixelRiver,pixelBus,pixelCeiling,pixelPath,pixelBuilding,crime,pixelFence,walkSchool,walkMbta,energySiteEUI,pixelPerson,pixelTree,pixelVan,walkPark,walkUniversity,pixelSidewalk,pixelGround,pixelMountain,pixelPalmTree,pixelHouse,pixelBridge,pixelSign,pixelRailing,pixelField,pixelWindow,pixelGrandstand,numCraigslistRoom,pixelSky
49,0,0,0,0,0,0,0,96854924,0,0,0,0,0,0,0,3,0,16,1,154.3,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0.465,66.59,3.338,0,0.853,1.137,12091430,0,0,0,0,0,0,0.146,1,0,15,0,0,1.137,0.685,0,14,1,1.901,0,0,0,2.343,0,1.322,0.053,0,0.092,0,2,7.126
51,0,0.157,56.99,6.496,0,2.752,0.093,134701300,0,1,0,0.068,0,0,0,7,0,19,6,150.3,0.093,0.08,0,36,12,1.966,0,0,0,3.117,0,0.851,0,0,0,0,0,14.72
52,0,0.053,30.99,4.436,0,0.283,4.453,14779194,0,3,0,0,0,0,1.867,2,0,11,0,152.7,4.453,2.771,0.031,7,2,3.028,0,0,0,4.399,1.51,0.226,0,0,0,0,0,27.78
53,0,0.016,21.18,3.329,0,1.924,10.09,14762400,0,0,0,0,0,0.012,3.39,6,0,9,2,63.3,10.09,3.499,0,6,4,2.31,0,0,0,2.499,0,0.412,0.136,0,0,0,0,35.87
54,0,0.111,37.81,3.593,0,2.466,9.52,36018700,0,0,0,0,0,0,0.627,0,0,14,7,316.9,9.52,0.973,0,24,9,1.973,0,0,0,5.799,0,0.119,0,0,0,0,0,26.55
55,0,0.111,37.81,3.593,0,2.466,9.52,36018700,0,0,0,0,0,0,0.627,0,0,14,7,316.9,9.52,0.973,0,24,9,1.973,0,0,0,5.799,0,0.119,0,0,0,0,0,26.55
56,0,0.111,37.81,3.593,0,2.466,9.52,36018700,0,0,0,0,0,0,0.627,0,0,14,7,316.9,9.52,0.973,0,24,9,1.973,0,0,0,5.799,0,0.119,0,0,0,0,0,26.55
57,0,0.111,37.81,3.593,0,2.466,9.52,36018700,0,0,0,0,0,0,0.627,0,0,14,7,316.9,9.52,0.973,0,24,9,1.973,0,0,0,5.799,0,0.119,0,0,0,0,0,26.55
58,0,0,24.93,5.143,0,0.185,2.899,24376646,0,0,0,0,0,0,6.301,10,0,6,1,120.8,2.899,2.394,0,5,0,7.495,0,0,0,3.554,0,0.246,0,0,0,0,1,15.43
59,0,0.111,37.81,3.593,0,2.466,9.52,36018700,0,0,0,0,0,0,0.627,0,0,14,7,316.9,9.52,0.973,0,24,9,1.973,0,0,0,5.799,0,0.119,0,0,0,0,0,26.55
60,0,0.111,37.81,3.593,0,2.466,9.52,36018700,0,0,0,0,0,0,0.627,0,0,14,7,316.9,9.52,0.973,0,24,9,1.973,0,0,0,5.799,0,0.119,0,0,0,0,0,26.55
61,0,0.017,41.95,7.542,0,0.92,1.177,47174046,0,0,0,0,0,0,0,3,0,8,1,0,1.177,0.036,0.229,11,0,4.03,0,0.05,0,3.597,0.125,0.106,0,0,0,0,0,10.78
62,0,0,0,0,0,0,0,19622500,0,0,0,0,0,0,0,1,0,5,0,115.2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,11.6,10.38,0,8.521,0.722,22717900,0,0,0,0,0,0,0,5,0,12,2,0,0.722,0.211,0,9,2,4.88,0,1.125,0.52,0.178,0.25,0.456,0,0,0,0,0,17.79
64,0,0,0,0,0,0,0,243090896,0,0,0,0,0,0,0,19,0,35,9,263.7,0,0,0,53,24,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0.12,42,2.84,0,0.697,1.841,11510993,0,0,0,0.029,0,0,0.121,4,0,9,0,0,1.841,3.9,0.302,16,0,3.292,0,0.336,0.003,1.758,0.094,1.223,0.495,0,0,0,0,6.394
66,0,0,51.98,4.213,0,14.66,3.523,89256093,0,0,0,0,0.027,0,0.266,8,0,14,2,946,3.523,0,0.698,20,55,6.07,0,0,0.023,1.151,0.126,0.913,0,0,0.728,0,0,11.42
67,0,0.012,60.23,6.681,0,0.332,1.252,45729854,0,0,0,0,0,0,0,3,0,6,1,0,1.252,0,0.19,4,0,5.024,0,0,0,1.03,0,0.16,0,0,0,0,0,5.077
68,0,0,0,0,0,0,0,20524400,0,0,0,0,0,0,0,3,0,9,0,30.1,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,2,0
69,0,0.184,23.8,6.224,0,3.734,3.503,19255240,0,0,0,0,0.032,0,0.225,3,0,3,0,0,3.503,0.93,0,15,1,2.163,0,0.255,0.005,2.712,0,0,0,0,0,0,3,11.49
70,0,0,56.61,1.166,0,0,10.65,54590400,0,0,0,0,0,0,0.512,2,0,12,2,0,10.65,0.168,0,14,2,2.186,0,0,0,1.737,0,0,0.155,0.066,0,0,0,22.31
71,0,0.209,42.52,13.27,0,2.314,0.193,22296026,0,0,0,0.059,0,0,0,0,0,3,2,0,0.193,0,0.05,3,0,3.901,0,0.5,0,3.502,0,0.808,0,0,0,0,1,12.93
72,0,0.014,75.12,2.219,0,5.286,1.663,24922000,0,0,0.018,0,0,0,0.292,2,0,9,4,326.1,1.663,0,0,23,5,0.893,0,0,0.06,0.93,0,0.246,0,0,0,0,0,9.699
73,0,0,0,0,0,0,0,12335263,0,0,0,0,0,0,0,1,0,14,2,80.4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0
74,2.827,0,19.12,1.879,0,47.04,0,45562831,0.595,0,0,0,0.877,0,0,0,0,17,2,0,0,0,0,22,3,0.297,0,0.158,0,0,0.138,1.851,2.03,0,0,0,0,2.348
75,0,0.004,34.12,0.217,0,4.409,22.56,173725104,0,0,0,0,0,0,0,14,0,31,6,145,22.56,0,0,34,18,1.013,0,0,0.175,2.47,0,0.068,0.078,0.952,0,0,0,27.81
76,0,0.01,61.5,3.884,0,1.11,3.422,12693265,0,0,0,0,0,0.111,3.092,2,0,10,1,0,3.422,1.826,0,6,4,1.63,0,0,0,2.378,0,0.074,0.136,0,0,0,0,4.756
77,0,0,0,0,0,0,0,10542320,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0.16,13.83,2.077,0,0.013,9.754,7715830,0,0,0,0.131,0,0.014,9.427,2,0,10,0,54.9,9.754,3.294,0,14,2,0.827,0,0.016,0.052,3.492,0.003,0.133,0.007,0.029,0,0,0,39.09
79,0,0,58.24,1.238,0,0,0.001,115347100,0,3,0,0.123,0,0,0,7,0,20,9,238,0.001,0.003,0.024,39,15,0,0,0,0,13.85,0,0.124,0.043,0,0,0.028,9,7.956
80,0,0.051,23.54,7.302,0,0.013,3.702,13588660,0,0,0,0,0,0,0.413,8,0,9,0,0,3.702,7.754,0.145,2,0,2.369,0,0,0,1.819,0,0.429,0,0,0,0,0,34.32
81,0,0,0,0,0,0,0,13396515,0,0,0,0,0,0,0,7,0,16,2,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,58.17,4.889,0,0.083,3.084,29718123,0,0,0,0,0,0,0,5,0,13,2,413.7,3.084,0.212,0.334,6,0,3.741,0,0,0,2.259,0,0.191,0,0,0,0,0,2.972
83,0,0,58.17,4.889,0,0.083,3.084,29718123,0,0,0,0,0,0,0,5,0,13,2,413.7,3.084,0.212,0.334,6,0,3.741,0,0,0,2.259,0,0.191,0,0,0,0,0,2.972
84,0,0,62.21,1.612,0,19.86,1.012,70425756,0,0,0,0,0.367,0,0,9,0,34,2,370.4,1.012,0.071,0,14,49,2.069,0,0,0,0.716,0,0.004,0,0,0,0,0,4.871
85,0,0,0,0,0,0,0,9128600,0,0,0,0,0,0,0,1,0,6,0,193.4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0.037,52.42,5.666,0,0.001,1.097,32330402,0,0,0,0,0,0,0,4,0,8,0,0,1.097,0.175,0,4,1,6.476,0,0.008,1.544,1.434,0,0.083,0,0,0,0,0,16.29
87,0,0,0,0,0,0,0,25459027,0,0,0,0,0,0,0,2,0,7,0,77,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0.184,24.65,5.739,0,0.017,5.238,111180300,0,0,0.004,0,0,0.105,0,10,0,10,1,59.9,5.238,9.458,0.072,14,12,2.128,0,0.006,0.013,2.78,0.019,0.196,0,0,0,0,0,41.35
89,0,0,0,0,0,0,0,55146515,0,0,0,0,0,0,0,6,0,8,1,133.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0.248,29.06,1.764,0,0.011,11.96,78474878,0,0,0,0,0,0.717,0.467,11,0,23,2,36,11.96,1.103,0,21,9,1.112,0,0,0,2.153,0,0.047,0,0,0,0,1,48.73
91,0,0,62.94,1.025,0,4.868,7.415,45338913,0,0,0,0,1.638,0,0,5,0,26,2,217.7,7.415,0.34,0,11,39,0.764,0,0,0,2.222,0,0.202,0,0,0,0,1,13.19
92,0,0.125,32.58,1.734,0,0.684,7.335,14141100,0,0,0,0,2.108,0.101,1.691,2,0,6,0,0,7.335,6.443,0,13,0,1.295,0,0,0,1.432,0,0.203,0.166,0.056,0,0.754,0,26
93,0,0.115,50.28,2.784,0,1.247,3.983,14171000,0,0,0,0,0,0,0.577,5,0,12,1,0,3.983,3.42,0.33,16,0,3.468,0,0,0,1.641,0,0.191,0.185,0,0,0,0,17.28
94,0,0.071,6.048,2.571,0,0.359,1.17,205314480,0,0,0.925,0,0,0.232,0.111,0,0,5,0,0,1.17,6.415,0,3,3,0.412,0,0,0,3.069,0.033,0.076,0.293,0,0,0,0,36.08
95,0,0,0,0,0,0,0,13076400,0,0,0,0,0,0,0,5,0,50,3,0,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,6728689,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,56.61,1.166,0,0,10.65,54590400,0,0,0,0,0,0,0.512,2,0,12,2,0,10.65,0.168,0,14,2,2.186,0,0,0,1.737,0,0,0.155,0.066,0,0,0,22.31
98,0,0.034,69.26,13.62,0,1.369,0.003,67855801,0,0,0,0,0.216,0,0,2,0,4,0,900.7,0.003,0,0,12,0,2.853,0,0,0,3.911,0,0.061,0,0,0,0,0,0.954
99,0,0,0,0,0,0,0,9057020,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0.115,50.28,2.784,0,1.247,3.983,14171000,0,0,0,0,0,0,0.577,5,0,12,1,0,3.983,3.42,0.33,16,0,3.468,0,0,0,1.641,0,0.191,0.185,0,0,0,0,17.28
101,0,0.077,5.159,5.299,0,0.173,0.971,21008807,0,0,0,0.019,0,0.572,0,1,0,2,0,0,0.971,9.984,0,3,1,6.121,0,0,0,1.671,0,0.245,0.354,0,0,0,1,46.17
102,0,0,0.183,0,0,0.001,0,15408100,0,0,0,0,0,0,0,0,0,8,0,72.5,0,0,0,9,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0
103,0,0,63.19,1.854,0,0.429,2.639,15196885,0,0,0,0,0,0.168,0,1,0,6,2,0,2.639,1.528,0,4,0,1.832,0,0,1.81,3.124,0,0.174,0,0,0,0,0,13.01
104,0,0,52.46,2.488,0,1.094,2.041,30723400,0,0,0,0,0,0.177,0.005,0,0,6,2,17.4,2.041,0.681,0,6,0,2.957,0,0,0,1.496,0,0.458,0,0,0,0,0,16.4
105,0,0,0,0,0,0,0,6479975,0,0,0,0,0,0,0,0,0,4,0,63.4,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0.144,16.47,8.564,0,6.528,2.562,10987900,0,0,0,0,0,0,0.245,5,0,10,0,10.5,2.562,0.011,0.137,14,1,1.438,0,0,2.013,7.338,0,0.174,0.213,0,0,0,1,22.37
107,0,0,60.99,2.671,0,2.116,6.639,142585895,0,0,0,0,0,0,0,4,0,32,10,0,6.639,1.739,0.053,51,20,4.167,0,0,0.099,0.349,0,0.096,0,0,0,0,0,18.16
108,0,0.177,65.46,2.527,0,0,4.066,24864922,0,0,0.059,0.079,0,0,3.455,5,0,14,3,68.4,4.066,0.429,0,9,0,2.798,0,0,0.14,1.318,0,0.068,0,0,0,0,1,9.53
109,0,0.248,29.06,1.764,0,0.011,11.96,78474878,0,0,0,0,0,0.717,0.467,11,0,23,2,36,11.96,1.103,0,21,9,1.112,0,0,0,2.153,0,0.047,0,0,0,0,1,48.73
110,0,0,0,0,0,0,0,7925700,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0.662,4.768,6.235,0.167,1.409,2.005,6994100,0,0,0.579,0,0,0.458,0,0,0,54,2,110.2,2.005,21.87,0,22,93,0,0,1.349,0,0.195,0,0,0,1.005,0,0.464,0,16.8
112,0,0.063,26.76,2.244,0,3.369,8.659,15725400,0,0,0,0,0,0.066,1.36,21,0,12,1,190.1,8.659,0.446,0.046,14,0,2.334,0,0,0.796,2.165,0.252,0.07,0,0,0,0,0,32.53
113,0,0.45,27.24,7.694,0,0.93,3.745,63357543,0,0,0.21,0.134,0,0,0,1,0,20,7,334.2,3.745,1.901,0.681,26,12,3.602,0,0,0,2.647,0,0.393,0,0,0,0,0,41
114,0,0,79.25,2.56,0,1.952,1.953,44353830,0,0,0,0,0,0,0,3,0,9,1,202.7,1.953,0.026,0,10,0,4.657,0,0,0,0.236,0,0.036,0,0,0,0.379,0,4.136
115,0,0,60.42,7.334,0,0.259,0.006,46817650,0,0,0,0,3.01,0,0,6,0,8,0,0,0.006,0,0.005,6,0,5.818,0,0,0,1.371,0,0.893,0,0,0,0,0,6.118
116,0,1.005,16.6,3.983,0,0.106,0.427,6664424,0,0,0,1.254,0,0.151,0,0,0,10,0,0,0.427,12.89,1.135,8,0,1.308,0,0,0,1.175,0.001,0.315,0,0,0,0,0,42.43
117,0,0.026,44.48,4.689,0,0.61,3.931,75319706,0,0,0,0.007,0,0,0.348,4,0,22,2,87.4,3.931,0.236,2.28,26,3,4.909,0,0,0,1.061,0,0.318,0.042,0,0,2.229,0,22.98
118,0,0.225,9.485,3.354,0,1.516,5.752,12119800,0,0,0.274,0,0,2.193,10.72,1,0,6,0,0,5.752,4.941,0,20,0,2.155,0,0.01,0.005,2.891,0,0.343,0.016,0,0,0,0,39.7
119,0,0.115,50.28,2.784,0,1.247,3.983,14171000,0,0,0,0,0,0,0.577,5,0,12,1,0,3.983,3.42,0.33,16,0,3.468,0,0,0,1.641,0,0.191,0.185,0,0,0,0,17.28
120,0,0,51.98,4.213,0,14.66,3.523,89256093,0,0,0,0,0.027,0,0.266,8,0,14,2,946,3.523,0,0.698,20,55,6.07,0,0,0.023,1.151,0.126,0.913,0,0,0.728,0,0,11.42
121,0,0,0,0,0,0,0,25459027,0,0,0,0,0,0,0,2,0,7,0,77,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0.183,0,0,0.001,0,18212374,0,0,0,0,0,0,0,4,0,7,2,0,0,0,0,7,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
123,0,0.063,42.79,2.899,0,2.103,8.281,41719100,0,0,0,0,0,0.016,0.244,6,0,13,3,63.8,8.281,1.349,0.1,13,1,3.466,0,0,3.346,1.811,0,0.029,0.204,0,0,0,2,23.78
124,0,0,58.17,4.889,0,0.083,3.084,29718123,0,0,0,0,0,0,0,5,0,13,2,413.7,3.084,0.212,0.334,6,0,3.741,0,0,0,2.259,0,0.191,0,0,0,0,0,2.972
125,0,0.103,14.55,2.827,0,0.226,6.104,10012200,0,0,0,0,0,0.115,15.22,2,0,4,0,782.9,6.104,5.152,0,10,0,1.816,0,0,0.004,3.362,0,0.328,0,0,0,0,0,39.78
126,0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498
127,0,0,0,0,0,0,0,243090896,0,0,0,0,0,0,0,19,0,35,9,263.7,0,0,0,53,24,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,42733372,0,8,0,0,0,0,0,2,0,14,2,114,0,0,0,19,60,0,0,0,0,0,0,0,0,0,0,0,8,0
129,0,0,0,0,0,0,0,258099398,0,0,0,0,0,0,0,6,0,25,4,115.8,0,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,41.82,3.843,0,1.998,6.958,17769651,0,0,0.974,0,0,0,0.258,7,0,13,0,0,6.958,0.989,0,14,0,0.838,0,0,1.275,1.439,0,0.13,0.458,0,0,0,0,30.03
