pixelBuilding,walkMbta,numCraigslistHouse,walkUniversity,pixelHouse,numCraigslistRoom,pixelSky,pixelLake,numCrime,pixelPerson,walkSchool,pixelCar,walkPark,pixelGrass,pixelSidewalk,pixelRoad,Latitude,Longitude,Zip,Bathrooms,SQFT,Price
0.603,0,0,1,0.335,1,22.49,35.03,2,8.318,3,8.318,15,0,2.893,4.355,42.3411,-71.15366,2135,1,1171,3995
1.608,0,0,1,5.431,1,13.74,49.61,2,5.008,6,5.008,13,0,2.207,2.45,42.35931,-71.14036,2135,1,,1850
4.802,0,2,0,2.954,0,15.23,42.89,1,10.67,8,10.67,20,0,0.859,3.486,42.35357,-71.16002,2135,1,950,2300
0.811,0,0,5,1.261,0,46.6,20.11,0,6.927,8,6.927,2,0,3.475,3.68,42.34573,-71.16852,2135,1,684,1800
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.343945,-71.14448,2135,1.5,1550,2800
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.343945,-71.14448,2135,1.5,1550,2800
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342552,-71.14492,2135,1,,2900
0,0,1,4,1.661,9,1.609,73.98,3,0.506,2,0.506,17,0,2.913,3.812,42.337032,-71.1498,2135,2,1425,3900
0,0,2,0,0,0,0,0,2,0,4,0,5,0,0,0,42.353367,-71.1675,2135,1,,1900
0,0,1,4,3.944,6,6.303,64.41,2,2.559,3,2.559,18,0,2.07,4.362,42.337776,-71.14806,2135,3,3300,1000
4.802,0,2,0,2.954,0,15.23,42.89,1,10.67,8,10.67,20,0,0.859,3.486,42.35357,-71.16002,2135,1,950,2300
0.883,0,0,0,2.084,0,10.12,49.2,2,3.959,7,3.959,12,0,2.425,4.323,42.355045,-71.14917,2135,1.5,2200,3000
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342056,-71.146416,2135,1,,1795
0,0,0,5,0,0,0,0,1,0,7,0,3,0,0,0,42.34428,-71.16718,2135,2,,2500
0.085,0,1,0,1.955,0,32.4,30.43,0,10.12,6,10.12,21,0,1.974,2.352,42.356865,-71.15842,2135,1.5,,3700
1.394,0,0,0,3.632,1,27.81,41.04,0,10.16,4,10.16,12,0,4.698,1.262,42.355858,-71.164505,2135,2,,2500
0,0,0,0,3.282,4,35.43,16.43,2,2.883,4,2.883,3,0,5.642,10.7,42.35137,-71.17311,2135,1,700,1725
0,0,0,5,0,0,0,0,1,0,7,0,3,0,0,0,42.34428,-71.16718,2135,2,,2800
0.001,0,0,1,3.339,15,17.54,28.02,8,3.143,11,3.143,14,0,2.405,10.7,42.34839,-71.13891,2135,2,,2800
0,0,3,0,0,0,0,0,2,0,8,0,12,0,0,0,42.353123,-71.14897,2135,1,,2450
0,0,1,4,3.944,6,6.303,64.41,2,2.559,3,2.559,18,0,2.07,4.362,42.3391,-71.14929,2135,1,,1750
0.603,0,0,1,0.335,1,22.49,35.03,2,8.318,3,8.318,15,0,2.893,4.355,42.3411,-71.15366,2135,1,,3995
0.399,0,0,1,2.536,4,2.212,72.55,4,2.125,5,2.125,15,0,1.86,3.306,42.340363,-71.14809,2135,2,,3000
0,0,0,4,0,6,0,0,5,0,6,0,15,0,0,0,42.340088,-71.14635,2135,1,989,2500
0,0,1,4,3.944,6,6.303,64.41,2,2.559,3,2.559,18,0,2.07,4.362,42.338326,-71.149124,2135,1,,1900
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.34175,-71.149734,2135,1,800,2000
0.603,0,0,1,0.335,1,22.49,35.03,2,8.318,3,8.318,15,0,2.893,4.355,42.340527,-71.15463,2135,1,,1550
0,0,0,1,0,0,0,0.183,3,0,5,0,15,0,0,0,42.34348,-71.153564,2135,2,1195,2800
0,11,0,22,1.331,0,0,89.47,30,0,32,0,46,0,1.04,3.715,42.357048,-71.05929,2135,1,,1500
0,0,0,1,1.365,4,1.227,70.48,10,1.952,12,1.952,14,0,3.856,5.068,42.348278,-71.138405,2135,1,,1975
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.34206,-71.14668,2135,1,,1695
0.085,0,1,0,1.955,0,32.4,30.43,0,10.12,6,10.12,21,0,1.974,2.352,42.355595,-71.1585,2135,1,,2199
0,0,0,1,0,1,0,0,4,0,5,0,15,0,0,0,42.339954,-71.15742,2135,1,,3900
0,0,0,1,1.402,1,11.84,65.03,4,1.807,10,1.807,15,0,3.22,5.163,42.34915,-71.14096,2135,1,,2100
0.225,0,0,1,2.712,3,11.49,23.8,3,3.503,3,3.503,15,0,2.163,6.224,42.33899,-71.15387,2135,1.5,,2800
0.337,0,0,1,0.325,0,7.752,63.17,4,1.353,2,1.353,14,0,2.873,4.91,42.338535,-71.150826,2135,1,,2400
0.399,0,0,1,2.536,4,2.212,72.55,4,2.125,5,2.125,15,0,1.86,3.306,42.34015,-71.14772,2135,1,,1810
0.081,0,2,1,4.401,0,18.53,43.41,1,2.452,5,2.452,11,0,4.944,4.959,42.349636,-71.149414,2135,1,,2150
0,0,0,3,2.251,0,14.56,27.86,0,3.67,4,3.67,12,0,2.484,7.774,42.339333,-71.155785,2135,1,,2000
0.028,0,0,0,1.816,0,13.77,31.58,6,4.134,4,4.134,12,0,5.174,7.233,42.355812,-71.14909,2135,1,,1650
5.055,0,0,3,1.641,1,7.107,41.36,10,4.209,5,4.209,15,0,6.411,9.036,42.340973,-71.159874,2135,2,,7500
0.225,0,0,1,2.712,3,11.49,23.8,3,3.503,3,3.503,15,0,2.163,6.224,42.33804,-71.15241,2135,1,530,1575
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.340057,-71.15028,2135,1,,2580
3.26,0,0,0,3.811,0,17.31,39.1,1,6.425,5,6.425,2,0,4.612,2.755,42.34965,-71.16962,2135,2,,4000
6.534,0,0,0,0.343,0,7.925,36.85,0,13.01,3,13.01,3,0,1.68,2.338,42.350647,-71.17267,2135,1,850,1995
6.534,0,0,0,0.343,0,7.925,36.85,0,13.01,3,13.01,3,0,1.68,2.338,42.350353,-71.171585,2135,2,,2400
0,0,0,9,0,0,0,0,13,0,20,0,14,0,0,0,42.32637,-71.08296,2135,1,,2100
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.34206,-71.14668,2135,1,,1900
0,0,0,1,0,1,0,0,4,0,5,0,15,0,0,0,42.339954,-71.15742,2135,1,752,2000
9.085,0,0,0,1.774,0,34.73,22.57,1,14.65,7,14.65,9,0,1.169,2.948,42.348896,-71.15819,2135,1,,1320
0.081,0,2,1,4.401,0,18.53,43.41,1,2.452,5,2.452,11,0,4.944,4.959,42.349636,-71.149414,2135,1,,2150
0.603,0,0,1,0.335,1,22.49,35.03,2,8.318,3,8.318,15,0,2.893,4.355,42.340527,-71.15463,2135,1,,1575
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342533,-71.14665,2135,1,,1900
0,0,0,4,4.642,5,6.796,49.33,0,5.277,3,5.277,20,0,2.843,5.808,42.337086,-71.14842,2135,1,595,1725
0,0,0,4,0,6,0,0,5,0,6,0,15,0,0,0,42.34159,-71.14462,2135,1,,1650
0.883,0,0,0,2.084,0,10.12,49.2,2,3.959,7,3.959,12,0,2.425,4.323,42.353966,-71.14881,2135,1,1200,1700
0.399,0,0,1,2.536,4,2.212,72.55,4,2.125,5,2.125,15,0,1.86,3.306,42.340363,-71.14809,2135,1,510,1900
5.245,0,1,1,2.575,28,59.67,3.029,3,5.571,7,5.571,8,0,0.779,5.054,42.346466,-71.16064,2135,1,1100,2200
1.026,0,0,1,3.281,0,3.697,53.97,27,3.504,7,3.504,9,0,1.408,6.528,42.3469,-71.150215,2135,1,,2100
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.340057,-71.15028,2135,1,,2580
0,0,0,5,0.305,0,35.43,0.638,3,0.35,5,0.35,11,0,0.183,3.73,42.33926,-71.157875,2135,1,907,2750
0,0,0,1,0,1,0,0,4,0,5,0,15,0,0,0,42.34137,-71.156944,2135,2,,4500
0,3,0,0,0,11,0,0,3,0,11,0,12,0,0,0,42.308636,-71.11581,2135,1,,3000
1.026,0,0,1,3.281,0,3.697,53.97,27,3.504,7,3.504,9,0,1.408,6.528,42.3469,-71.150215,2135,1,,2100
1.026,0,0,1,3.281,0,3.697,53.97,27,3.504,7,3.504,9,0,1.408,6.528,42.3469,-71.150215,2135,1,,2100
5.055,0,0,3,1.641,1,7.107,41.36,10,4.209,5,4.209,15,0,6.411,9.036,42.340336,-71.16004,2135,1,,2000
0.883,0,0,0,2.084,0,10.12,49.2,2,3.959,7,3.959,12,0,2.425,4.323,42.355045,-71.14917,2135,1.5,,3000
0.337,0,0,1,0.325,0,7.752,63.17,4,1.353,2,1.353,14,0,2.873,4.91,42.338894,-71.15059,2135,1,,2000
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.34185,-71.15058,2135,1.5,,3600
0,0,0,4,0,6,0,0,5,0,6,0,15,0,0,0,42.34011,-71.1453,2135,1,,2095
0.399,0,0,1,2.536,4,2.212,72.55,4,2.125,5,2.125,15,0,1.86,3.306,42.340057,-71.1473,2135,1,,2395
0,0,0,1,1.729,4,5.914,62.46,3,1.01,12,1.01,11,0,9.843,3.427,42.346153,-71.13869,2135,1,,1950
3.26,0,0,0,3.811,0,17.31,39.1,1,6.425,5,6.425,2,0,4.612,2.755,42.349964,-71.16841,2135,1,,2450
0,0,0,1,1.402,1,11.84,65.03,4,1.807,10,1.807,15,0,3.22,5.163,42.349274,-71.14109,2135,1,,1900
0,0,0,5,0.305,0,35.43,0.638,3,0.35,5,0.35,11,0,0.183,3.73,42.33926,-71.157875,2135,1,,2700
1.026,0,0,1,3.281,0,3.697,53.97,27,3.504,7,3.504,9,0,1.408,6.528,42.3469,-71.150215,2135,1,,2100
3.474,0,0,0,1.522,1,44.51,12.02,1,16.69,6,16.69,13,0,0.851,2.109,42.35279,-71.15856,2135,1,,2600
0.225,0,0,1,2.712,3,11.49,23.8,3,3.503,3,3.503,15,0,2.163,6.224,42.339546,-71.15394,2135,1,550,1400
0.399,0,0,1,2.536,4,2.212,72.55,4,2.125,5,2.125,15,0,1.86,3.306,42.341114,-71.14832,2135,1,,2300
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342037,-71.146194,2135,1,,1750
0.028,0,0,0,1.816,0,13.77,31.58,6,4.134,4,4.134,12,0,5.174,7.233,42.35545,-71.14689,2135,1,500,1350
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342037,-71.146194,2135,1,,1795
0.603,0,0,1,0.335,1,22.49,35.03,2,8.318,3,8.318,15,0,2.893,4.355,42.340347,-71.15363,2135,1,1050,2900
0.001,0,0,1,3.339,15,17.54,28.02,8,3.143,11,3.143,14,0,2.405,10.7,42.346657,-71.13925,2135,1,,2050
0,0,1,4,1.661,9,1.609,73.98,3,0.506,2,0.506,17,0,2.913,3.812,42.337032,-71.1498,2135,2,,3600
1.026,0,0,1,3.281,0,3.697,53.97,27,3.504,7,3.504,9,0,1.408,6.528,42.3469,-71.150215,2135,1,,2100
5.055,0,0,3,1.641,1,7.107,41.36,10,4.209,5,4.209,15,0,6.411,9.036,42.340336,-71.16004,2135,1,1250,2400
0,0,0,1,1.402,1,11.84,65.03,4,1.807,10,1.807,15,0,3.22,5.163,42.349155,-71.13947,2135,1,,1300
0,0,0,4,0,6,0,0,5,0,6,0,15,0,0,0,42.34139,-71.14542,2135,1,,1850
0,0,0,0,1.918,0,22.35,15.43,2,2.743,8,2.743,10,0,3.937,2.203,42.346523,-71.15348,2135,1,,1950
0.001,0,0,1,3.339,15,17.54,28.02,8,3.143,11,3.143,14,0,2.405,10.7,42.346554,-71.140396,2135,1,,1750
0,0,1,1,4.097,10,36.29,32.07,8,10.9,11,10.9,14,0,2.368,1.896,42.343864,-71.14354,2135,1,,1500
0.603,0,0,1,0.335,1,22.49,35.03,2,8.318,3,8.318,15,0,2.893,4.355,42.341026,-71.15339,2135,1,1500,2850
0,0,0,5,0.305,0,35.43,0.638,3,0.35,5,0.35,11,0,0.183,3.73,42.33926,-71.157875,2135,1,1500,2750
1.026,0,0,1,3.281,0,3.697,53.97,27,3.504,7,3.504,9,0,1.408,6.528,42.3469,-71.150215,2135,1,,2100
0,0,1,4,1.661,9,1.609,73.98,3,0.506,2,0.506,17,0,2.913,3.812,42.337032,-71.1498,2135,2,,4100
1.026,0,0,1,3.281,0,3.697,53.97,27,3.504,7,3.504,9,0,1.408,6.528,42.3469,-71.150215,2135,1,,2100
0.971,0,0,1,2.598,0,5.271,68.58,0,6.095,12,6.095,11,0,1.746,1.71,42.34609,-71.13646,2135,1,1000,2450
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.34206,-71.14585,2135,1,,1750
0,0,1,1,4.097,10,36.29,32.07,8,10.9,11,10.9,14,0,2.368,1.896,42.343815,-71.14191,2135,1,700,900
0.126,0,0,0,0.686,22,9.553,7.531,3,2.571,6,2.571,20,0,1.689,3.884,42.357147,-71.157196,2135,1,,2250
0.603,0,0,1,0.335,1,22.49,35.03,2,8.318,3,8.318,15,0,2.893,4.355,42.341026,-71.15339,2135,1,1204,2850
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.339825,-71.150475,2135,1,,2580
1.026,0,0,1,3.281,0,3.697,53.97,27,3.504,7,3.504,9,0,1.408,6.528,42.348442,-71.151344,2135,2,,2300
0,0,3,0,0,0,0,0,2,0,8,0,12,0,0,0,42.352444,-71.14802,2135,1,,2600
0.225,0,0,1,2.712,3,11.49,23.8,3,3.503,3,3.503,15,0,2.163,6.224,42.339127,-71.153534,2135,1,,4000
0.225,0,0,1,2.712,3,11.49,23.8,3,3.503,3,3.503,15,0,2.163,6.224,42.33899,-71.15387,2135,1.5,900,3400
5.245,0,1,1,2.575,28,59.67,3.029,3,5.571,7,5.571,8,0,0.779,5.054,42.346706,-71.16132,2135,1,,2000
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342056,-71.146416,2135,1,,1795
0,0,0,7,0,0,0,0,1,0,14,0,3,0,0,0,42.342308,-71.167496,2135,2,,2550
0,0,3,0,0,0,0,0,2,0,8,0,12,0,0,0,42.353127,-71.14758,2135,2,,4500
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.33978,-71.15097,2135,1,,1855
0.001,0,0,1,3.339,15,17.54,28.02,8,3.143,11,3.143,14,0,2.405,10.7,42.346554,-71.140396,2135,1,,1750
0,0,4,0,2.503,2,4.113,50.42,5,1.92,8,1.92,9,0,5.145,7.09,42.348656,-71.15332,2135,1,,1675
0,0,1,4,3.944,6,6.303,64.41,2,2.559,3,2.559,18,0,2.07,4.362,42.337894,-71.14713,2135,2,,5000
3.503,0,0,1,2.923,0,17.77,14.55,3,5.362,8,5.362,17,0,1.66,11.21,42.345585,-71.15432,2135,3,,3400
0,0,1,4,3.944,6,6.303,64.41,2,2.559,3,2.559,18,0,2.07,4.362,42.337715,-71.1477,2135,1,,2050
0,0,1,1,4.097,10,36.29,32.07,8,10.9,11,10.9,14,0,2.368,1.896,42.342133,-71.142845,2135,1,,1875
0,0,1,4,3.944,6,6.303,64.41,2,2.559,3,2.559,18,0,2.07,4.362,42.337776,-71.14806,2135,3,,6000
0,0,0,1,1.729,4,5.914,62.46,3,1.01,12,1.01,11,0,9.843,3.427,42.345825,-71.13875,2135,2,1670,3500
0,0,1,1,4.097,10,36.29,32.07,8,10.9,11,10.9,14,0,2.368,1.896,42.34353,-71.14384,2135,1,,1675
5.055,0,0,3,1.641,1,7.107,41.36,10,4.209,5,4.209,15,0,6.411,9.036,42.34152,-71.160095,2135,1,,2450
0,0,1,4,1.661,9,1.609,73.98,3,0.506,2,0.506,17,0,2.913,3.812,42.337032,-71.1498,2135,2,,4100
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342056,-71.146416,2135,1,,1795
1.608,0,0,1,5.431,1,13.74,49.61,2,5.008,6,5.008,13,0,2.207,2.45,42.35904,-71.139984,2135,2.5,,2200
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.33971,-71.151184,2135,1,,1785
0,0,0,3,2.251,0,14.56,27.86,0,3.67,4,3.67,12,0,2.484,7.774,42.339523,-71.1563,2135,1,,1675
0,0,0,0,3.282,4,35.43,16.43,2,2.883,4,2.883,3,0,5.642,10.7,42.351337,-71.173035,2135,1,,1750
1.026,0,0,1,3.281,0,3.697,53.97,27,3.504,7,3.504,9,0,1.408,6.528,42.3469,-71.150215,2135,1,,2000
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342056,-71.146416,2135,1,,1795
11.34,0,0,0,1.475,0,14.36,34.75,2,11.7,7,11.7,6,0,1.513,5.35,42.351273,-71.16547,2135,1,,2200
0.337,0,0,1,0.325,0,7.752,63.17,4,1.353,2,1.353,14,0,2.873,4.91,42.338894,-71.15059,2135,1,,2000
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342815,-71.146736,2135,1,,2100
0,0,1,4,3.944,6,6.303,64.41,2,2.559,3,2.559,18,0,2.07,4.362,42.339516,-71.1492,2135,1,,2000
0.085,0,1,0,1.955,0,32.4,30.43,0,10.12,6,10.12,21,0,1.974,2.352,42.356647,-71.1576,2135,1,,1800
0,0,0,0,3.282,4,35.43,16.43,2,2.883,4,2.883,3,0,5.642,10.7,42.35123,-71.17349,2135,1,,1750
0.337,0,0,1,0.325,0,7.752,63.17,4,1.353,2,1.353,14,0,2.873,4.91,42.338894,-71.15059,2135,1,,2000
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342056,-71.146416,2135,1,,1785
5.245,0,1,1,2.575,28,59.67,3.029,3,5.571,7,5.571,8,0,0.779,5.054,42.3468,-71.16047,2135,1,1300,1800
0,0,1,4,1.661,9,1.609,73.98,3,0.506,2,0.506,17,0,2.913,3.812,42.337032,-71.1498,2135,2,,4100
0,0,0,0,0,0,0,0,1,0,7,0,16,0,0,0,42.34258,-71.155304,2135,1,,2700
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.33971,-71.151184,2135,1,,1785
1.241,0,0,1,0.96,0,24.2,26.05,2,7.923,6,7.923,16,0,2.097,5.023,42.346355,-71.15054,2135,1,,1950
0,0,1,1,4.097,10,36.29,32.07,8,10.9,11,10.9,14,0,2.368,1.896,42.343864,-71.14354,2135,1,568,1500
0,0,1,4,1.661,9,1.609,73.98,3,0.506,2,0.506,17,0,2.913,3.812,42.337032,-71.1498,2135,,,1000
0,0,1,4,1.661,9,1.609,73.98,3,0.506,2,0.506,17,0,2.913,3.812,42.337032,-71.1498,2135,,,1000
0,0,1,4,1.661,9,1.609,73.98,3,0.506,2,0.506,17,0,2.913,3.812,42.337032,-71.1498,2135,,,1000
0,0,1,4,1.661,9,1.609,73.98,3,0.506,2,0.506,17,0,2.913,3.812,42.337032,-71.1498,2135,,,1000
0.337,0,0,1,0.325,0,7.752,63.17,4,1.353,2,1.353,14,0,2.873,4.91,42.338573,-71.1499,2135,1,750,1950
0,0,1,4,3.944,6,6.303,64.41,2,2.559,3,2.559,18,0,2.07,4.362,42.338966,-71.14863,2135,1,1033,1750
0.337,0,0,1,0.325,0,7.752,63.17,4,1.353,2,1.353,14,0,2.873,4.91,42.337444,-71.14972,2135,2,1000,1600
5.245,0,1,1,2.575,28,59.67,3.029,3,5.571,7,5.571,8,0,0.779,5.054,42.346497,-71.16109,2135,1,,2500
0.337,0,0,1,0.325,0,7.752,63.17,4,1.353,2,1.353,14,0,2.873,4.91,42.33937,-71.15155,2135,1,,1750
0.081,0,2,1,4.401,0,18.53,43.41,1,2.452,5,2.452,11,0,4.944,4.959,42.350334,-71.1483,2135,1,1100,2350
0,0,0,1,1.402,1,11.84,65.03,4,1.807,10,1.807,15,0,3.22,5.163,42.350105,-71.140305,2135,1,,1875
2.799,0,0,0,1.162,0,42.93,16.46,1,7.328,7,7.328,11,0,3.375,4.108,42.351894,-71.15324,2135,1,,1700
0.346,0,0,1,1.475,0,12.55,20.29,0,2.79,6,2.79,10,0,4.664,5.968,42.34668,-71.14908,2135,1,,2100
0,0,0,1,1.729,4,5.914,62.46,3,1.01,12,1.01,11,0,9.843,3.427,42.34452,-71.14108,2135,1,,1800
0,0,0,1,0,0,0,0,1,0,1,0,11,0,0,0,42.36017,-71.14522,2135,1,,2100
0,0,0,0,1.918,0,22.35,15.43,2,2.743,8,2.743,10,0,3.937,2.203,42.346626,-71.152794,2135,1,,2100
4.962,0,0,0,1.193,0,40.02,21.64,1,9.952,7,9.952,10,0,2.677,1.985,42.353046,-71.161934,2135,1,,1900
1.542,0,0,0,2.06,0,48.43,24.67,1,10.64,6,10.64,10,0,1.917,2.333,42.35437,-71.16555,2135,2,,3200
3.882,0,0,0,1.558,0,11.28,39.41,3,0.991,6,0.991,5,0,5.309,6.409,42.348953,-71.163284,2135,1,800,1550
0,0,0,1,0,1,0,0,1,0,10,0,17,0,0,0,42.34492,-71.14668,2135,1,1500,2000
0,0,0,0,0,2,0,0,0,0,5,0,3,0,0,0,42.353004,-71.16809,2135,2,1500,3200
2.799,0,0,0,1.162,0,42.93,16.46,1,7.328,7,7.328,11,0,3.375,4.108,42.35102,-71.153915,2135,1.5,,2500
0.337,0,0,1,0.325,0,7.752,63.17,4,1.353,2,1.353,14,0,2.873,4.91,42.33937,-71.15155,2135,1,,1750
0,0,0,1,1.729,4,5.914,62.46,3,1.01,12,1.01,11,0,9.843,3.427,42.345825,-71.13875,2135,2,1679,3500
0.001,0,0,1,3.339,15,17.54,28.02,8,3.143,11,3.143,14,0,2.405,10.7,42.34696,-71.140175,2135,2,,1200
0,0,0,1,1.402,1,11.84,65.03,4,1.807,10,1.807,15,0,3.22,5.163,42.350014,-71.14021,2135,1,,1450
0,0,0,1,0,1,0,0,4,0,5,0,15,0,0,0,42.33995,-71.15744,2135,1,,3600
0,0,0,1,2.43,0,26.88,33.73,0,4.856,5,4.856,19,0,1.314,3.385,42.341988,-71.14799,2135,1,669,2100
0.855,0,0,4,2.408,0,18.21,28.6,2,7.237,9,7.237,15,0,3.498,8.248,42.34148,-71.14242,2135,2,,3400
0.855,0,0,4,2.408,0,18.21,28.6,2,7.237,9,7.237,15,0,3.498,8.248,42.34101,-71.14341,2135,1,,2127
0.855,0,0,4,2.408,0,18.21,28.6,2,7.237,9,7.237,15,0,3.498,8.248,42.34055,-71.143585,2135,2,,3100
0.855,0,0,4,2.408,0,18.21,28.6,2,7.237,9,7.237,15,0,3.498,8.248,42.340553,-71.143265,2135,2,,3400
0.971,0,0,1,2.598,0,5.271,68.58,0,6.095,12,6.095,11,0,1.746,1.71,42.346333,-71.13746,2135,1,,1450
0.001,0,0,1,3.339,15,17.54,28.02,8,3.143,11,3.143,14,0,2.405,10.7,42.34839,-71.13891,2135,1,,2800
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.33978,-71.15097,2135,1,,1855
10.63,0,0,1,2.976,0,42.21,6.526,0,9.707,5,9.707,2,0,0.596,2.717,42.347645,-71.16836,2135,2,,4800
0,0,0,1,1.365,4,1.227,70.48,10,1.952,12,1.952,14,0,3.856,5.068,42.346527,-71.13794,2135,1,1000,2300
0.225,0,0,1,2.712,3,11.49,23.8,3,3.503,3,3.503,15,0,2.163,6.224,42.339344,-71.1544,2135,1,,1900
0.126,0,0,0,0.686,22,9.553,7.531,3,2.571,6,2.571,20,0,1.689,3.884,42.357147,-71.157196,2135,1,,2250
0,0,2,0,0,0,0,0,2,0,4,0,5,0,0,0,42.353367,-71.1675,2135,1,,2100
3.474,0,0,0,1.522,1,44.51,12.02,1,16.69,6,16.69,13,0,0.851,2.109,42.3521,-71.1586,2135,1,,2350
0,3,0,11,3.261,1,10.39,21.01,10,0.019,26,0.019,28,0,1.867,8.479,42.348537,-71.06962,2135,1,,1700
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342056,-71.146416,2135,1,,1795
0.337,0,0,1,0.325,0,7.752,63.17,4,1.353,2,1.353,14,0,2.873,4.91,42.339245,-71.15048,2135,1,,2300
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.342815,-71.146736,2135,1,,1995
0,0,0,0,3.282,4,35.43,16.43,2,2.883,4,2.883,3,0,5.642,10.7,42.350952,-71.17292,2135,1,,1995
0,0,1,1,4.097,10,36.29,32.07,8,10.9,11,10.9,14,0,2.368,1.896,42.342133,-71.142845,2135,1,,1925
5.245,0,1,1,2.575,28,59.67,3.029,3,5.571,7,5.571,8,0,0.779,5.054,42.346466,-71.16064,2135,1,1100,2200
3.882,0,0,0,1.558,0,11.28,39.41,3,0.991,6,0.991,5,0,5.309,6.409,42.349953,-71.16543,2135,2,,4900
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.340057,-71.15028,2135,1,,2580
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.340057,-71.15028,2135,1,,2580
1.026,0,0,1,3.281,0,3.697,53.97,27,3.504,7,3.504,9,0,1.408,6.528,42.348442,-71.151344,2135,2,,2300
0.001,0,0,1,3.339,15,17.54,28.02,8,3.143,11,3.143,14,0,2.405,10.7,42.348522,-71.13911,2135,2,,2800
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.34197,-71.14635,2135,1,,1795
0,0,0,0,0,0,0,0.183,1,0,7,0,8,0,0,0,42.346478,-71.15933,2135,1,,2200
0,0,0,1,1.402,1,11.84,65.03,4,1.807,10,1.807,15,0,3.22,5.163,42.34915,-71.14096,2135,1,,2100
1.394,0,0,0,3.632,1,27.81,41.04,0,10.16,4,10.16,12,0,4.698,1.262,42.355858,-71.164505,2135,2,,2500
0,0,0,0,0,0,0,0.183,1,0,7,0,8,0,0,0,42.346706,-71.16011,2135,1,,2200
0,0,0,0,3.282,4,35.43,16.43,2,2.883,4,2.883,3,0,5.642,10.7,42.35123,-71.17349,2135,1,,1750
0.001,0,0,1,3.339,15,17.54,28.02,8,3.143,11,3.143,14,0,2.405,10.7,42.346554,-71.140396,2135,1,,1750
5.055,0,0,3,1.641,1,7.107,41.36,10,4.209,5,4.209,15,0,6.411,9.036,42.340107,-71.15822,2135,1,,1750
0.081,0,2,1,4.401,0,18.53,43.41,1,2.452,5,2.452,11,0,4.944,4.959,42.34937,-71.14916,2135,1,,1800
5.055,0,0,3,1.641,1,7.107,41.36,10,4.209,5,4.209,15,0,6.411,9.036,42.340973,-71.159874,2135,2,,6000
0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0,42.341938,-71.14662,2135,1,,1795
0,0,1,4,1.661,9,1.609,73.98,3,0.506,2,0.506,17,0,2.913,3.812,42.33661,-71.150925,2135,1,,2200
0,0,0,0,0,2,0,0,0,0,5,0,3,0,0,0,42.353004,-71.16809,2135,2,,3200
1.854,0,1,1,1.906,0,18.13,13.24,8,1.306,5,1.306,16,0,1.983,7.36,42.340057,-71.15028,2135,1,,2580
0.081,0,2,1,4.401,0,18.53,43.41,1,2.452,5,2.452,11,0,4.944,4.959,42.34937,-71.14916,2135,1,,1850
0.603,0,0,1,0.335,1,22.49,35.03,2,8.318,3,8.318,15,0,2.893,4.355,42.340984,-71.1531,2135,2,1409,4700
1.87,0,0,0,2.524,0,15.16,34.47,3,9.01,3,9.01,2,0,1.717,5.094,42.35279,-71.16844,2135,1,,1800
