pixelBuilding,walkMbta,numCraigslistHouse,walkUniversity,pixelHouse,numCraigslistRoom,pixelSky,pixelLake,numCrime,pixelPerson,walkSchool,pixelCar,walkPark,pixelGrass,pixelSidewalk,pixelRoad,Latitude,Longitude,Zip,Bathrooms,SQFT,Price
0,0,0,27,2.568,0,23.11,22.5,9,1.921,53,1.921,16,0,10.91,8.174,42.33506,-71.10787,2115,1,,3000
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.343254,-71.08715,2115,1,,2499
0.273,0,0,3,1.356,0,22.1,44.23,6,7.348,13,7.348,10,0,5.863,3.908,42.351006,-71.0879,2115,1,,1795
0,2,0,33,0,0,0,0,3,0,18,0,13,0,0,0,42.34366,-71.081665,2115,1,,2000
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34328,-71.087326,2115,,,2500
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34334,-71.08772,2115,1,,1900
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34349,-71.0887,2115,2,1000,5000
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.34549,-71.08893,2115,1,,1800
0,2,0,34,0,1,0,0,1,0,13,0,12,0,0,0,42.344193,-71.082016,2115,1,655,2550
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345345,-71.08523,2115,1,750,3400
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.342712,-71.089874,2115,2,1500,5800
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.345924,-71.08833,2115,1,450,2000
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.34264,-71.08318,2115,1,,1600
0,1,0,42,0.111,0,10.24,19.11,8,1.648,10,1.648,19,0,0.605,3.503,42.34645,-71.0887,2115,1,1000,5000
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.34593,-71.08832,2115,1,450,2000
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34401,-71.08963,2115,1,,3200
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34306,-71.08825,2115,1,,2050
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34276,-71.088104,2115,1,,3000
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.350357,-71.08888,2115,1,,2050
0,2,8,60,0,8,0,0,2,0,14,0,19,0,0,0,42.34247,-71.09133,2115,1,,5800
0,1,0,42,0.111,0,10.24,19.11,8,1.648,10,1.648,19,0,0.605,3.503,42.34667,-71.088936,2115,1,250,1750
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34349,-71.08807,2115,1,,2500
0,2,0,54,3.045,0,18.02,41.39,10,4.74,14,4.74,24,0,0.98,3.424,42.341427,-71.08882,2115,1,,1695
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34374,-71.08971,2115,1,542,3200
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34303,-71.08979,2115,2,,5600
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.343254,-71.08715,2115,1,,4500
0,2,0,62,0,0,0,14.4,1,0,51,0,23,0.387,0,0,42.33761,-71.09914,2115,1,,2700
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.343254,-71.08715,2115,1,,4500
0,2,0,34,0,1,0,0,1,0,13,0,12,0,0,0,42.34523,-71.0845,2115,1,750,4050
0,2,8,60,0,8,0,0,2,0,14,0,19,0,0,0,42.34233,-71.09104,2115,2,1000,5800
0,2,8,60,0,8,0,0,2,0,14,0,19,0,0,0,42.34233,-71.09104,2115,2,1000,5800
0,2,8,60,0,8,0,0,2,0,14,0,19,0,0,0,42.34233,-71.09104,2115,2,1300,6500
0,2,8,60,0,8,0,0,2,0,14,0,19,0,0,0,42.34233,-71.09104,2115,2,1000,5800
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34374,-71.08971,2115,1,489,2175
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34334,-71.08772,2115,1,800,3450
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345276,-71.08479,2115,1,750,4050
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34334,-71.08772,2115,1,500,1900
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34339,-71.08742,2115,1,,2850
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.34466,-71.089424,2115,1,,1875
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.34541,-71.08566,2115,1,,2800
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.34466,-71.089424,2115,2,1230,4350
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34374,-71.08971,2115,1,,2050
2.041,3,0,58,2.899,0,34.8,18.65,9,1.824,15,1.824,15,0,5.869,4.047,42.34153,-71.08264,2115,1,,1900
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345387,-71.08552,2115,1,700,4050
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.350525,-71.08678,2115,1,,2350
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.350716,-71.085724,2115,1,,2350
0,0,0,27,2.568,0,23.11,22.5,9,1.921,53,1.921,16,0,10.91,8.174,42.33506,-71.10787,2115,1,,3000
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.344803,-71.08991,2115,2,1230,4350
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.342926,-71.08708,2115,2,,6000
0,1,0,0,3.065,0,9.78,64.37,6,3.023,14,3.023,10,0,6.329,0.631,42.3516,-71.08571,2115,1,,1695
0,1,0,0,3.065,0,9.78,64.37,6,3.023,14,3.023,10,0,6.329,0.631,42.352142,-71.08588,2115,1,,1695
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.34944,-71.085495,2115,1,980,3200
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345345,-71.08523,2115,1,,4050
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.34532,-71.08508,2115,1,,3400
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.34532,-71.08508,2115,1,,4050
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345387,-71.08552,2115,1,,4050
0,2,0,62,0,0,0,14.4,1,0,51,0,23,0.387,0,0,42.33763,-71.09919,2115,1,,2700
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345276,-71.08479,2115,1,,2500
0,2,8,60,0,8,0,0,2,0,14,0,19,0,0,0,42.34232,-71.09058,2115,1,,3300
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345387,-71.08552,2115,1,,3400
0,2,0,54,3.045,0,18.02,41.39,10,4.74,14,4.74,24,0,0.98,3.424,42.34137,-71.08925,2115,1,,1695
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34401,-71.08963,2115,1,,3200
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.34295,-71.08723,2115,1,,5100
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.343044,-71.08787,2115,1,,5200
0,2,0,54,3.045,0,18.02,41.39,10,4.74,14,4.74,24,0,0.98,3.424,42.34137,-71.08925,2115,1,,1695
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.350628,-71.086044,2115,1,,1695
0,1,0,0,3.065,0,9.78,64.37,6,3.023,14,3.023,10,0,6.329,0.631,42.35105,-71.08655,2115,1,,3200
0,2,0,34,0,1,0,0,1,0,13,0,12,0,0,0,42.346123,-71.08404,2115,2,1106,5575
0,2,0,34,0,1,0,0,1,0,13,0,12,0,0,0,42.346123,-71.08404,2115,2,1669,11900
0,2,0,34,0,1,0,0,1,0,13,0,12,0,0,0,42.346123,-71.08404,2115,2,1131,5450
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.345898,-71.08909,2115,1,,1750
0,1,0,0,3.065,0,9.78,64.37,6,3.023,14,3.023,10,0,6.329,0.631,42.3516,-71.08571,2115,1,,1695
0,2,0,34,0,1,0,0,1,0,13,0,12,0,0,0,42.346123,-71.08404,2115,2,1564,11500
0,0,0,27,2.568,0,23.11,22.5,9,1.921,53,1.921,16,0,10.91,8.174,42.333755,-71.10679,2115,2,,4900
0,0,0,27,2.568,0,23.11,22.5,9,1.921,53,1.921,16,0,10.91,8.174,42.333755,-71.10679,2115,2,,5200
0,2,0,34,0,1,0,0,1,0,13,0,12,0,0,0,42.346123,-71.08404,2115,1,669,3425
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.345898,-71.08909,2115,1,250,1750
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.345898,-71.08909,2115,1,,1750
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.34582,-71.08863,2115,1,347,1900
0,2,0,54,3.045,0,18.02,41.39,10,4.74,14,4.74,24,0,0.98,3.424,42.341484,-71.087814,2115,1,,3900
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,1950
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.349716,-71.08795,2115,1,,3100
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345387,-71.08552,2115,1,,4050
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34339,-71.08742,2115,1,,2850
0,2,0,54,3.045,0,18.02,41.39,10,4.74,14,4.74,24,0,0.98,3.424,42.341534,-71.08882,2115,1,,1695
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.35027,-71.08962,2115,1,,2850
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.34582,-71.08863,2115,1,,2000
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.34582,-71.08863,2115,1,,2000
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.349472,-71.08951,2115,1,,3800
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.343906,-71.088066,2115,1,,3650
0,3,0,55,1.727,1,31.19,42.17,2,10.57,19,10.57,25,0,4.18,4.7,42.34014,-71.09142,2115,2,,4950
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345783,-71.085075,2115,1,,3000
0,2,0,54,3.045,0,18.02,41.39,10,4.74,14,4.74,24,0,0.98,3.424,42.34126,-71.08952,2115,1,250,1250
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.34532,-71.08508,2115,1,,4050
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.34582,-71.08863,2115,1,,2000
0.033,9,0,14,3.146,0,28.24,53.88,6,9.034,23,9.034,41,0,1.698,1.022,42.36057,-71.063835,2115,1,,1800
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.34549,-71.08893,2115,1,,1800
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.34992,-71.08866,2115,1,,2900
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.345467,-71.088776,2115,1,,1825
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.342422,-71.087715,2115,3,1350,6800
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.34564,-71.08593,2115,1,,3100
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345535,-71.08726,2115,2,,4355
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.34992,-71.08866,2115,1,600,2500
0,1,0,0,3.065,0,9.78,64.37,6,3.023,14,3.023,10,0,6.329,0.631,42.350994,-71.08652,2115,1,,2995
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34274,-71.08806,2115,1,,3800
0,0,0,27,2.568,0,23.11,22.5,9,1.921,53,1.921,16,0,10.91,8.174,42.335052,-71.107864,2115,1,620,3000
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,2.5,,4750
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.34564,-71.08593,2115,1,,2165
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.34564,-71.08593,2115,1,,2195
0,1,0,42,0.111,0,10.24,19.11,8,1.648,10,1.648,19,0,0.605,3.503,42.347958,-71.08768,2115,2,1226,5950
0.273,0,0,3,1.356,0,22.1,44.23,6,7.348,13,7.348,10,0,5.863,3.908,42.351254,-71.089294,2115,1,870,3200
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,2150
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,2150
0,3,0,55,1.727,1,31.19,42.17,2,10.57,19,10.57,25,0,4.18,4.7,42.341175,-71.091286,2115,1,840,3700
1.404,0,0,13,0.032,0,28.92,47.48,2,6.774,34,6.774,22,0,4.059,0.668,42.332294,-71.11215,2115,1,489,2050
0,0,0,27,2.568,0,23.11,22.5,9,1.921,53,1.921,16,0,10.91,8.174,42.33505,-71.10786,2115,1,600,3000
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.35027,-71.08962,2115,1,743,2700
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.3421,-71.08291,2115,1,,2900
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.349407,-71.08562,2115,1,,3200
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.34532,-71.08508,2115,1,,4050
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.350525,-71.08678,2115,1,464,2350
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.350246,-71.08548,2115,1,810,2690
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.349453,-71.089775,2115,1,,4500
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.34582,-71.08863,2115,1,,3300
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.34865,-71.08509,2115,1,400,4000
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.343197,-71.08676,2115,1,,2795
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.345783,-71.08773,2115,1.5,,4800
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,2400
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,2250
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,3650
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.343197,-71.08676,2115,3,,3695
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.350468,-71.088486,2115,1,946,2700
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.349464,-71.08968,2115,2,,3295
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.35027,-71.08962,2115,1,,2700
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.35027,-71.08962,2115,1,,2700
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.35027,-71.08962,2115,1,,2700
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342865,-71.08193,2115,1,,2200
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.350063,-71.08668,2115,1,,2800
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.342125,-71.08845,2115,1,821,3200
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.342422,-71.087715,2115,1,1165,4800
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,2200
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.342632,-71.087326,2115,1,,1895
2.041,3,0,58,2.899,0,34.8,18.65,9,1.824,15,1.824,15,0,5.869,4.047,42.34153,-71.08264,2115,1,,2350
2.041,3,0,58,2.899,0,34.8,18.65,9,1.824,15,1.824,15,0,5.869,4.047,42.34153,-71.08264,2115,1,,2350
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.349472,-71.0896,2115,1,,1900
0,3,0,55,1.727,1,31.19,42.17,2,10.57,19,10.57,25,0,4.18,4.7,42.341305,-71.09165,2115,1,,4500
0,1,0,42,0.111,0,10.24,19.11,8,1.648,10,1.648,19,0,0.605,3.503,42.347958,-71.08768,2115,2,,8100
0,1,0,42,0.111,0,10.24,19.11,8,1.648,10,1.648,19,0,0.605,3.503,42.347958,-71.08768,2115,3.5,,18500
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.34992,-71.08866,2115,1,,2500
1.404,0,0,13,0.032,0,28.92,47.48,2,6.774,34,6.774,22,0,4.059,0.668,42.332428,-71.1117,2115,1,,2195
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,2150
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343052,-71.08342,2115,1,,1575
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343052,-71.08342,2115,1,,1575
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,2150
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343052,-71.08342,2115,1,,1600
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,2150
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,2150
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343052,-71.08342,2115,1,,1600
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,2150
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,2150
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342907,-71.08287,2115,1,,1450
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.35039,-71.085464,2115,1,,2100
0,2,8,60,0,8,0,0,2,0,14,0,19,0,0,0,42.34274,-71.09005,2115,2,,5400
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,1950
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34274,-71.08806,2115,1,1000,3700
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.350357,-71.08888,2115,1,880,3100
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.342896,-71.08687,2115,1,,2000
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.342422,-71.087715,2115,1,703,2300
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345783,-71.085075,2115,1,,2100
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.3454,-71.08564,2115,1,,4050
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34274,-71.08806,2115,1,,3900
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.344692,-71.089134,2115,1,550,2100
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.342976,-71.08742,2115,1,,5700
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.34201,-71.087,2115,1,,2750
0,2,0,53,1.512,0,6.428,65.76,9,0.635,16,0.635,17,0,2.865,4.808,42.341606,-71.0859,2115,1,,1675
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345387,-71.08552,2115,1,,4050
0,3,0,55,1.727,1,31.19,42.17,2,10.57,19,10.57,25,0,4.18,4.7,42.33963,-71.091866,2115,1,,1695
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345387,-71.08552,2115,1,,4050
0,0,0,27,2.568,0,23.11,22.5,9,1.921,53,1.921,16,0,10.91,8.174,42.33505,-71.10786,2115,1,570,2900
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345387,-71.08552,2115,1,,4050
0.266,2,0,55,1.151,0,11.42,51.98,8,3.523,14,3.523,20,0,6.07,4.213,42.344658,-71.08887,2115,1,,1650
0.082,2,0,16,1.955,1,16.97,59.8,5,9.183,14,9.183,14,0,6.047,2.838,42.34448,-71.08098,2115,2,1230,2995
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345474,-71.08616,2115,1,,4050
0,0,0,27,1.708,0,11.7,42.35,0,1.663,56,1.663,19,0,7.954,7.309,42.333042,-71.109146,2115,1,,3000
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.345387,-71.08552,2115,1,,4050
1.93,0,0,26,1.075,0,13.69,63.58,3,1.991,52,1.991,22,0,0.892,1.478,42.33227,-71.11113,2115,1.5,,3700
1.404,0,0,13,0.032,0,28.92,47.48,2,6.774,34,6.774,22,0,4.059,0.668,42.332428,-71.1117,2115,1,,2195
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.34944,-71.085495,2115,1,,3200
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.343674,-71.08745,2115,1,,2850
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.343094,-71.08226,2115,1,,2000
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.35039,-71.085464,2115,1,650,2100
0,2,8,60,0,8,0,0,2,0,14,0,19,0,0,0,42.34233,-71.09021,2115,1,,3000
0,2,0,34,0,1,0,0,1,0,13,0,12,0,0,0,42.344193,-71.082016,2115,1.5,,3100
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,2175
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,2200
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,2200
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.343197,-71.08676,2115,1,,2750
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,1750
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,1750
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,2200
0,2,0,31,1.772,0,4.87,39.19,6,1.554,11,1.554,16,0,7.027,7.167,42.346546,-71.08685,2115,1,,1800
0,3,0,54,0,2,0,0,9,0,18,0,13,0,0,0,42.342773,-71.08248,2115,1,,2150
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.343197,-71.08676,2115,1,,2295
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.343254,-71.08715,2115,1,,3750
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.3427,-71.089554,2115,1,750,2400
0,2,0,62,0,0,0,14.4,1,0,51,0,23,0.387,0,0,42.33793,-71.09944,2115,1,,2100
0,2,0,62,0,0,0,14.4,1,0,51,0,23,0.387,0,0,42.33793,-71.09944,2115,1,,3300
0,2,0,53,0.002,1,0,0.757,12,1.032,14,1.032,17,0,0,0,42.343254,-71.08715,2115,1,,3325
0,2,0,62,0,0,0,14.4,1,0,51,0,23,0.387,0,0,42.33793,-71.09944,2115,1,,1865
0,2,0,62,0,0,0,14.4,1,0,51,0,23,0.387,0,0,42.33793,-71.09944,2115,1,,1735
0,2,0,62,0,0,0,14.4,1,0,51,0,23,0.387,0,0,42.33793,-71.09944,2115,1,,2500
0,2,0,62,0,0,0,14.4,1,0,51,0,23,0.387,0,0,42.33793,-71.09944,2115,1,,2100
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34328,-71.087326,2115,1,,2500
0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635,42.348732,-71.08812,2115,1,,2400
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.34944,-71.085495,2115,1,,3200
0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682,42.34276,-71.088104,2115,1,,2050
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.349964,-71.08704,2115,1,,2150
0,2,0,50,3.28,0,12.05,76.29,4,3.581,15,3.581,16,0,0.755,1.654,42.34532,-71.08508,2115,1,,3400
0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739,42.34944,-71.085495,2115,1,,3200
0.273,0,0,3,1.356,0,22.1,44.23,6,7.348,13,7.348,10,0,5.863,3.908,42.3509,-71.08984,2115,1,,2800
