pixelPlant,pixelPole,pixelLake,pixelRoad,pixelGrass,pixelWall,pixelCar,propertiesAsses,pixelSea,numCraigslistHouse,pixelRiver,pixelBus,pixelCeiling,pixelPath,pixelBuilding,crime,pixelFence,walkSchool,walkMbta,energySiteEUI,pixelPerson,pixelTree,pixelVan,walkPark,walkUniversity,pixelSidewalk,pixelGround,pixelMountain,pixelPalmTree,pixelHouse,pixelBridge,pixelSign,pixelRailing,pixelField,pixelWindow,pixelGrandstand,numCraigslistRoom,pixelSky,longitude,latitude,bathrooms,last_sold_price,zestimate_amount,prices,property_size,zip,zestimate_valuation_range_high,long,tax_year,zestimate_value_change,status,zestimate_percentile,bedrooms,zestimate_last_updated,zillow_id,address,lat,last_sold_date,tax_value,zillow,year_built,zestimate_valuationRange_low,graph_data_link,home_size,home_detail_link,home_type,property,map_this_home_link
0,0,41.82,3.843,0,1.998,6.958,17769651,0,0,0.974,0,0,0,0.258,7,0,13,0,0,6.958,0.989,0,14,0,0.838,0,0,1.275,1.439,0,0.13,0.458,0,0,0,0,30.03,-71.077346,42.311534,6,,1064871,995000 ,7840,2121,1160709,-71.077457,,,Apartment For Sale,0,16,11/12/2016,2096387885,"11-15 Fernboro St, Boston, MA",42.311442,,,0,1905,937086,,7500,http://www.zillow.com/homedetails/11-15-Fernboro-St-Boston-MA-02121/2096387885_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/2096387885_zpid/
0,0.011,21.28,15.95,0,0.02,0.165,6512200,0,0,0,0,0,0,0,1,0,1,0,0,0.165,1.192,0,3,0,6.944,0,2.399,0,2.908,1.14,0.387,0,0,0,0,0,11.97,-71.011379,42.386308,1,,378246,369000 ,,2128,397158,-71.01138,,37264,Condo For Sale,0,2,11/12/2016,2138049945,"910 Saratoga St # 1, Boston, MA",42.386308,,,0,2009,359334,,952,http://www.zillow.com/homedetails/910-Saratoga-St-1-Boston-MA-02128/2138049945_zpid/,Condominium,0,http://www.zillow.com/homes/2138049945_zpid/
0,0,74.05,0.919,0,0.554,5.957,53856950,0,1,0.033,0,0,0,0,3,0,9,2,0,5.957,0,0,11,1,0.015,0,0,1.431,1.452,0.371,0.091,0,0,0.001,0,0,11.61,-71.062409,42.376339,5,925000,2949271,2750000 ,1306,2129,3096735,-71.062415,2014,78439,House For Sale,0,4,11/12/2016,59101027,"31 High St, Boston, MA",42.376329,4/25/2000,1445900,0,1863,2801807,http://www.zillow.com/homedetails/31-High-St-Boston-MA-02129/59101027_zpid/#charts-and-data,3958,http://www.zillow.com/homedetails/31-High-St-Boston-MA-02129/59101027_zpid/,SingleFamily,0,http://www.zillow.com/homes/59101027_zpid/
0,0,0.183,0,0,0.001,0,8590287,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,-71.171331,42.278772,2,299000,385628,369900 ,871,2132,420335,-71.170962,2014,2060,Condo For Sale,0,2,11/12/2016,59153544,"1216 Vfw Pkwy APT 49, Boston, MA",42.2789235,7/29/2013,230800,0,1986,343209,http://www.zillow.com/homedetails/1216-Vfw-Pkwy-APT-49-Boston-MA-02132/59153544_zpid/#charts-and-data,1072,http://www.zillow.com/homedetails/1216-Vfw-Pkwy-APT-49-Boston-MA-02132/59153544_zpid/,Condominium,0,http://www.zillow.com/homes/59153544_zpid/
0,0.027,39.38,2.956,0,2.737,3.75,11172900,0,0,0,0,0,0.002,2.711,1,0,4,0,0,3.75,3.086,0,9,0,0.967,0,0.012,0,3.3,0,0.086,0.029,0,0,0,0,23.42,-71.05167,42.29379,1,,229011,215000 ,,2122,240462,-71.052107,,-32841,Condo For Sale,0,2,11/12/2016,2104313147,"135 Neponset Ave APT 46, Dorchester, MA",42.293773,,,0,1965,217560,,737,http://www.zillow.com/homedetails/135-Neponset-Ave-APT-46-Dorchester-MA-02122/2104313147_zpid/,Condominium,0,http://www.zillow.com/homes/2104313147_zpid/
0,0,0,0,0,0,0,22309790,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.135391,42.351506,5.5,205000,794966,899000 ,1018,2134,834714,-71.063154,2011,25648,House For Sale,0,11,11/12/2016,59088443,"48 Allston St, Boston, MA",42.381114,11/15/2011,638200,0,1890,755218,http://www.zillow.com/homedetails/48-Allston-St-Boston-MA-02134/59088443_zpid/#charts-and-data,4372,http://www.zillow.com/homedetails/48-Allston-St-Boston-MA-02134/59088443_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59088443_zpid/
0,0,0,0,0,0,0,67154587,0,0,0,0,0,0,0,3,0,10,4,211.3,0,0,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.050984,42.363842,2,,2030326,1995000 ,,2110,2131842,-71.050599,,,Condo For Sale,0,2,11/12/2016,2096444760,"28 Atlantic Ave # 434, Boston, MA",42.363346,,,0,1830,1908506,,1680,http://www.zillow.com/homedetails/28-Atlantic-Ave-434-Boston-MA-02110/2096444760_zpid/,Condominium,0,http://www.zillow.com/homes/2096444760_zpid/
0,0,0,0,0,0,0,4759800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70.997947,42.388927,1,,409538,389900 ,,2128,430015,-70.9979479,,,Condo For Sale,0,4,11/12/2016,2096391255,"1203 Bennington St # 1, Boston, MA",42.388927,,,0,1910,380870,,1608,http://www.zillow.com/homedetails/1203-Bennington-St-1-Boston-MA-02128/2096391255_zpid/,Condominium,0,http://www.zillow.com/homes/2096391255_zpid/
0,0.316,47.62,2.947,0,0.155,8.003,15020300,0,0,0,0,0,0,2.477,4,0,9,2,0,8.003,2.235,0,15,0,1.836,0,0,0,4.663,0,0.528,0.205,0,0,0,0,13.11,-71.065177,42.296724,2,571000,698786,689000 ,6534,2124,740713,-71.0651299,2014,57574,House For Sale,0,3,11/12/2016,59105049,"26 Upland Ave, Dorchester Center, MA",42.2967516,5/25/2005,533500,0,1922,663847,http://www.zillow.com/homedetails/26-Upland-Ave-Dorchester-Center-MA-02124/59105049_zpid/#charts-and-data,2657,http://www.zillow.com/homedetails/26-Upland-Ave-Dorchester-Center-MA-02124/59105049_zpid/,SingleFamily,0,http://www.zillow.com/homes/59105049_zpid/
0,0.049,52,2.388,0,0.01,8.637,43210441,0,0,0,0,0,0,0,2,0,10,1,58.2,8.637,0.007,0.141,11,2,4.425,0,0,0.025,2.558,0,0.152,0.005,0,0,0,0,24.28,-71.058746,42.374206,2,500000,992372,969000 ,1537,2108,1041991,-71.067244,2014,-23580,Condo For Sale,0,3,11/12/2016,59212287,"21 Chestnut St UNIT 1, Boston, MA",42.3577722,6/15/2011,514335,0,1875,932830,http://www.zillow.com/homedetails/21-Chestnut-St-UNIT-1-Boston-MA-02129/59212287_zpid/#charts-and-data,1537,http://www.zillow.com/homedetails/21-Chestnut-St-UNIT-1-Boston-MA-02129/59212287_zpid/,Condominium,0,http://www.zillow.com/homes/59212287_zpid/
0,0.123,0.724,2.055,0,0.004,0.143,32068500,0,0,0,0,0,0.1,0,0,0,6,0,0,0.143,1.645,0,3,1,1.298,0,0,0,0.062,0,0.552,0,0,0,0,0,7.151,-71.03587,42.32961,3,,1167241,1100000 ,6301,2127,1283965,-71.0357925,,,Condo For Sale,0,3,11/12/2016,2096432914,"1650 Columbia Rd # 1, Boston, MA",42.3297241,,,0,1917,887103,,2380,http://www.zillow.com/homedetails/1650-Columbia-Rd-1-Boston-MA-02127/2096432914_zpid/,Condominium,0,http://www.zillow.com/homes/2096432914_zpid/
0,0,60.42,7.334,0,0.259,0.006,46817650,0,0,0,0,3.01,0,0,6,0,8,0,0,0.006,0,0.005,6,0,5.818,0,0,0,1.371,0,0.893,0,0,0,0,0,6.118,-71.042652,42.331196,1,275000,709656,725000 ,871,2127,759332,-71.0426438,2014,-18302,House For Sale,0,2,11/12/2016,59151089,"459 E 8th St, South Boston, MA",42.3312024,6/6/2011,425300,0,1900,624497,http://www.zillow.com/homedetails/459-E-8th-St-South-Boston-MA-02127/59151089_zpid/#charts-and-data,2062,http://www.zillow.com/homedetails/459-E-8th-St-South-Boston-MA-02127/59151089_zpid/,SingleFamily,0,http://www.zillow.com/homes/59151089_zpid/
0,0,0.183,0,0,0.001,0,18212374,0,0,0,0,0,0,0,4,0,7,2,0,0,0,0,7,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,-71.02738,42.38123,2,,344957,359000 ,,2128,376003,-71.027618,,,Condo For Sale,0,2,11/12/2016,2096434629,"325 E Eagle St # 1, Boston, MA",42.3811765,,,0,1890,300113,,702,http://www.zillow.com/homedetails/325-E-Eagle-St-1-Boston-MA-02128/2096434629_zpid/,Condominium,0,http://www.zillow.com/homes/2096434629_zpid/
0,0.013,42.11,9.954,0,1.23,2.4,46448502,0,2,0,0,0,0,0,2,0,22,3,26.1,2.4,0.039,0.068,26,10,6.196,0,0.065,0.029,3.881,0,0.298,0,0,0.128,0,0,5.218,-71.0643,42.3446,2,1146000,1257388,1249000 ,,2118,1659752,-71.063773,,-153450,Condo For Sale,0,2,11/12/2016,2099183237,"32 Traveler St #210, Boston, MA",42.3444386,11/17/2015,,0,2015,1119075,,1104,http://www.zillow.com/homedetails/32-Traveler-St-210-Boston-MA-02118/2099183237_zpid/,Condominium,0,http://www.zillow.com/homes/2099183237_zpid/
0,0,0.183,0,0,0.001,0,7907094,0,0,0,0,0,0,0,0,0,5,0,8.9,0,0,0,6,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,-71.050234,42.374417,4,,1831880,1850000 ,,2129,1923474,-71.0502737,,,Condo For Sale,0,3,11/12/2016,2096434580,"19 Constellation Wharf # 19, Boston, MA",42.3745586,,,0,1987,1648692,,2513,http://www.zillow.com/homedetails/19-Constellation-Wharf-19-Boston-MA-02129/2096434580_zpid/,Condominium,0,http://www.zillow.com/homes/2096434580_zpid/
0,0,71.78,3.406,0,0,0.589,31990392,0,0,0,0,0,0,0.379,4,0,11,2,164.1,0.589,0,0,8,0,3.652,0,0.017,1.62,1.193,0,0,0,0,0,0,0,7.267,-71.030729,42.380063,3,60000,842835,839900 ,1742,2128,884977,-71.0306797,2014,227023,Apartment For Sale,0,8,11/12/2016,59119384,"249 Lexington St, Boston, MA",42.3800627,11/20/1987,263300,0,1900,792265,http://www.zillow.com/homedetails/249-Lexington-St-Boston-MA-02128/59119384_zpid/#charts-and-data,3084,http://www.zillow.com/homedetails/249-Lexington-St-Boston-MA-02128/59119384_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59119384_zpid/
0,0,0,0,0,0,0,17023196,0,0,0,0,0,0,0,10,0,10,0,78.1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.039001,42.38187,3,,616986,749000 ,,2128,647835,-71.0390517,,,Condo For Sale,0,3,11/12/2016,2096458855,"447 Meridian St # 2, Boston, MA",42.3818743,,,0,1910,579967,,2000,http://www.zillow.com/homedetails/447-Meridian-St-2-Boston-MA-02128/2096458855_zpid/,Condominium,0,http://www.zillow.com/homes/2096458855_zpid/
0,0,56.57,3.388,0,0.003,0.903,28106960,0,0,0,0,0,0,0,5,0,10,0,0,0.903,0,0,8,0,8.597,0,0,0.332,0.07,0,0.05,0,0,0,0,2,9.142,-71.043159,42.335853,2,,786503,859000 ,,2127,912343,-71.0431028,,,Condo For Sale,0,2,11/12/2016,2096458580,"530 E Broadway # 2, Boston, MA",42.3356751,,,0,1910,715718,,1082,http://www.zillow.com/homedetails/530-E-Broadway-2-Boston-MA-02127/2096458580_zpid/,Condominium,0,http://www.zillow.com/homes/2096458580_zpid/
0,0.013,42.11,9.954,0,1.23,2.4,46448502,0,2,0,0,0,0,0,2,0,22,3,26.1,2.4,0.039,0.068,26,10,6.196,0,0.065,0.029,3.881,0,0.298,0,0,0.128,0,0,5.218,-71.064406,42.344594,2,,1374679,1379000 ,,2118,1539640,-71.0635677,,,Condo For Sale,0,2,11/12/2016,2096419562,"40 Traveler St # 308, Boston, MA",42.3443934,,,0,,1305945,,1254,http://www.zillow.com/homedetails/40-Traveler-St-308-Boston-MA-02118/2096419562_zpid/,Condominium,0,http://www.zillow.com/homes/2096419562_zpid/
0,0,0,0,0,0,0,194148049,0,0,0,0,0,0,0,15,0,23,8,436.7,0,0,0,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.060478,42.363594,2,,943308,897000 ,,2114,1065938,-71.060477,,,Condo For Sale,0,1,11/12/2016,2096390798,"121 Portland St # 603, Boston, MA",42.3635949,,,0,2016,716914,,826,http://www.zillow.com/homedetails/121-Portland-St-603-Boston-MA-02114/2096390798_zpid/,Condominium,0,http://www.zillow.com/homes/2096390798_zpid/
0,0,0,0,0,0,0,18885684,0,0,0,0,0,0,0,9,0,9,1,393.6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.038663,42.378587,3,525000,781928,875000 ,2613,2128,821024,-71.0386268,2014,109497,Apartment For Sale,0,8,11/12/2016,59213171,"23 Eutaw St, Boston, MA",42.3786735,10/28/2004,347200,0,1910,742832,http://www.zillow.com/homedetails/23-Eutaw-St-Boston-MA-02128/59213171_zpid/#charts-and-data,3102,http://www.zillow.com/homedetails/23-Eutaw-St-Boston-MA-02128/59213171_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59213171_zpid/
0,0.123,0.724,2.055,0,0.004,0.143,32068500,0,0,0,0,0,0.1,0,0,0,6,0,0,0.143,1.645,0,3,1,1.298,0,0,0,0.062,0,0.552,0,0,0,0,0,7.151,-71.035886,42.329594,2,,880708,899000 ,6301,2127,1004007,-71.0357925,,,Condo For Sale,0,3,11/12/2016,2096432712,"1650 Columbia Rd # 2, Boston, MA",42.3297241,,,0,1917,616496,,1315,http://www.zillow.com/homedetails/1650-Columbia-Rd-2-Boston-MA-02127/2096432712_zpid/,Condominium,0,http://www.zillow.com/homes/2096432712_zpid/
0,0.2,34.62,6.414,0,0.588,5.717,14491992,0,6,0,0,0,0.208,1.322,11,0,8,2,0,5.717,3.149,0.179,14,0,4.367,0,0,0,2.612,0,0.523,0.018,0,0,0,2,13.06,-71.055572,42.296354,3,759,608571,788000 ,5662,2122,876342,-71.0555626,2015,90873,House For Sale,0,4,11/12/2016,59106792,"29 Neponset Ave, Dorchester, MA",42.2963709,2/1/2011,336800,0,2016,395571,http://www.zillow.com/homedetails/29-Neponset-Ave-Dorchester-MA-02122/59106792_zpid/#charts-and-data,2270,http://www.zillow.com/homedetails/29-Neponset-Ave-Dorchester-MA-02122/59106792_zpid/,SingleFamily,0,http://www.zillow.com/homes/59106792_zpid/
0,0,67.44,4.12,0,0.126,0.281,22582916,0,0,0,0,0,0,5.986,6,0,9,2,0,0.281,0,0,8,0,3.623,0,0,0,0.349,0,0.117,0,0,0,0,0,1.599,-71.032171,42.38111,3,285000,709426,849000 ,6098,2128,794557,-71.032171,2014,97680,Apartment For Sale,0,7,11/12/2016,59121945,"225 E Eagle St, East Boston, MA",42.38111,8/2/2000,294500,0,1900,645578,http://www.zillow.com/homedetails/225-E-Eagle-St-East-Boston-MA-02128/59121945_zpid/#charts-and-data,2728,http://www.zillow.com/homedetails/225-E-Eagle-St-East-Boston-MA-02128/59121945_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59121945_zpid/
0,0,3.908,2.609,0,1.336,0.729,3070534,0,0,0,0,0,0,0,8,0,6,0,22.5,0.729,0,0,7,1,0.777,0,0.005,0,0.653,0,0.193,0,0,0,0,0,1.187,-71.069465,42.271663,2,,703723,690000 ,,2124,738909,-71.0686086,,,Condo For Sale,0,1,11/12/2016,2096434273,"1241-1255 Adams St # WM104, Boston, MA",42.2710088,,,0,1900,661500,,1554,http://www.zillow.com/homedetails/1241-1255-Adams-St-WM104-Boston-MA-02124/2096434273_zpid/,Condominium,0,http://www.zillow.com/homes/2096434273_zpid/
0,0,68.08,3.763,0,0.109,0.805,29600507,0,0,0,0,0,0,0.016,5,0,12,2,44.7,0.805,0.564,0.092,8,0,3.794,0,0,0,1.57,0,0.011,0,0,0,0,1,2.083,-71.037338,42.377548,2,,551807,619900 ,,2128,778048,-71.037336,,,Condo For Sale,0,3,11/12/2016,2096464097,"65 Lexington # 3, Boston, MA",42.377548,,,0,2016,441446,,1188,http://www.zillow.com/homedetails/65-Lexington-3-Boston-MA-02128/2096464097_zpid/,Condominium,0,http://www.zillow.com/homes/2096464097_zpid/
0,0,60.42,7.334,0,0.259,0.006,46817650,0,0,0,0,3.01,0,0,6,0,8,0,0,0.006,0,0.005,6,0,5.818,0,0,0,1.371,0,0.893,0,0,0,0,0,6.118,-71.042648,42.331195,3,,1408503,1450000 ,2178,2127,1577523,-71.0426438,,,Apartment For Sale,0,6,11/12/2016,2096390286,"461/459 East # 8TH, Boston, MA",42.3312024,,,0,1900,1323993,,4149,http://www.zillow.com/homedetails/461-459-East-8TH-Boston-MA-02127/2096390286_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/2096390286_zpid/
0,0.123,0.724,2.055,0,0.004,0.143,32068500,0,0,0,0,0,0.1,0,0,0,6,0,0,0.143,1.645,0,3,1,1.298,0,0,0,0.062,0,0.552,0,0,0,0,0,7.151,-71.035865,42.32959,2,,1002552,1300000 ,6301,2127,1142909,-71.0357925,,,Condo For Sale,0,3,11/12/2016,2096432567,"1650 Columbia Rd # 3, Boston, MA",42.3297241,,,0,1907,701786,,1317,http://www.zillow.com/homedetails/1650-Columbia-Rd-3-Boston-MA-02127/2096432567_zpid/,Condominium,0,http://www.zillow.com/homes/2096432567_zpid/
0,0.097,67.64,4.39,0,0.38,0.641,7827492,0,0,0,0,0,0,2.62,1,0,8,2,0,0.641,0.256,0,9,0,1.15,0,0,1.032,2.048,0,0.003,0,0,0,0,0,4.326,-71.032333,42.367069,2,,603197,599900 ,,2128,753996,-71.0322932,,,Condo For Sale,0,3,11/12/2016,2096449902,"46 Lamson St # 3, Boston, MA",42.3670608,,,0,2016,446366,,1350,http://www.zillow.com/homedetails/46-Lamson-St-3-Boston-MA-02128/2096449902_zpid/,Condominium,0,http://www.zillow.com/homes/2096449902_zpid/
0,0.344,34.47,1.806,0,1.115,10.3,14537784,0,0,0,0,0,0.026,0.139,5,0,10,0,0,10.3,1.965,0.034,17,0,1.801,0,0,0.842,2.961,0.027,0.202,0.04,0.291,0,0,0,24.48,-71.091266,42.314037,3,335000,631591,1125000 ,1838,2121,701066,-71.0912679,2014,70706,Apartment For Sale,0,8,11/12/2016,59114244,"37 Abbotsford St, Dorchester, MA",42.3140367,9/11/2014,147400,0,1920,568432,http://www.zillow.com/homedetails/37-Abbotsford-St-Dorchester-MA-02121/59114244_zpid/#charts-and-data,4500,http://www.zillow.com/homedetails/37-Abbotsford-St-Dorchester-MA-02121/59114244_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59114244_zpid/
0,0,28.03,7.013,0,0.894,0.375,19560535,0,0,0.025,0,0,0,0,2,0,8,2,0,0.375,0.379,0,9,0,3.935,0,0,0.216,2.872,0.788,0.333,0.389,0,0,0,0,30.64,-71.030736,42.36591,3,300189,546023,600000 ,435,2128,595165,-71.0307699,2014,5109,Apartment For Sale,0,3,11/12/2016,59121131,"216 Everett St, Boston, MA",42.3659367,2/14/2008,261600,0,1900,507801,http://www.zillow.com/homedetails/216-Everett-St-Boston-MA-02128/59121131_zpid/#charts-and-data,1620,http://www.zillow.com/homedetails/216-Everett-St-Boston-MA-02128/59121131_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59121131_zpid/
0,0,0,0,0,0,0,30438942,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.029785,42.334274,3,,868071,899999 ,,2127,911475,-71.0297992,,,Condo For Sale,0,2,11/12/2016,2105220284,"768 E 5th St # 2, Boston, MA",42.3341991,,,0,1900,815987,,1112,http://www.zillow.com/homedetails/768-E-5th-St-2-Boston-MA-02127/2105220284_zpid/,Condominium,0,http://www.zillow.com/homes/2105220284_zpid/
0,0.46,4.56,6.518,0,7.118,4.028,12118100,0,0,0.144,0,0,0,0,1,0,1,1,0,4.028,3.469,0,2,0,1.701,0,0,0.683,1.804,0,0.326,0.262,0,0,0,0,42.82,-71.016921,42.382091,1,,464571,449900 ,,2128,506382,-71.016921,,,Condo For Sale,0,2,11/12/2016,2096449916,"69 Horace St UNIT 1, East Boston, MA",42.382093,,,0,2016,367011,,900,http://www.zillow.com/homedetails/69-Horace-St-UNIT-1-East-Boston-MA-02128/2096449916_zpid/,Condominium,0,http://www.zillow.com/homes/2096449916_zpid/
0,0,0,0,0,0,0,9889800,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.115165,42.251413,2,130000,617392,585000 ,12196,2136,648262,-71.115165,2014,-18017,Apartment For Sale,0,4,11/12/2016,59127182,"57 Highland St, Boston, MA",42.251413,1/14/1994,419100,0,1905,586522,http://www.zillow.com/homedetails/57-Highland-St-Boston-MA-02136/59127182_zpid/#charts-and-data,4167,http://www.zillow.com/homedetails/57-Highland-St-Boston-MA-02136/59127182_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59127182_zpid/
0,0.46,4.56,6.518,0,7.118,4.028,12118100,0,0,0.144,0,0,0,0,1,0,1,1,0,4.028,3.469,0,2,0,1.701,0,0,0.683,1.804,0,0.326,0.262,0,0,0,0,42.82,-71.016921,42.382091,1,,464571,459900 ,,2128,506382,-71.016921,,,Condo For Sale,0,2,11/12/2016,2096449911,"69 Horace St UNIT 2, East Boston, MA",42.382093,,,0,2016,367011,,900,http://www.zillow.com/homedetails/69-Horace-St-UNIT-2-East-Boston-MA-02128/2096449911_zpid/,Condominium,0,http://www.zillow.com/homes/2096449911_zpid/
0,0.027,39.38,2.956,0,2.737,3.75,11172900,0,0,0,0,0,0.002,2.711,1,0,4,0,0,3.75,3.086,0,9,0,0.967,0,0.012,0,3.3,0,0.086,0.029,0,0,0,0,23.42,-71.052022,42.293834,1,160000,220838,210000 ,,2122,231880,-71.052107,2014,10550,Condo For Sale,0,2,11/12/2016,81947069,"135 Neponset Ave APT 45, Dorchester, MA",42.293773,7/31/2015,106800,0,1965,203171,http://www.zillow.com/homedetails/135-Neponset-Ave-APT-45-Dorchester-MA-02122/81947069_zpid/#charts-and-data,725,http://www.zillow.com/homedetails/135-Neponset-Ave-APT-45-Dorchester-MA-02122/81947069_zpid/,Condominium,0,http://www.zillow.com/homes/81947069_zpid/
0,0,0,0,0,0,0,22667300,0,0,0,0,0,0,0,2,0,5,0,134.1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.119036,42.262398,3,427500,497701,540000 ,5227,2136,527563,-71.119036,2014,17599,Apartment For Sale,0,4,11/12/2016,59126388,"124 Central Ave, Boston, MA",42.262398,8/14/2015,258800,0,1905,437977,http://www.zillow.com/homedetails/124-Central-Ave-Boston-MA-02136/59126388_zpid/#charts-and-data,2048,http://www.zillow.com/homedetails/124-Central-Ave-Boston-MA-02136/59126388_zpid/,MultiFamily2To4,0,http://www.zillow.com/homes/59126388_zpid/
0,0,34.59,5.059,0,0.19,2.385,16124251,0,0,0,0,0,0.331,0,12,0,9,0,0,2.385,1.791,0.005,1,0,2.836,0,0,0,3.343,0,0.146,0,0,0,0,0,25.17,-71.089133,42.283199,,,,400000 ,8712,2126,,-71.08934,,,Lot/Land For Sale,0,,12/31/1969,2096444339,"769-771 Morton St, Boston, MA",42.283062,,,0,,,,,http://www.zillow.com/homedetails/769-771-Morton-St-Boston-MA-02126/2096444339_zpid/,VacantResidentialLand,0,http://www.zillow.com/homes/2096444339_zpid/
0,0,0.183,0,0,0.001,0,18212374,0,0,0,0,0,0,0,4,0,7,2,0,0,0,0,7,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,-71.027664,42.38116,2,,324083,369000 ,,2128,346769,-71.027618,,,Condo For Sale,0,2,11/12/2016,2096406858,"325 E Eagle St # 2, Boston, MA",42.3811765,,,0,1890,298156,,732,http://www.zillow.com/homedetails/325-E-Eagle-St-2-Boston-MA-02128/2096406858_zpid/,Condominium,0,http://www.zillow.com/homes/2096406858_zpid/
0,0.155,49.33,5.808,0,0.278,5.277,12162100,0,0,0,0,0,0,0,0,0,3,0,0,5.277,1.26,0,20,4,2.843,0,0.008,0.141,4.642,0,0.131,0,0,0,0,5,6.796,-71.14814,42.33728,1,305000,425907,399000 ,828,2135,451461,-71.1498763,2014,,Condo For Sale,0,2,11/12/2016,2096602470,"42 Orkney Rd APT 4, Boston, MA",42.336801,4/27/2012,259600,0,1910,391834,http://www.zillow.com/homedetails/42-Orkney-Rd-APT-4-Boston-MA-02135/59095032_zpid/#charts-and-data,828,http://www.zillow.com/homedetails/42-Orkney-Rd-APT-4-Boston-MA-02135/2096602470_zpid/,Condominium,0,http://www.zillow.com/homes/2096602470_zpid/
0,0.14,18.12,7.951,0,0.976,4.946,14913900,0,0,0,1.454,0,0,0.916,4,0,8,0,0,4.946,2.342,0.002,2,0,4.516,0,0.012,0,5.384,0.003,0.271,0,0,0,0,0,22.67,-71.093373,42.283602,2,,376982,299000 ,,2126,508926,-71.0935988,,,Condo For Sale,0,3,11/12/2016,2096537260,"47 Goodale Rd # 2, Boston, MA",42.283885,,,0,2016,248808,,1322,http://www.zillow.com/homedetails/47-Goodale-Rd-2-Boston-MA-02126/2096537260_zpid/,Condominium,0,http://www.zillow.com/homes/2096537260_zpid/
0,0,72.19,0.653,0,20.74,0,63060594,0,0,0,0,0.895,0,0,13,0,21,8,161.1,0,0,0,40,15,0.056,0,0,0,1.548,0,0.056,0,0,0,0,3,0,-71.056088,42.363359,2,,834708,849500 ,,2113,959914,-71.056105,,,Condo For Sale,0,2,11/12/2016,2096509050,"60 Salem St # 02, Boston, MA",42.363265,,,0,1900,759584,,851,http://www.zillow.com/homedetails/60-Salem-St-02-Boston-MA-02113/2096509050_zpid/,Condominium,0,http://www.zillow.com/homes/2096509050_zpid/
0,0.224,5.636,8.049,0,4.426,3.317,5420500,0,0,0,0,0,0.018,0,0,0,13,2,65.4,3.317,5.536,0,11,0,0.684,0,0.007,0.02,0.135,5.947,2.631,0.504,0.038,0.002,0,0,13.24,-71.032432,42.371398,1,345000,391858,378274 ,,2128,415369,-71.0325382,2014,-8913,Condo For Sale,0,2,11/12/2016,71489731,"156 Porter St APT 312, Boston, MA",42.3713341,11/30/2015,236400,0,1910,372265,http://www.zillow.com/homedetails/156-Porter-St-APT-312-Boston-MA-02128/71489731_zpid/#charts-and-data,1018,http://www.zillow.com/homedetails/156-Porter-St-APT-312-Boston-MA-02128/71489731_zpid/,Condominium,0,http://www.zillow.com/homes/71489731_zpid/
0,0.001,34.75,5.35,0,0.33,11.7,17822500,0,0,0.011,0,0,0.033,11.34,2,0,7,0,85.9,11.7,1.349,0.101,6,0,1.513,0,0.151,0.233,1.475,0,0.13,0.304,0,0,0,0,14.36,-71.163192,42.352818,1,322500,461022,434000 ,,2135,488683,-71.163325,2014,6762,Condo For Sale,0,2,11/12/2016,59094837,"141 Brooks St UNIT 3, Boston, MA",42.3526507,10/22/2004,278000,0,1920,428750,http://www.zillow.com/homedetails/141-Brooks-St-UNIT-3-Boston-MA-02135/59094837_zpid/#charts-and-data,1301,http://www.zillow.com/homedetails/141-Brooks-St-UNIT-3-Boston-MA-02135/59094837_zpid/,Condominium,0,http://www.zillow.com/homes/59094837_zpid/
